FREEDOM OF INFORMATION,,
MOD Requests to 26 March 2010,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,


Case Number,Date Due,Request Summary
01-03-2010-102647-001,27/02/2010,"Please provide a copy of the 'Danger Close' section from all editions of Artillery Training Vol III, or its successor, issued since 1990."
01-03-2010-104629-002,27/02/2010,Please provide details of all items that have gone missing from MOD facilities in Scotland in the last two years.
01-03-2010-110025-001,27/02/2010,Please provide information on the average amount of money claimed on Joint Personnel Administration (JPA) expenses per service personnel per each service.
01-03-2010-120511-001,26/02/2010,MIDAS Land surface station dataset. Please provide the raw data that makes up the MIDAS dataset.
01-03-2010-151838-001,11/02/2010,Please provide advice on residency abroad and the policy regarding rules and regulations for applying to joined the Armed Services.
01-03-2010-152440-002,01/03/2010,Please provide a detailed organisational structure chart of the MOD.
02-03-2010-101724-001,02/03/2010,Please provide a contact address for the Permanent Under Secretary in the MOD.
02-03-2010-111726-001,01/03/2010,Nimrod fleet cost and update composition programmes. Please provide information on cost and composition of update programmes carried out on the Nimrod fleet.
02-03-2010-142253-001,25/02/2010,Please provide information on MOD's total annual Information and Communication Technology (ICT) expenditure for 2008/2009.
02-03-2010-143817-001,26/02/2010,Refurbishment works to quarters at RAF Cranwell. Please provide information on works done to quarters at RAF Cranwell from 1995 - 2008. 
02-03-2010-152807-001,26/02/2010,Please provide information on a specified individual.
02-03-2010-161745-002,25/02/2010,"Please provide information on the number of the personnel, injured and killed since the start of Operation Herrick, that were conducting Forward Air Controllers (FACs). "
02-03-2010-162013-002,01/03/2010,Please provide information on the planned retirement/taking-out-of-service dates of ships currently contained in the Royal Fleet Auxiliary (RFA).
02-03-2010-164400-002,26/02/2010,Argentine warship intercepted near British waters in the Falklands. Please provide information on the submarine that was dispatched to the Falklands to patrol the area when an Argentine warship was intercepted near British waters.  
03-03-2010-114114-001,03/03/2010,Please provide advice on arranging for the Commander British Forces South Atlantic Islands to give an interview about the Falklands for French TV .
03-03-2010-133707-001,26/02/2010,Investigating a report of unusual lights. Please let me know know if there were any military aircraf movements in the south of Crieff area at 0018 GMT on 01 Jan 09.
03-03-2010-153104-001,03/03/2010,Please provide any photographs taken of Andersonstown Royal Ulster Constabulary station between September 1973 and February 1974.
03-03-2010-161658-001,25/02/2010,Please provide information on total annual Information and Communication Technology expenditure for 2008/2009 for the Met Office.
03-03-2010-175030-002,25/02/2010,Please provide copies of all expense claims submitted for the Permanent Under Secretary made from 1 January 2009 to present.
04-03-2010-101840-001,02/03/2010,Please provide copies of all correspondences between MOD officials and the BBC's Head of News during/in the weeks leading up to the 1998 air strikes on Iraq/the BBC's coverage of air strikes in Iraq.
04-03-2010-102956-002,02/03/2010,Please provide figures recorded for the number of UFO sightings in the region of Dumfries and Galloway and Scotland over the last ten years.
04-03-2010-105558-003,02/03/2010,Please provide the blueprints for Almirante Latorre aka HMS Canada.
04-03-2010-110811-001,03/03/2010,Please provide information on the results of the investigation carried out at RAF Kinloss on specified vehicles.
04-03-2010-111338-002,02/03/2010,Please provide hard copies of specified archived material. 
04-03-2010-112128-003,02/03/2010,Please provide a list of all field trials conducted at Porton Down that involved the use of chemical warfare stimulants in areas where the general public may have been vulnerable. 
04-03-2010-112607-001,03/03/2010,Please provide information on the tail numbers of the two Nimrods that took part in torpedo trials in Florida in 1974.
04-03-2010-113146-001,01/03/2010,Please provide clarification on the protocol that exists between the MOD and Albright and Wilson for disposal of military weapons either stockpiled or uncovered in post war developments since 1945.
04-03-2010-113620-002,02/03/2010,"Please provide all documentation held by the MOD, from 1962 - 1967, relating to the planning and construction of the Transalpine Pipeline.  "
04-03-2010-114836-004,26/02/2010,Please provide details on helicopter lease information from 01 January 2006 to the present.
04-03-2010-115617-004,26/02/2010,Please provide a list of the categories and sub categories used for the classification of absence/sick leave for service personnel.
04-03-2010-120005-003,03/03/2010,Please provide information on the number of conscientious objectors who have refused to fight from 1 January 1990 to 1 January 2000. 
04-03-2010-120810-004,03/03/2010,RAF manpower comparisons. Please advise on the manpower of the RAF on 4 March 1970 in comparison to 3 March 2010.
04-03-2010-121718-005,03/03/2010,Please provide security clearance details for a specified individual. 
04-03-2010-122937-002,03/03/2010,Please provide clarification on MOD's position on the use of bottled water.
04-03-2010-123531-006,03/03/2010,Please provide information on the number of positive drug tests recorded on members of the Armed Forces from 2007 - 2010. 
04-03-2010-131015-005,26/02/2010,Information and Communication Technology for the MOD Police and Guarding Agency . Please provide information on the MDPGA's total annual ICT expenditure for 2008/2009.
04-03-2010-131546-001,26/02/2010,Information and Communication Technology for the Defence Vetting Agency . Please provide information on the DVA's total annual ICT expenditure for 2008/2009.
04-03-2010-132127-001,26/02/2010,Information and Communication Technology for Defence Equipment & Support. Please provide information on the DE&S's total annual ICT expenditure for 2008/2009.
04-03-2010-132537-007,26/02/2010,Information and Communication Technology for Defence Estates. Please provide information on the DE's total annual ICT expenditure for 2008/2009.
04-03-2010-133106-002,26/02/2010,Information and Communication Technology for British Forces Post Office. Please provide information on the BFPO's total annual ICT expenditure for 2008/2009.
04-03-2010-142323-003,04/03/2010,Please provide a list of all persons recruited into the Armed Forces for 2009.
04-03-2010-162301-001,04/02/2010,Please provide a copy of MOD's policy on domestic abuse for service personnel.
04-03-2010-163043-002,23/02/2010,"Please provide the numbers of Sergeant Instructors promoted to Staff Sergeant Instructors, in SE London Army Cadet Force, since 2005."
04-03-2010-163816-001,04/03/2010,Please provide copies of all stage 2 and 3 formal complaints received by Defence Estates since 01 January 2009.
04-03-2010-183454-003,26/02/2010,Information and Communication Technology for MOD. Please provide information on the MOD's total annual ICT expenditure for 2008/2009.
04-03-2010-184540-004,04/03/2010,Please provide a copy of the User Requirement for the Joint Casualty Treatment Ship.
05-03-2010-091939-001,04/03/2010,Please provide numbers of retired and serving Flag Rank Officers in the services. 
05-03-2010-101127-001,26/02/2010,Please provide copies of all correspondence received from serving military personnel expressing concern with the lack of adequate/protective vehicles or helicopters in Afghanistan and or Iraq.
05-03-2010-104843-001,04/03/2010,Please provide information on the number of FOST(North) reports presented to the FOST-DN for signature as 3RO and whether any these contained an overall performance grade of A- or higher.
05-03-2010-112009-002,04/03/2010,"Please provide figures on veterans suffering from psychological disorders, substance abuse and who are homeless or in prison."
05-03-2010-113724-002,05/03/2010,Please provide information on the security clearance process for building services vacancies in MOD.
05-03-2010-115454-003,05/03/2010,Please provide copies of all correspondence between MOD and Odyssey Marine Exploration regarding HMS Victory.
08-03-2010-102602-001,06/03/2010,Please provide information on the amendment to the Reserve Forces Pension Scheme (RFPS)05.
08-03-2010-104544-001,06/03/2010,Please provide Royal Marine passing out picture for 1966 for a specified individual.
08-03-2010-110104-001,06/03/2010,Please provide information on former specified MOD estates.
08-03-2010-112651-002,07/03/2010,Please provide details of fleet vehicles used by the MOD Police and Guarding Agency. 
08-03-2010-125053-001,08/03/2010,Please provide information on HMS Resolution.
08-03-2010-130822-002,08/03/2010,Please provide information on the BOI into the Nimrod accident on 10 September 1987.
08-03-2010-131354-003,09/02/2010,Please provide all documentation into the investigation undertaken on a specified individual.
08-03-2010-131718-002,03/03/2010,Please advise when the area between the Kyle of Durness and Cape Wrath will be closed to the public during the summer of 2010.
08-03-2010-144613-003,04/03/2010,Please provide annual figures for instances of MOD personnel being recorded as Absent Without Leave between 1990 and 2000.
08-03-2010-145219-004,26/02/2010,Please provide copies of correspondence from serving or retired military personnel advocating a pay rise for service personnel.
08-03-2010-145246-005,04/03/2010,Please provide information on the annual figures for the number of MOD personnel diagnosed with post traumatic stress disorder between 1990 and 2000 and 2001 to present.
08-03-2010-150056-001,05/03/2010,Please provide information on the number of former military personnel/veterans in Merseyside who have accessed mental health services.
08-03-2010-150445-002,04/03/2010,Please provide information on monies spent from the 2009/2010 and 2010/2011 MOD budgets on the range of children's toys made in association with Character Group plc.
08-03-2010-151025-006,05/03/2010,"Please provide figures for the number of soldiers deployed to Afghanistan in 2002, 2003, 2004, 2005 and 2006."
08-03-2010-151615-001,04/03/2010,"Please provide information on 'undemanded firing' incidents for the Warrior and Challenger chain guns that resulted in injury to service personnel, from 20 March 2003 to present."
08-03-2010-152252-007,04/03/2010,Please provide a copy of the board of inquiry report into an 'undemanded firing' incident in Iraq that resulted in injury to specified individuals on 24 March 2003.
08-03-2010-152309-001,05/03/2010,Please provide information on the number of British soldiers charged and/or prosecuted for murder and/or corruption in Afghanistan and Iraq.
08-03-2010-152916-008,04/03/2010,Please provide service records for a specified individual.
08-03-2010-153526-003,04/03/2010,Please provide information on the number of reported sexual assaults on servicewomen from 2004 - 2009.
08-03-2010-154529-004,08/03/2010,Please provide an electronic copy of the Cap Gemini Ernst and Young report on resource accounting and the 2002 Spending Review.
08-03-2010-155101-002,08/03/2010,Please provide correspondence between HM Treasury and MOD officials or Ministers regarding requests for Urgent Operational Requirements between June 2002 - June 2003 and June 2003 - June 2007 for Operation Telic and September 2005 - October 2006 for Operation Herrick IV. 
08-03-2010-160359-005,08/03/2010,Please provide information on the modifications made to chain gun systems fitted to the Warrior Armoured Fighting Vehicles and Challengar 2 Main Battle Tanks.
08-03-2010-161226-003,02/03/2010,Please provide information on the Met Office's 2009/10 winter appraisal.
08-03-2010-161924-009,05/03/2010,"Please provide all correspondence where the decision on whether or not to stop issuing medium range seasonal forecasts for the UK, from 1 January 2009, were discussed."
08-03-2010-162718-006,08/03/2010,Please provide details on how the Numerical Weather Prediction is calculated.
08-03-2010-163621-002,08/03/2010,Please provide information on the number of serving personnel that live in either service provided Family Married Quarters or Substitute Service Family Accommodation yet own their own residence within 50 miles of their duty station.
08-03-2010-164347-004,08/03/2010,Please provide a list of all Urgent Operational Requirements requests made by the MOD to the Treasury from 1 March 2001 - 6 March 2010. 
08-03-2010-165613-003,08/03/2010,Please provide information on the total monies MOD has spent on relocation costs for employees for the past 10 years.
08-03-2010-170430-007,08/03/2010,"Please provide information on the number of occasions, in the past 20 years, that ministers have instructed MOD senior officials or departmental accounting officers to implement new policy as a result of machinery of government changes. "
09-03-2010-102402-001,09/03/2010,MOD estate. Please provide details of the total number of residential dwelling used by the MOD for housing servicemen and their families.
09-03-2010-115114-002,09/03/2010,"Please provide information on the number of soldiers going Absent Without Leave, as well as those that are still at large, since 2003. "
09-03-2010-132854-001,08/03/2010,Please provide electronic copies of all unclassified material on Iraq particularly that which details Iraq's critical infrastructure.   
09-03-2010-133425-001,08/03/2010,Please provide information on health restrictions if applying for a job in MOD.
09-03-2010-134224-001,08/03/2010,Please provide information on the number of reported birdstrikes or near misses on and at aircraft and helicopters at UK military airbases since January 2000.
09-03-2010-134956-002,08/03/2010,Please provide an explanation on reports that claim people with mental health problems in the Armed Forces were used in chemical/biological trials at Porton Down. 
09-03-2010-144326-002,22/02/2010,Please provide information on whether the MOD has ever considered stopping testing on animals.
09-03-2010-144715-003,05/03/2010,Please provide copies of the fuel system feeds for the Nimrod MR2 lost in Afghanistan in 2006. 
09-03-2010-144740-002,25/02/2010,Please provide a copy of the Capability Investigation report.
09-03-2010-145323-003,05/03/2010,Please advise when the Nimrod fleet update and maintenance programme contract was signed.
09-03-2010-145418-001,08/03/2010,Please provide service record information for a specified individual.
09-03-2010-145946-004,08/03/2010,"Please provide information on the criteria for eligibility for and receipt of war service medals, which were not taken upon discharge and any post-war veteran's benefits such as pension."
09-03-2010-151338-002,08/03/2010,Please provide a copy of the Temporary Field Accomodation contract.
09-03-2010-153619-004,08/03/2010,Please provide correspondence relating to the reporting of defence issues during 'purdah' for the General Election in 2005 and forthcoming General Election in 2010.
09-03-2010-154055-003,08/03/2010,Please provide PDF copies of the Annual Report for the Chemical and Biological Defence Establishment/Defence Science and Technology Laboratory for as many years as possible within the costs limit.
09-03-2010-155519-005,09/03/2010,Please provide information on the number of medical students that have applied for a medical bursary and the number of medical students whose applications were successful.
09-03-2010-160548-006,09/03/2010,Please provide information on the number of service personnel benefitting from the MOD Service Risks Insurance Refunds funding and the cost to MOD.
09-03-2010-161203-007,09/03/2010,Third party contractor background checks. Please provide details of the nature of background checks conducted against a third party contractor in order to verify and confirm their identity.
09-03-2010-162134-005,09/03/2010,Please provide information on communications and forecasts sent to the Highways Agency for Highway Agency Area 3 for one month upto and including 22 February 2010. 
09-03-2010-164114-008,09/03/2010,Please provide correspondence between MOD and other government departments relating to John Smeaton in the aftermath of the  thwarted Glasgow airport attack in July 2007 and his resulting Queen's Gallantry Medal awarded in 2008.
09-03-2010-165206-004,05/03/2010,Please provide service records for a specified individual.
10-03-2010-104433-001,10/03/2010,Please provide information on the sunken submarine off the coast of Libya.
10-03-2010-111949-002,10/03/2010,Please provide information on joining the Royal Airforce.
10-03-2010-122011-003,18/02/2010,"Please provide a breakdown of full-time, part-time, male/female, protestant/catholic serving in the Ulster Defence Regiment from 1 Apr 1970 - Feb 1975."
10-03-2010-144815-001,10/03/2010,Please provide information on the number of Navy personnel serving in Afghanistan.
10-03-2010-145326-001,10/03/2010,Please provide copies of all formal grievances raised by civilian staff in MOD since January 2009.
10-03-2010-150147-001,10/03/2010,"Please provide a copy of Health & Safety Warning Notice 01/02 - Inspection of hangar doors, door top guides, Type C hangars."
10-03-2010-151156-002,09/03/2010,"Please provide information on the number of servicewomen in the Royal Navy, Royal Airforce and British Army, who became pregnant while serving on operational tours of duty between 2003-2009. "
10-03-2010-151741-002,09/03/2010,Please provide information on the number of animals used in defence research that have died as a result of experimentation in the last 12 months.
10-03-2010-152359-003,09/03/2010,Please provide information on the correspondence between senior MOD officials and the Prime Minister on equipment shortages.
10-03-2010-154607-004,10/03/2010,Please provide information on MOD sites found to have legionella in their water systems over the last three years.
10-03-2010-155139-005,10/03/2010,Please provide information on the cost of war to the government.
10-03-2010-155732-002,10/03/2010,Please provide information on the number of service personnel serving in Afghanistan.
10-03-2010-161354-006,10/03/2010,Please provide information on British security policy in the 1980s particularly with regards to operations and other significant events in Northern Ireland in 1987. 
10-03-2010-175324-007,10/03/2010,Please provide information on the number of services personnel children attending fee paying schools that are all or part funded under the Continuity of Education allowance along with information on the annual cost of these fees.
10-03-2010-175803-003,10/03/2010,Please provide information on an unexploded bomb site at Singing Sands near Kentra.
11-03-2010-111942-001,11/03/2010,Please provide a digital copy of the article 'Team takes Centre Stage in latest Sonar upgrade' in Issue 23 of the desider.
11-03-2010-115911-002,10/03/2010,Please provide details of the point of contact at Oxfordshire County Council to discuss proposal to extract significant levels of gravel within close proximity of Benson Airfield particularly with regards to potential birdstrike.
11-03-2010-121422-003,11/03/2010,Please provide details and information on significant events in Israel's early history.
11-03-2010-123429-004,19/02/2010,Please provide all documentation on a specified individual.
11-03-2010-125217-001,10/03/2010,Please provide information on the number of sorties flown by RAF tornado aircraft over Iraq from the end of major combat operations in April 2003 to the withdrawal of tornado aircraft from operations in 2009.
11-03-2010-130216-002,10/03/2010,Please provide information on the breakdown of staff qualifications at the Atomic Weapons Establishment.
11-03-2010-130758-005,10/03/2010,Please provide information on correspondence held relating to communications between the British contingent and other parts of UNPROFOR deployed in Bosnia between 1991 - 1995.
11-03-2010-132718-001,11/03/2010,Please advise whether any information is held on a MOD approach to civil society in Afghanistan.
11-03-2010-154258-003,01/03/2010,Please provide information on the gross annual expenditure over the last six years for ten specified bodies.
11-03-2010-155003-004,01/03/2010,Please provide salary information for all senior staff at named specified bodies.
11-03-2010-172824-002,11/03/2010,"Please provide details on the average time taken to answer calls made to the MP advice line to the SPVA, before clients speak to an operator for 2007 - 2009."
11-03-2010-173346-001,11/03/2010,Please provide MOD instructions/guidance/procedures used by staff to process MP enquiries to the Service Personnel.
11-03-2010-174023-003,11/03/2010,Please provide information or statistics on the numbef of male ex-service personal currently serving a prison sentence in civilian prisons.
11-03-2010-180140-001,09/03/2010,Please provide information on the number of children of Labour Party Members of Parliament that are serving or have served in the Iraq war or the current Afghanistan conflict.
12-03-2010-081546-002,19/02/2010,Please provide information on a specified individual.
12-03-2010-115414-001,12/03/2010,Please provide copies of the monthly credit card statements for police credit cards used by every officer above and including the rank of Superintendent for 2009.
12-03-2010-131615-002,11/03/2010,Please provide a copy of the service of inquiry report into the AS350 BB helicopter accident on 29 May 2008.
12-03-2010-133704-001,10/03/2010,Please provide specified archived seismology files .
12-03-2010-145744-001,11/03/2010,Please provide information on the number of birdstrikes or near misses involving military aircraft and helicopters at UK bases since 2000.
12-03-2010-151233-002,11/03/2010,Please clarify the UK position on the missile treaty as CND clain the the UK is in breach of it.
15-03-2010-105848-001,12/03/2010,Please provide information on any communications between senior MOD officials about the lack of personal equipment before service personnel were deployed to Iraq.
15-03-2010-113518-001,05/02/2010,Please release information held on a specified file on defence sales to Iran covering the period 1 January 1974 - 31 December 1978.
