"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000001","C1","35648","44268","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","C1","35648","44268","Secretariat & Private Office","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","C2","29258","36333","Secretariat & Private Office","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","D","23427","29092","Internal Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000178","B2","47942","59535","Secretariat & Private Office","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000178","C1","35648","44268","Secretariat & Private Office","4.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000178","C2","29258","36333","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000188","C1","35648","44268","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00001781","C1","35648","44268","Communication and Media","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00001781","C1","35648","44268","Digital and Social Media","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00001781","C2","29258","36333","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002332","C1","35648","44268","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002497","C2","29258","36333","Strategic Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00002729","C1","35648","44268","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003309","B1","56436","72185","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003309","C1","35648","44268","Secretariat & Private Office","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003309","C2","29258","36333","Secretariat & Private Office","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003309","D","23427","29092","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003321","C1","35648","44268","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003321","C2","29258","36333","Strategic Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00003321","E1","18370","22124","Customer Services","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00004210","C1","35648","44268","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00004366","C1","35648","44268","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00004366","C2","29258","36333","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00004366","D","23427","29092","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","D","23427","29092","Internal Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009028","B1","56436","72185","Secretariat & Private Office","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009028","B2","47942","59535","Secretariat & Private Office","5.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009028","B2","47942","59535","Strategic Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009028","C1","35648","44268","Design & Imagery","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009028","C1","35648","44268","Internal Communications","2.00","Communications"
