"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00026667","B2","47942","59535","Estate Advice","1.00","Property and asset management"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00026667","C1","35648","44268","Decision Support","1.00","Finance"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00026667","C1","35648","44268","Estate Advice","1.00","Property and asset management"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00026667","C1","35648","44268","Estate Planning","1.00","Property and asset management"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00026667","C1","35648","44268","Project Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00026667","C1","35648","44268","Secretariat & Private Office","1.00","Operational Delivery"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00026667","C2","29258","36333","Business Management and Improvement","1.00","Operational Delivery"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00026667","C2","29258","36333","Estate Planning","2.00","Property and asset management"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00026667","C2","29258","36333","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00026667","D","23427","29092","Secretarial","2.00","Operational Delivery"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B1","56436","72185","Business Management and Improvement","2.00","Operational Delivery"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B1","56436","72185","Decision Support","1.00","Finance"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B1","56436","72185","Estate Advice","1.00","Property and asset management"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B1","56436","72185","Estate Management","5.00","Property and asset management"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B1","56436","72185","Estate Surveying","1.00","Property and asset management"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B1","56436","72185","Legal","2.00","Law"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B1","56436","72185","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B2","47942","59535","Building Surveying","1.00","Property and asset management"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B2","47942","59535","Business Management and Improvement","4.00","Operational Delivery"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B2","47942","59535","Decision Support","2.00","Finance"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B2","47942","59535","EnvironmentalManagementAssessm","2.00","Operational Delivery"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B2","47942","59535","Estate Advice","8.00","Property and asset management"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B2","47942","59535","Estate Management","22.00","Property and asset management"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B2","47942","59535","Estate Surveying","8.00","Property and asset management"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B2","47942","59535","Knowledge Info Management","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B2","47942","59535","Programme Management","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B2","47942","59535","Project Management","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Defence Infrastructure Organisation","Defence Infrastructure Organisation","00136627","B2","47942","59535","Safety,Health,Environment&Fire","4.00","Operational Delivery"
