Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,04/07/2012,Purchase of buildings and military equipment ,Defence Equipment & Support,AEROTRIM GROUP LIMITED,BA12 8SP,960030,Fiscal asset under construction - capital in year addition,"31,555.20"
Ministry of Defence,Ministry of Defence,17/07/2012,Spend on Inventory - General,Defence Equipment & Support,BOZEAT INDUSTRIAL LIMITED,NN8 2QG,967256,Spend on Inventory - General,"31,533.30"
Ministry of Defence,Ministry of Defence,06/07/2012,Spend on Inventory - General,Defence Equipment & Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,961507,Spend on Inventory - General,"31,514.40"
Ministry of Defence,Defence Science and Technology Laboratory,20/07/2012,Capital Asset expenditure,Infrastructure,STERIA LIMITED,,V - 9000144384 - 00139770,,"31,500.60"
Ministry of Defence,Ministry of Defence,18/07/2012,Design services and minor equipment purchases,Defence Equipment & Support,COBHAM FLIGHT INSPECTION  LIMITED,DL2 1NJ,967902,Equipment support project costs,"31,470.33"
Ministry of Defence,Ministry of Defence,09/07/2012,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,962257,Cost of other material consumed,"31,341.42"
Ministry of Defence,Ministry of Defence,27/07/2012,IT and communication services,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,973415,Information technology services,"31,324.30"
Ministry of Defence,Ministry of Defence,20/07/2012,Estate management,Air Command,ARAMARK LTD,LS16 6QY,969146,Estate + facilities management services - accommodation inventory + service,"31,313.24"
Ministry of Defence,Ministry of Defence,04/07/2012,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,960410,Information technology services,"31,310.00"
Ministry of Defence,Ministry of Defence,16/07/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,MILLBROOK FURNISHING INDUSTRIES LIMITED,SO40 3XJ,966872,Spend on Inventory - General,"31,291.23"
Ministry of Defence,Ministry of Defence,18/07/2012,Spend on Inventory - General,Defence Equipment & Support,ALLAERO LIMITED,RH10 9RA,967788,Spend on Inventory - General,"31,253.98"
Ministry of Defence,Ministry of Defence,03/07/2012,Spend on Inventory - General,Defence Equipment & Support,SCA PACKAGING LIMITED,LE10 3BX,959920,Spend on Inventory - General,"31,251.81"
Ministry of Defence,Council of Reserve Forces and Cadets Associations,16/07/2012,Building maintenance and accommodation stores,Infrastructure,TOMLINSON,,1095-1214,Works - civil estate,"31,223.10"
Ministry of Defence,Ministry of Defence,06/07/2012,Purchase of inventory and services ,Command Joint Operations,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,961586,Cost of other material consumed,"31,209.07"
Ministry of Defence,Defence Science and Technology Laboratory,10/07/2012,Sub Contracted Research,Programme Office,HIETA TECHNOLOGIES LIMITED,,V - 9000144139 - 00138490,,"31,200.00"
Ministry of Defence,Ministry of Defence,12/07/2012,Estate management,Land Forces,SODEXO LTD,M50 0AL,964720,Estate + facilities management services - accommodation inventory + service,"31,162.17"
Ministry of Defence,Ministry of Defence,17/07/2012,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,967729,Utilities consumed - gas,"31,140.31"
Ministry of Defence,Defence Science and Technology Laboratory,24/07/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000144480 - 00140682,,"31,098.84"
Ministry of Defence,Ministry of Defence,30/07/2012,Medical treatment & stores and welfare services,Defence Equipment & Support,DR K BOYD AND PARTNERS T/A THE CONCORD MEDICAL CENTRE,BS34 6BQ,974004,Medical health services,"31,097.08"
Ministry of Defence,Ministry of Defence,19/07/2012,Spend on Inventory - General,Defence Equipment & Support,BAE SYSTEMS LAND SYSTEMS PINZGAUER LIMITED,NP15 1XL,968528,Spend on Inventory - General,"31,082.57"
Ministry of Defence,Ministry of Defence,25/07/2012,Spend on Inventory - General,Defence Equipment & Support,T W ENGINEERING COMPANY LTD,DE7 4RB,972081,Spend on Inventory - General,"31,080.00"
Ministry of Defence,Ministry of Defence,04/07/2012,Design services and minor equipment purchases,Defence Equipment & Support,AGUSTAWESTLAND LIMITED,BA20 2YB,960031,Equipment support project costs,"31,079.28"
Ministry of Defence,Ministry of Defence,30/07/2012,Payment of utilities,Defence Infrastructure Organisation ,DEPARTMENT FOR REGIONAL DEVELOPMENT,BT1 9DJ,36128,Utilities consumed - water + sewage,"31,055.88"
Ministry of Defence,Council of Reserve Forces and Cadets Associations,03/07/2012,Purchase of buildings and military equipment ,Capital Expenditure,FLEMINGS BUILDINGS LTD,,2272,Assets in the Course of Construction,"31,025.45"
Ministry of Defence,Ministry of Defence,20/07/2012,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,969438,Utilities consumed - electricity,"31,019.94"
Ministry of Defence,Ministry of Defence,12/07/2012,Design services and minor equipment purchases,Defence Equipment & Support,POWERVAMP LIMITED,BS24 9AY,964656,Equipment support non-project costs,"31,016.10"
Ministry of Defence,Ministry of Defence,23/07/2012,Spend on Inventory - General,Defence Equipment & Support,SUPACAT LIMITED,EX14 4LF,970631,Spend on Inventory - General,"30,970.42"
Ministry of Defence,Ministry of Defence,19/07/2012,Spend on Inventory - General,Defence Equipment & Support,TRY & LILLY LIMITED,L3 8HE,969065,Spend on Inventory - General,"30,900.88"
Ministry of Defence,Ministry of Defence,31/07/2012,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,975055,Cost of food purchases,"30,872.53"
Ministry of Defence,Ministry of Defence,24/07/2012,Spend on Inventory - General,Defence Equipment & Support,LLANELEC PRECISION ENGINEERING COMPANY LIMITED,SA11 1YD,971069,Spend on Inventory - General,"30,806.40"
Ministry of Defence,Ministry of Defence,09/07/2012,Design services and minor equipment purchases,Defence Equipment & Support,EADS DEUTSCHLAND GMBH,,5000080566,Equipment support non-project costs,"30,750.00"
Ministry of Defence,Ministry of Defence,11/07/2012,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,963787,Utilities consumed - heating oil,"30,737.39"
Ministry of Defence,Ministry of Defence,24/07/2012,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,970779,Cost of other material consumed,"30,731.96"
Ministry of Defence,Ministry of Defence,27/07/2012,International contributions,Central TLB,INTERNATIONAL SCIENCE AND TECHNOLOGY CENTRE,,2000016481,Defence military assistance fund international subscriptions and other payments,"30,726.92"
Ministry of Defence,Ministry of Defence,04/07/2012,Payment of utilities,Defence Infrastructure Organisation ,E.ON WESTFALEN WESER ENERGIE-SERVICE-GMBH,,5000080234,Utilities consumed - heating oil,"30,688.80"
Ministry of Defence,Ministry of Defence,31/07/2012,Spend on Inventory - General,Defence Equipment & Support,AMETEK AIRTECHNOLOGY GROUP LIMITED,TW16 7EF,974572,Spend on Inventory - General,"30,669.56"
Ministry of Defence,Ministry of Defence,23/07/2012,Estate management,Defence Infrastructure Organisation ,MORGAN SINDALL PLC.,DH1 1TW,970389,Works - estate management,"30,598.02"
Ministry of Defence,Ministry of Defence,19/07/2012,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR SHREWSBURY LIMITED,SY1 3NX,968577,Equipment support non-project costs,"30,589.71"
Ministry of Defence,Ministry of Defence,12/07/2012,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,964793,Utilities consumed - gas,"30,558.66"
Ministry of Defence,Ministry of Defence,04/07/2012,Design services and minor equipment purchases,Defence Equipment & Support,HONEYWELL AEROSPACE UK,BA20 2YD,960367,Equipment support non-project costs,"30,542.40"
Ministry of Defence,Ministry of Defence,23/07/2012,Fuel for military use,Air Command,SHELL U.K. OIL PRODUCTS LTD,G1 3RN,970596,Aviation fuel casual uplift consumed,"30,530.85"
Ministry of Defence,Ministry of Defence,24/07/2012,Purchase of inventory and services ,Command Joint Operations,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,971024,Consumption of medical dental and veterinary inventory,"30,518.60"
Ministry of Defence,Ministry of Defence,27/07/2012,Spend on Inventory - General,Defence Equipment & Support,MUIRHEAD AEROSPACE LIMITED,CM24 1RB,973505,Spend on Inventory - General,"30,493.06"
Ministry of Defence,Ministry of Defence,25/07/2012,Estate management,Defence Infrastructure Organisation ,REMONDIS GMBH & CO KG,,5000081740,Estate + facilities management services - accommodation inventory + service,"30,490.32"
Ministry of Defence,Ministry of Defence,13/07/2012,Estate management,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,965965,Estate + facilities management services - accommodation inventory + service,"30,459.16"
Ministry of Defence,Ministry of Defence,27/07/2012,"Adminstration, claims, compensation and awards",Land Forces,JOANNE E COOMBER LLB T/A COOMBER RICH SOLICITORS,RG21 7NX,973394,Cost of claims/compensation and related expenses against MOD,"30,456.74"
Ministry of Defence,Ministry of Defence,17/07/2012,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,967469,Utilities consumed - heating oil,"30,435.96"
Ministry of Defence,Defence Science and Technology Laboratory,13/07/2012,Materials & Equipment,Operations,BARCLAYCARD,,G - 9000144242 - 00141102,,"30,426.26"
Ministry of Defence,Ministry of Defence,13/07/2012,Rent and rates,Defence Infrastructure Organisation ,COTSWOLD DISTRICT COUNCIL,GL7 1PY,965798,Rent buildings - non civil estate property and married quarter property,"30,410.34"
Ministry of Defence,Ministry of Defence,12/07/2012,Spend on Inventory - General,Defence Equipment & Support,SUPACAT LIMITED,EX14 4LF,964746,Spend on Inventory - General,"30,404.51"
Ministry of Defence,Ministry of Defence,19/07/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,ROYAL MAIL GROUP LIMITED,S49 1HQ,968981,Freight movement costs,"30,396.71"
Ministry of Defence,Ministry of Defence,10/07/2012,Design services and minor equipment purchases,Defence Equipment & Support,MERKLE (UK) LIMITED,OL9 7LD,963313,Equipment support non-project costs,"30,295.48"
Ministry of Defence,Ministry of Defence,12/07/2012,Estate management,Air Command,SAFESKYS LTD,HP11 1LT,964690,Estate + facilities management services - accommodation inventory + service,"30,243.18"
Ministry of Defence,Ministry of Defence,04/07/2012,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,960140,Cost of other material consumed,"30,185.25"
Ministry of Defence,Ministry of Defence,19/07/2012,Spend on Inventory - General,Land Forces,L WHITAKER & SONS (1983) LIMITED,OL11 2PU,968778,Spend on Inventory - General,"30,181.62"
Ministry of Defence,Ministry of Defence,04/07/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,960366,Medical health services,"30,177.61"
Ministry of Defence,Ministry of Defence,27/07/2012,Purchase of information and communications technology,Land Forces,COMPUTACENTER (UK) LIMITED,SE1 8HL,973138,IT + communications asset - in year capital addition,"30,169.92"
Ministry of Defence,Ministry of Defence,18/07/2012,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,OX4 2JY,967863,Utilities consumed - electricity,"30,150.53"
Ministry of Defence,Ministry of Defence,12/07/2012,Spend on Inventory - General,Defence Equipment & Support,HARSCO INFRASTRUCTURE SERVICES LIMITED,IP3 9QR,964456,Spend on Inventory - General,"30,126.72"
Ministry of Defence,Ministry of Defence,13/07/2012,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,966410,Cost of other material consumed,"30,017.66"
Ministry of Defence,Ministry of Defence,03/07/2012,Medical treatment & stores and welfare services,Command Joint Operations,WRVS SERVICES WELFARE LIMITED,CF23 8RP,960010,Welfare services including sports equipment and ministers of religion.,"30,004.83"
Ministry of Defence,Ministry of Defence,31/07/2012,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,OX4 2JY,974614,Utilities consumed - electricity,"30,001.00"
Ministry of Defence,Ministry of Defence,31/07/2012,Externally delivered education and training,Central TLB,OXFORD SAID BUSINESS SCHOOL LTD,OX1 5NY,974988,External training - civilian,"30,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,06/07/2012,Sub Contracted Work,Programme Office,UNIVERSITY OF BIRMINGHAM,,V - 9000144000 - 00137554,,"30,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,20/07/2012,Materials & Equipment,Operations,SHAD FORKTRUCKS (LIVERPOOL) LIMITED,,V - 9000144397 - 00140629,,"30,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,27/07/2012,Sub Contracted Work,Operations,PULSE PHOTONICS LIMITED,,V - 9000144541 - 00140748,,"30,000.00"
Ministry of Defence,Ministry of Defence,30/07/2012,Design services and minor equipment purchases,Defence Equipment & Support,HOST SYSTEMS LIMITED,NG23 5EA,974180,Equipment support project costs,"29,977.44"
Ministry of Defence,Ministry of Defence,13/07/2012,Rent and rates,Defence Infrastructure Organisation ,SUFFOLK COASTAL DISTRICT COUNCIL,IP12 1AU,966304,Rent buildings - non civil estate property and married quarter property,"29,964.77"
Ministry of Defence,Ministry of Defence,20/07/2012,Medical treatment & stores and welfare services,Air Command,SERVICE FUNDS RAF BRIZE NORTON,OX18 3LX,170550,Recreational facilities costs in support of social work,"29,916.00"
Ministry of Defence,Defence Science and Technology Laboratory,24/07/2012,Sub Contracted Work,Operations,CAMBRIDGE MATRIX LIMITED,,V - 9000144491 - 00139796,,"29,900.00"
Ministry of Defence,Defence Science and Technology Laboratory,31/07/2012,Sub Contracted Work,Operations,T.S. COMMS LIMITED,,V - 9000144653 - 00140960,,"29,850.90"
Ministry of Defence,Ministry of Defence,26/07/2012,"Transportation of personnel, freight and travel expenses",Land Forces,RAILION DEUTSCHLAND AG,,5000081853,Freight movement costs,"29,825.73"
Ministry of Defence,Ministry of Defence,25/07/2012,Fees for professional services,Land Forces,LGC LTD,TW11 0LY,971787,Fees for professional services excluding legal fees,"29,820.07"
Ministry of Defence,Ministry of Defence,13/07/2012,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,966357,Works - estate management,"29,759.85"
Ministry of Defence,Ministry of Defence,19/07/2012,IT and communication services,Central TLB,IBM UNITED KINGDOM LIMITED,PO6 3AE,968753,Information technology services,"29,715.00"
Ministry of Defence,Defence Science and Technology Laboratory,17/07/2012,Materials & Equipment,Operations,EVODIA LIMITED,,V - 9000144280 - 00140511,,"29,702.76"
Ministry of Defence,Ministry of Defence,13/07/2012,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,PERMAC ELECTRONICS LTD,GU16 8NA,966202,Capital spares engineering and technical inventory single use military equip capital in year addition,"29,670.12"
Ministry of Defence,Defence Science and Technology Laboratory,24/07/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000144480 - 00140680,,"29,659.72"
Ministry of Defence,Ministry of Defence,02/07/2012,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,958944,Cost of other material consumed,"29,649.32"
Ministry of Defence,Ministry of Defence,25/07/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,972131,Fiscal asset under construction - capital in year addition,"29,615.54"
Ministry of Defence,Defence Science and Technology Laboratory,24/07/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000144480 - 00140681,,"29,585.28"
Ministry of Defence,Council of Reserve Forces and Cadets Associations,09/07/2012,Rent and rates,Infrastructure,LAND & PROPERTY SERVICES,,1128,Rent buildings - non civil estate property and married quarter property,"29,543.93"
Ministry of Defence,Ministry of Defence,11/07/2012,Design services and minor equipment purchases,Defence Equipment & Support,TERBERG DTS (UK) LIMITED,HX5 9HD,964006,Equipment support non-project costs,"29,526.22"
Ministry of Defence,Ministry of Defence,20/07/2012,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,969473,Utilities consumed - heating oil,"29,441.76"
Ministry of Defence,Ministry of Defence,05/07/2012,Fees for professional services,Land Forces,LGC LTD,TW11 0LY,961127,Fees for professional services excluding legal fees,"29,434.17"
Ministry of Defence,Defence Science and Technology Laboratory,13/07/2012,Consumable Materials,Operations,BARCLAYCARD,,G - 9000144243 - 00141104,,"29,398.67"
Ministry of Defence,Ministry of Defence,13/07/2012,Spend on Inventory - General,Defence Equipment & Support,HALE HAMILTON (VALVES) LTD,UB8 2AF,965943,Spend on Inventory - General,"29,367.01"
Ministry of Defence,Ministry of Defence,06/07/2012,Fees for professional services,Defence Equipment & Support,QA LIMITED,LS12 6BD,961942,Fees for professional services excluding legal fees,"29,328.00"
Ministry of Defence,Ministry of Defence,02/07/2012,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS LAND SYSTEMS PINZGAUER LIMITED,NP15 1XL,958899,Post design services which are not capitalised,"29,315.40"
Ministry of Defence,Ministry of Defence,18/07/2012,IT and communication services,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,968129,Information technology services,"29,288.70"
Ministry of Defence,Ministry of Defence,03/07/2012,Spend on Inventory - General,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 3LS,959615,Spend on Inventory - General,"29,282.40"
Ministry of Defence,Defence Science and Technology Laboratory,10/07/2012,Materials & Equipment,Operations,EVODIA LIMITED,,V - 9000144095 - 00139930,,"29,250.64"
Ministry of Defence,Defence Science and Technology Laboratory,17/07/2012,Consumable Materials,Operations,S. H. L. REFRACTORIES (U.K.) LIMITED,,V - 9000144315 - 00139993,,"29,222.00"
Ministry of Defence,Ministry of Defence,03/07/2012,Payment of utilities,Defence Infrastructure Organisation ,NIERSVERBAND VIERSEN,,7000000137,Utilities consumed - water + sewage,"29,203.71"
Ministry of Defence,Ministry of Defence,05/07/2012,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,961327,Cost of food purchases,"29,142.20"
Ministry of Defence,Defence Science and Technology Laboratory,13/07/2012,Travel & Subsistence,Operations,BARCLAYCARD,,G - 9000144242 - 00141102,,"29,100.60"
Ministry of Defence,Ministry of Defence,11/07/2012,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,963524,Consumption of medical dental and veterinary inventory,"29,089.92"
Ministry of Defence,Ministry of Defence,09/07/2012,Externally delivered education and training,Land Forces,SANDY ARTHUR TRAINING SERVICES LIMITED,BT49 0HE,35898,External military training ,"29,050.00"
Ministry of Defence,Ministry of Defence,02/07/2012,IT and communication services,Defence Equipment & Support,CABLE & WIRELESS UK SERVICES  LIMITED,MK3 5JP,958936,Line + telephone rental including commercial charge for use of radio frequencies,"29,036.95"
Ministry of Defence,Ministry of Defence,13/07/2012,Rent and rates,Defence Infrastructure Organisation ,CANTERBURY CITY COUNCIL,CT1 1YW,965759,Rent buildings - non civil estate property and married quarter property,"29,035.34"
Ministry of Defence,Ministry of Defence,20/07/2012,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,969250,Utilities consumed - gas,"29,032.19"
Ministry of Defence,Ministry of Defence,18/07/2012,"Transportation of personnel, freight and travel expenses",Land Forces,B+B AUTOVERMIETUNG GMBH,,5000081045,Movement of service personnel,"29,014.19"
Ministry of Defence,Ministry of Defence,03/07/2012,IT and communication services,Defence Equipment & Support,CAPGEMINI UK PLC,GU21 6DB,959639,Information technology services,"28,985.71"
Ministry of Defence,Ministry of Defence,09/07/2012,Spend on Inventory - General,Defence Equipment & Support,SCA PACKAGING LIMITED,LE10 3BX,962810,Spend on Inventory - General,"28,871.28"
Ministry of Defence,Ministry of Defence,20/07/2012,Spend on Inventory - General,Defence Equipment & Support,FIRMIN & SONS LIMITED,B6 4HU,969459,Spend on Inventory - General,"28,863.75"
Ministry of Defence,Ministry of Defence,06/07/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,961802,Medical health services,"28,846.56"
Ministry of Defence,Ministry of Defence,06/07/2012,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000016255,Aviation fuel casual uplift consumed,"28,786.80"
Ministry of Defence,Ministry of Defence,06/07/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,962115,Cost of other material consumed,"28,775.69"
Ministry of Defence,Ministry of Defence,23/07/2012,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,RH10 9WE,970061,Works in aid of disposal,"28,687.41"
Ministry of Defence,Defence Science and Technology Laboratory,20/07/2012,Sub Contracted Work,Operations,EDSL LIMITED,,V - 9000144389 - 00139693,,"28,686.88"
Ministry of Defence,Ministry of Defence,18/07/2012,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,967803,Cost of food services,"28,597.44"
Ministry of Defence,Ministry of Defence,26/07/2012,Purchase of buildings and military equipment ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,972354,Fiscal asset under construction - capital in year addition,"28,571.00"
Ministry of Defence,Defence Science and Technology Laboratory,10/07/2012,Sub Contracted Work,Operations,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,,V - 9000144096 - 00139433,,"28,532.00"
Ministry of Defence,Ministry of Defence,19/07/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,968695,Spend on Inventory - General,"28,525.24"
Ministry of Defence,Ministry of Defence,11/07/2012,Purchase of inventory and services ,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,963650,Cost of other material consumed,"28,521.59"
Ministry of Defence,Ministry of Defence,31/07/2012,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,974591,Spend on Inventory - General,"28,469.40"
Ministry of Defence,Ministry of Defence,02/07/2012,Externally delivered education and training,Land Forces,ACCIDON'T LIMITED,G84 7RR,958848,External military training ,"28,460.00"
Ministry of Defence,Ministry of Defence,06/07/2012,Spend on Inventory - General,Defence Equipment & Support,HOBSON INDUSTRIES LIMITED,LN11 9TR,961800,Spend on Inventory - General,"28,447.17"
Ministry of Defence,Defence Science and Technology Laboratory,31/07/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000144660 - 00141235,,"28,445.32"
Ministry of Defence,Council of Reserve Forces and Cadets Associations,25/07/2012,Building maintenance and accommodation stores,Infrastructure,TASK CONTRACT SOLUTIONS LTD,,3221,Works - civil estate,"28,386.24"
Ministry of Defence,Ministry of Defence,06/07/2012,Spend on Inventory - General,Defence Equipment & Support,KIDDE PRODUCTS LTD,LA2 7NA,961826,Spend on Inventory - General,"28,350.00"
Ministry of Defence,Ministry of Defence,18/07/2012,Food and clothing,Defence Equipment & Support,SEYNTEX NV,CH61 1BE,968328,Cost of purchasing and repairing clothing,"28,350.00"
Ministry of Defence,Ministry of Defence,26/07/2012,Payment of utilities,Defence Equipment & Support,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,972328,Utilities consumed - gas,"28,311.99"
Ministry of Defence,Defence Science and Technology Laboratory,27/07/2012,Sub Contracted Work,Programme Office,SVGC LIMITED,,V - 9000144523 - 00139797,,"28,144.74"
Ministry of Defence,Ministry of Defence,18/07/2012,Medical treatment & stores and welfare services,Land Forces,HAMPSHIRE COUNTY COUNCIL,SO23 8UB,968071,Schools + community relations initiatives,"28,066.00"
Ministry of Defence,Defence Science and Technology Laboratory,20/07/2012,Agency Staff,Operations,QINETIQ LIMITED,,V - 9000144412 - 00140330,,"28,064.81"
Ministry of Defence,Ministry of Defence,12/07/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,964844,Cost of other material consumed,"27,962.71"
Ministry of Defence,Ministry of Defence,04/07/2012,Food and clothing,Air Command,TECHNOGYM U K LIMITED,RG12 8PE,960680,Cost of purchasing and repairing clothing,"27,927.68"
Ministry of Defence,Ministry of Defence,13/07/2012,Rent and rates,Defence Infrastructure Organisation ,UTTLESFORD DISTRICT COUNCIL,CB11 4ER,966372,Rent buildings - non civil estate property and married quarter property,"27,927.61"
Ministry of Defence,Ministry of Defence,04/07/2012,"Purchase of munitions, other inventory or fuel",Command Joint Operations,KILFROST LTD,NE49 0HJ,960405,Raw materials and consumable oil and lubricants inventory purchased,"27,840.00"
Ministry of Defence,Ministry of Defence,06/07/2012,"Purchase of munitions, other inventory or fuel",Command Joint Operations,KILFROST LTD,NE49 0HJ,961827,Raw materials and consumable oil and lubricants inventory purchased,"27,840.00"
Ministry of Defence,Ministry of Defence,23/07/2012,Design services and minor equipment purchases,Defence Equipment & Support,DM SYSTEMS AND TEST LIMITED,SG4 0TA,970085,Equipment support non-project costs,"27,782.32"
Ministry of Defence,Ministry of Defence,20/07/2012,Medical treatment & stores and welfare services,Land Forces,CLARENDON JUNIOR SCHOOL,SP9 7QD,969246,Schools + community relations initiatives,"27,752.00"
Ministry of Defence,Ministry of Defence,11/07/2012,Externally delivered education and training,Land Forces,NORD ANGLIA VOCATIONAL EDUCATION AND TRAINING SERVICES LIMITED,DE14 2WD,170307,External military training ,"27,696.77"
Ministry of Defence,Ministry of Defence,25/07/2012,Design services and minor equipment purchases,Navy Command,TINA AND CHESTY GARDNER T/A HAUS SCHWABEN,,5000081752,Equipment support non-project costs,"27,680.00"
Ministry of Defence,Ministry of Defence,20/07/2012,Spend on Inventory - General,Land Forces,BUNZL UK LIMITED,KT19 8TY,969210,Spend on Inventory - General,"27,674.72"
Ministry of Defence,Ministry of Defence,13/07/2012,Spend on Inventory - General,Defence Equipment & Support,LAND ROVER,LE9 9JT,965991,Spend on Inventory - General,"27,619.66"
Ministry of Defence,Ministry of Defence,02/07/2012,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,958892,Spend on Inventory - General,"27,566.85"
Ministry of Defence,Defence Science and Technology Laboratory,03/07/2012,Sub Contracted Work,Programme Office,BLUE BEAR SYSTEMS RESEARCH LIMITED,,V - 9000143928 - 00138566,,"27,520.00"
Ministry of Defence,Ministry of Defence,23/07/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,969889,Consumption of medical dental and veterinary inventory,"27,509.87"
Ministry of Defence,Ministry of Defence,06/07/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,'200000014470,Freight movement costs,"27,505.31"
Ministry of Defence,Ministry of Defence,20/07/2012,Research and development,Command Joint Operations,BIO-RAD LABORATORIES LTD,HP2 7DX,969179,Research and development excluding defence science and technology laboratory,"27,500.00"
Ministry of Defence,Ministry of Defence,10/07/2012,Fees for professional services,Defence Infrastructure Organisation ,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,963090,Fees for professional services excluding legal fees,"27,490.84"
Ministry of Defence,Ministry of Defence,17/07/2012,Purchase of inventory and services ,Command Joint Operations,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,967496,Consumption of medical dental and veterinary inventory,"27,452.96"
Ministry of Defence,Ministry of Defence,09/07/2012,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000016270,Aviation fuel casual uplift consumed,"27,443.42"
Ministry of Defence,Ministry of Defence,11/07/2012,IT and communication services,Navy Command,E3 MEDIA LIMITED,BS4 3EH,963758,Line + telephone rental including commercial charge for use of radio frequencies,"27,402.08"
Ministry of Defence,Ministry of Defence,12/07/2012,Spend on Inventory - General,Defence Equipment & Support,HOBSON INDUSTRIES LIMITED,LN11 9TR,964469,Spend on Inventory - General,"27,366.64"
