"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Army","1598314","Chf YC Off","48831","57851","Community Development Work","1","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1596792","Skill Zone 1","15632","16482","Museum","0.18","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","Div YC Off","39120","47731","Community Service","1","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1591926","D","24973","29092","Safety Management","0.32","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Div YC Off","39120","47731","Community Development Work","1","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","30954","36333","Direct Military Support","0.5","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1596792","Physiothrpst Specialist","25528","34189","Physiotherapy","0.54","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591926","D","24973","29092","Driving","0.54","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591926","Skill Zone 2","17305","18010","Site Estate","0.54","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1162954","Skill Zone 2","17305","18010","Soft Facilities Management","0.54","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","16958","18815","Heritage","0.54","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","E1","19827","22124","Community Service","0.54","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","NHS Band 6","32452","34189","Gen Practice Medical","0.58","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591920","Skill Zone 1","15632","16482","Environmental Health","0.59","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1591926","Professor of Music England (Academic) - 9617","49216","49216","Training Support","1.67","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591926","E2","16958","18815","Administrative Support","0.61","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591926","Professor of Music England (Academic) - 9617","49216","49216","Specialist Instruction SpInstn","1.67","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591926","Skill Zone 1","15632","16482","Safety,Health,Environment&Fire","0.68","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591926","C2","30954","36333","Programme Management","0.76","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","24973","29092","Transaction Processing","0.76","Finance"
"Ministry of Defence","Ministry of Defence","Army","1591920","D","24973","29092","Transaction Processing","0.78","Finance"
"Ministry of Defence","Ministry of Defence","Army","1591926","Skill Zone 3","19750","22150","Training Support","0.8","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591926","D","24973","29092","Quality Management","0.8","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","19827","22124","Site Estate","0.81","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1591926","ACD Prof of Music (ENG) 46 Wks - 6048","55526","55526","Specialist Instruction SpInstn","0.97","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","Area Officer Social Worker","47942","57245","Community Service","1","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1598314","E1","19827","22124","Internal Communications","0.81","Communications"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","24973","29092","Secretariat & Private Office","0.81","Policy"
"Ministry of Defence","Ministry of Defence","Army","1591926","E1","19827","22124","Service HR Service Provider","0.81","Human Resources"
"Ministry of Defence","Ministry of Defence","Army","1591920","Skill Zone 1","15632","16482","Heritage","0.81","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","19827","22124","Training Support","0.94","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1162954","E1","19827","22124","Security","0.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","D","24973","29092","Information Technology","0.95","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","Area Officer Social Worker","47942","57245","Community Service","1","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1591920","Assistant Head Teacher","34398","98022","Teaching","2.43","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Assistant Head Teacher","34398","98022","Teaching Leadership","5.68","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Assistant Head Teacher","34398","98022","Teaching","0.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1596792","Aviation Offr 2","34936","36333","Transport/Movement","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1162954","Basic Skills Tutor","21588","45000","Training Support","0.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Basic Skills Tutor","21588","45000","Teaching","0.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","Basic Skills Tutor","21588","45000","Teaching","0.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Nurse Specialist (Community)","25528","34189","Occupational Therapy","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1598314","NHS Occup Therapist Specialist","25528","34189","Occupational Therapy","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591920","NHS Occup Therapist Specialist","25528","34189","Occupational Therapy","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591920","Basic Skills Tutor","21588","45000","Teaching","34.73","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Careers Adviser","25094","28661","Teaching Support","3.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","NHS Consultant (Med) 2003 Pre-Oct","74504","100446","Consultancy","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591920","NHS Consultant (Med) 2003 Pre-Oct","74504","100446","Gen Practice Medical","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1598314","Chef 1/Chief Cook 1","18370","22124","Soft Facilities Management","2","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1591920","Chief Fire Service Offr","67566","74846","Fire Service","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Nurse Spec Mental Health Comm","25528","34189","Nursing and Midwifery","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591920","Child Guid Sen Soc Workr TmLdr","45217","50560","Community Service","1","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1591920","Child Guidance Sen Soc Worker","38648","44164","Community Service","6","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1591920","Nurse Specialist (GP Practice)","25528","34189","Business Management","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Nurse Specialist (GP Practice)","25528","34189","Nursing and Midwifery","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1596792","Nurse Specialist (GP Practice)","25528","34189","Nursing and Midwifery","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1598314","Civilian Medical Practitioner","75469","77303","Gen Practice Medical","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591920","Civilian Medical Practitioner","75469","77303","Hospital Doctor/Consultant","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591926","Civilian Medical Practitioner","75469","77303","Gen Practice Medical","2","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1596792","Civilian Medical Practitioner","75469","77303","Gen Practice Medical","3","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591920","Civilian Medical Practitioner","75469","77303","Gen Practice Medical","3.22","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1598314","Civilian Medical Practitioner","75469","77303","Gen Practice Medical","26.1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591920","Civilian Medical Practitioner","75469","77303","Gen Practice Medical","54.68","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591926","Director of Studies RMAS/BRNC","69409","72185","Business Management","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","Area Officer Social Worker","47942","57245","Community Service","1","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1591920","Dep Head Teacher","37460","76409","Teaching","4.05","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Dep Head Teacher","37460","76409","Teaching Leadership","28.38","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","Div YC Off","39120","47731","Community Development Work","3","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1591920","Fast Stream Grade Band C1","35648","44268","Commercial Policy","0.6","Policy"
"Ministry of Defence","Ministry of Defence","Army","1162954","Fast Stream Grade Band C1","35648","44268","Project Management","1","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","Fire Service Offr 1","47495","52746","Fire Service","27","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Fire Service Offr 2","39381","43770","Fire Service","47","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Fire Service Offr 3","35761","39381","Fire Service","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Fire Service Offr 3","35761","39381","Fire Service","44","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","Gar YC Off","35751","44450","Community Development Work","6","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1591920","Head Teacher 1","42379","86365","Information Technology","0.81","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","Head Teacher 1","42379","86365","Teaching","1.62","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Head Teacher 1","42379","86365","Teaching Leadership","25.14","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","House Matron QVS","15705","16740","Community Service","3","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Houseparents - Abated","18837","22040","Teaching Support","1","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","Houseparents - Abated","18837","22040","Community Service","4.5","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1162954","Snr Info Offr","35648","42565","Communication Training","1","Communications"
"Ministry of Defence","Ministry of Defence","Army","1162954","Snr Info Offr","35648","42565","Strategic Communications","1","Communications"
"Ministry of Defence","Ministry of Defence","Army","1591926","Instr Profr of Music (Eng) - 2821","45334","45334","Training Support","0.14","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1591926","Instr Profr of Music (Eng) - 2821","45334","45334","Training Support","2.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","JNC Lvl 2 (Youth Worker) 2-10","21525","28461","Community Development Work","1","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1598314","JNC Lvl 2 (Youth Worker) 2-10","21525","28461","Community Development Work","6","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1591920","Nurse Specialist","25528","34189","Nursing and Midwifery","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591920","Nurse Team Leader","25528","34189","Nursing and Midwifery","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591926","Nurse Team Leader","25528","34189","Nursing and Midwifery","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1598314","JNC Lvl 2 (Youth Worker) 3-11","22489","29392","Community Development Work","1","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1598314","JNC Lvl 2 (Youth Worker) 3-11","22489","29392","Community Development Work","2","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1598314","JNC Lvl 3 (Youth Worker) 1-4","29352","31968","Community Development Work","4","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1598314","Physiotherapy Team Mgr","30460","40157","Physiotherapy","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1598314","JNC Lvl 3 (Youth Worker) 2-5","30219","32847","Community Development Work","2","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1598314","JNC Lvl 3 (Youth Worker) 3-6","31091","33726","Community Development Work","1","Social Research"
"Ministry of Defence","Ministry of Defence","Army","1598314","Physiothrpst Specialist","25528","34189","Physiotherapy","1","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1591920","MEDICAL OFFICER - 2185","56436","69409","Gen Practice Medical","0.32","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1598314","NHS Physiotherapist Advanced","30460","40157","Physiotherapy","1","Medicine"
