"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","C1","35648","44268","Customer Services","1","Operational Research"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","E1","18370","22124","Customer Services","13","Operational Research"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","E1","18370","22124","Finance Support Officer","1","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","D","23427","29092","Information Technology","3","Information Technology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","C2","29258","36333","Information Technology","1","Information Technology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","E1","18370","22124","Information Technology","3","Information Technology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","C2","29258","36333","Customer Services","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","B2","47942","59535","Case Assessment","1","Operational Research"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","C1","35648","44268","Security Management","8","Operational Research"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","C2","29258","36333","Security Support","135","Operational Research"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","E1","18370","22124","Security Support","76","Operational Research"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","E2","15623","18815","Security Support","14","Operational Research"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","197658","D","23427","29092","Secretarial","1","Planning"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","E1","18370","22124","Secretarial","1","Planning"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","194546","E1","18370","22124","Secretarial","1","Planning"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","106013","B2","47942","59535","Programme Manager","1","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","153965","C1","35648","44268","Programme and Project Management","1","Information Technology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","C1","35648","44268","Programme Manager","1","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","153965","C1","35648","44268","Project Manager","4","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","106013","C1","35648","44268","Project Manager","11","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","106013","C2","29258","36333","Project Support Officer","4","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","104025","C2","29258","36333","Project Support Officer","1","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","153965","D","23427","29092","Project Support Officer","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","153965","E1","18370","22124","Project Support Officer","8","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","106013","B2","47942","59535","Knowledge Information Management Manager","2","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","197658","C1","35648","44268","Estate Management","1","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","197658","C2","29258","36333","Facilities Management","2","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","197658","D","23427","29092","Estate Management","1","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","197658","E1","18370","22124","Facilities Management","7","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","197658","E2","15623","18815","Facilities Management","3","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","197658","C2","29258","36333","Safety,Health,Environment&Fire","1","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","197658","D","23427","29092","Safety,Health,Environment&Fire","2","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","B2","47942","59535","AeroEng (Aero/Struct) Mech)","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","C1","35648","44268","AeroEng (Aero/Struct) Mech)","2","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","C1","35648","44268","Not in Post","2","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","C2","29258","36333","AeroEng (Aero/Struct) Mech)","3","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","C2 MSF","29258","36333","Safety Management","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","E1","18370","22124","Customer Services","1","Information Technology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","E1","18370","22124","Information Technology","1","Information Technology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","E1","18370","22124","Personal Secretary","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","OF5","81310","89408","AeroEng (Aero/Struct) Mech)","2","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","OF4","67032","77617","AeroEng (Aero/Struct) Mech)","5","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","OF4","67032","77617","Not in Post","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","OF3","47760","57200","AeroEng (Aero/Struct) Mech)","5","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","OF3","47760","57200","Not in Post","3","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","OF2","37916","45090","AeroEng (Aero/Struct) Mech)","2","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","OR5-6","30013","36929","AeroEng (Aero/Struct) Mech)","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","164078","OR9","38600","46753","AeroEng (Aero/Struct) Mech)","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","185281","OF3","47760","57200","Project Management","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","185281","OR4","26405","33182","Driver","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","E1","18370","22124","Knowledge Information Management Support Officer","3","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","E1","18370","22124","Administrative Support","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","E1","18370","22124","Training Support","2","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C1","35648","44268","Not in Post","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C1","35648","44268","Internal Communications","1","Communications"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C1","35648","44268","Secretariat","1","Policy"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C1","35648","44268","Business Manager","1","Planning"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C1","35648","44268","Trainer","2","Policy"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C1","35648","44268","Project Management","1","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C1","35648","44268","Senior HR Manager","1","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C2","29258","36333","Business Manager","1","Planning"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C2","29258","36333","Not in Post","1","Planning"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C2","29258","36333","Not in Post","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C2","29258","36333","Knowledge Information Management Manager","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C2","29258","36333","Not in Post","1","Communications"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C2","29258","36333","HR Officer","1","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C2","29258","36333","Secretariat","2","Policy"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","C2","29258","36333","Finance Officer","1","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","D","23427","29092","Knowledge Information Management Manager","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","D","23427","29092","Business Management and Improvement","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","D","23427","29092","Business Manager","1","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","D","23427","29092","HR Support Officer","2","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","D","23427","29092","Finance Support Officer","1","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","B2","47942","59535","Business Manager","1","Planning"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","B2","47942","59535","Secretariat","1","Policy"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","B1","56436","72185","Programme Management","1","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OF4","67032","77617","Legal Adviser","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OF4","67032","77617","AeroEng (Aero/Struct) Mech)","3","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OF4","67032","77617","Project Management","2","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OF4","67032","77617","Not in Post","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OF5","81310","89408","Project Management","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OF5","81310","89408","AeroEng (Aero/Struct) Mech)","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OF2","37916","45090","AeroEng (Aero/Struct) Mech)","2","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OF2","37916","45090","AeroEng (Aero/Struct) Mech)","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OF3","47760","57200","Legal Adviser","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OF3","47760","57200","AeroEng (Aero/Struct) Mech)","12","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OF3","47760","57200","Not in Post","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OF3","47760","57200","Not in Post","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OR9","38600","46753","HR Support Officer","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OR9","38600","46753","AeroEng (Aero/Struct) Mech)","3","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OR7-8","33223","43252","AeroEng (Aero/Struct) Mech)","2","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191185","OR4","26405","33182","Driver","1","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191196","B2","47942","59535","Not in Post","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191196","B2","47942","59535","Project Management","1","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191196","C1","35648","44268","AeroEng (Aero/Struct) Mech)","6","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191196","C1","35648","44268","Not in Post","3","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191196","C1","35648","44268","Project Management","1","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191196","C2","29258","36333","AeroEng (Aero/Struct) Mech)","5","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191196","C2","29258","36333","Project Planning & Scheduling","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191196","C2","29258","36333","Not in Post","7","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191196","D","23427","29092","Technical Support Officer","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191196","E1","18370","22124","Personal Secretary","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191196","E1","18370","22124","Administrative Support","1","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","191196","OF5","81310","89408","AeroEng (Aero/Struct) Mech)","2","Military"
