Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-03,AO,16325,21869,Operations Support Officer,1.08,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-05,AO,16325,21869,Operations Support Officer,1,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS2-02-01,AO,16325,21869,Operations Support Officer,0.67,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-01,EO,18763,27281,Economist,1,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-02,EO,18763,27281,Economist,1,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-04,EO,18763,27281,Economist,2,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS2-02-01,EO,18763,27281,Economist,1,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-01,G6,50043,67714,Economist,1,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-02,G6,50043,67714,Economist,2,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-03,G6,50043,67714,Economist,1.59,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-04,G6,50043,67714,Economist,1,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-05,G6,50043,67714,Economist,2,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-05-02-03,G6,50043,67714,Economist,1,Economics
Department for Business Innovation and Skills,Department for Business Innovation and Skills,AD - Analysis Directorate,SCS1-02-01-01,G7,40686,55882,Economist,5.79,Economics
