Department for Transport statistics,,,,,,,,,,,,,,,,
Bus Statistics (http://www.dft.gov.uk/statistics/series/buses/),,,,,,,,,,,,,,,,
Table BUS0902,,,,,,,,,,,,,,,,
"Non-frequent bus services running on time1 by local authority: England, annual from 2004/05",,,,,,,,,,,,,,,,
[Formerly National Indicator2 178a],,,,,,,,,,,,,,,,
,,,,,,,,,,,Percentage,,,,,
LA Code,Local Authority,,,2004/05,2005/06,2006/07,2007/08,2008/09,2009/10,2010/11 5,2011/12 5,,,,,
E12000001,North East,,,..,..,..,.., 83.3 , 80.6 , 79.8 , 86.5 ,,,,,
E06000005,,Darlington,,..,36.5,64.0,..,66.0,57.8,67.0,64.0,,,,,
E06000047,,Durham,4,..,..,..,..,95.0,95.3,..,88.0,,,,,
E06000001,,Hartlepool,,..,82.2,84.5,..,79.0,81.1,94.0,..,,,,,
E06000002,,Middlesbrough,,..,..,63.1,..,75.0,76.0,72.0,80.0,,,,,
E06000048,,Northumberland,4,..,..,..,..,86.0,83.6,82.0,86.0,,,,,
E06000003,,Redcar and Cleveland,,..,70.8,73.2,..,77.0,81.4,83.0,76.0,,,,,
E06000004,,Stockton-on-Tees,,..,76.4,81.4,..,74.0,71.0,78.0,76.0,,,,,
E11000004,,Tyne and Wear ITA,"3,6",..,..,..,..,83.6,..,76.0,91.0,,,,,
E12000002,North West,,,..,..,..,.., 79.5 , 79.7 , 82.0 , 82.9 
E06000008,,Blackburn with Darwen,,..,96.3,97.5,91.0,92.0,79.0,89.0,87.0
E06000009,,Blackpool,6,..,..,81.0,77.0,77.0,76.0,79.0,92.0
E10000004,,Cheshire,4,..,..,..,91.3,84.6,..,..,..
E06000049,,Cheshire East,4,..,..,..,..,..,86.0,93.0,92.0
E06000050,,Cheshire West and Chester,4,..,..,..,..,..,84.5,86.0,86.0
E10000006,,Cumbria,,..,95.5,95.5,93.4,92.0,90.9,93.0,92.0
E06000006,,Halton,,..,86.0,96.8,97.4,90.0,86.6,92.0,92.0
E10000017,,Lancashire,,..,69.0,70.0,77.0,77.0,80.5,82.0,80.0
E06000007,,Warrington,,..,..,86.0,81.1,82.0,82.3,82.0,82.0
E11000001,,Greater Manchester ITA,3,..,..,..,..,..,76.8,80.0,82.0
E11000002,,Merseyside ITA,3,..,..,..,..,80.6,80.1,80.0,81.0
E12000003,Yorkshire and The Humber,,,..,..,..,.., 79.7 , 76.8 , 81.9 , 84.0 
E06000011,,East Riding of Yorkshire,,..,..,61.0,76.5,79.0,79.5,80.0,81.0
E06000010,,"Kingston upon Hull, City of",,..,..,..,..,74.0,80.8,..,..
E06000012,,North East Lincolnshire,,..,89.0,94.0,85.9,77.0,89.6,86.0,86.0
E06000013,,North Lincolnshire,,..,79.0,86.0,86.7,88.0,84.0,94.0,86.0
E10000023,,North Yorkshire,,..,..,..,74.0,74.0,79.0,86.0,86.0
E06000014,,York,,..,54.5,80.0,46.9,63.0,67.7,74.0,81.0
E11000003,,South Yorkshire ITA,3,..,..,..,..,77.0,76.2,79.0,82.0
E11000006,,West Yorkshire ITA,3,..,..,..,..,85.0,76.0,84.0,86.0
E12000004,East Midlands,,,..,..,..,.., 79.1 , 78.7 , 81.2 , 82.1 
E06000015,,Derby,,..,..,..,85.5,84.0,87.6,84.0,86.0
E10000007,,Derbyshire,,..,..,..,83.0,73.0,80.5,83.0,84.0
E06000016,,Leicester,,..,..,85.0,71.0,72.0,69.4,..,75.0
E10000018,,Leicestershire,,..,..,..,72.0,77.0,72.5,78.0,78.0
E10000019,,Lincolnshire,,..,69.5,66.5,64.5,69.0,71.5,72.0,78.0
E10000021,,Northamptonshire,,..,..,..,91.0,90.0,83.0,..,..
E06000018,,Nottingham,,..,..,92.0,84.0,84.0,84.9,89.0,84.0
E10000024,,Nottinghamshire,,..,..,84.0,82.0,83.0,79.0,87.0,85.0
E06000017,,Rutland,,..,75.0,75.0,94.0,93.0,91.2,..,93.0
E12000005,West Midlands,,,..,..,..,.., 77.0 , 77.2 , 77.3 , 77.8 
E06000019,,"Herefordshire, County of",,..,68.0,77.0,67.0,80.0,86.0,85.0,87.0
E06000051,,Shropshire,,..,..,..,..,80.8,..,84.0,83.0
E10000028,,Staffordshire,,..,..,..,82.0,82.0,85.0,82.0,86.0
E06000021,,Stoke-on-Trent,,..,..,79.0,79.0,79.0,77.0,75.0,82.0
E06000020,,Telford and Wrekin,,..,..,..,76.0,81.0,79.6,80.0,77.0
E10000031,,Warwickshire,,..,85.8,80.5,80.2,83.0,84.5,85.0,81.0
E10000034,,Worcestershire,,..,84.8,93.6,69.0,69.0,73.5,72.0,80.0
E11000005,,West Midlands ITA,3,..,..,..,..,76.0,75.2,76.0,75.0
E12000006,East of England,,,..,..,..,.., 80.4 , 80.4 , 81.3 , 82.9 
E06000055,,Bedford,4,..,..,..,..,..,80.2,84.0,84.0
E10000001,,Bedfordshire,4,..,..,91.0,79.0,82.0,..,..,..
E10000003,,Cambridgeshire,,..,..,..,70.0,70.0,71.0,74.0,74.0
E06000056,,Central Bedfordshire,4,..,..,..,..,..,..,..,..
E10000012,,Essex,,..,..,..,70.0,75.0,78.0,85.0,89.0
E10000015,,Hertfordshire,,..,..,..,80.9,91.0,90.2,87.0,93.0
E06000032,,Luton,,..,..,..,53.0,61.0,..,78.0,81.0
E10000020,,Norfolk,,..,72.5,80.0,80.6,81.0,82.0,84.0,87.0
E06000031,,Peterborough,6,..,..,80.0,..,69.0,82.0,80.0,75.0
E06000033,,Southend-on-Sea,,..,..,..,..,82.0,68.0,69.0,76.0
E10000029,,Suffolk,,..,..,..,..,77.0,..,..,..
E06000034,,Thurrock,,..,67.8,72.5,79.5,82.0,84.8,84.0,87.0
E12000007,London,,3,..,..,..,..,80.8,80.5,81.0,83.0
E12000008,South East,,,..,..,..,.., 80.3 , 82.7 , 84.6 , 83.8 
E06000036,,Bracknell Forest,,..,..,..,91.0,94.0,98.0,95.0,94.0
E06000043,,Brighton and Hove,,..,..,..,85.0,85.0,87.0,91.0,89.0
E10000002,,Buckinghamshire,,..,..,65.0,76.2,76.0,79.2,82.0,83.0
E10000011,,East Sussex,,..,89.0,..,87.0,79.0,85.0,88.0,87.0
E10000014,,Hampshire,,..,79.0,79.0,84.0,72.0,81.0,83.0,78.0
E06000046,,Isle of Wight,,..,66.1,75.0,78.0,80.0,73.0,78.0,79.0
E10000016,,Kent,,..,..,89.0,92.5,95.0,..,..,..
E06000035,,Medway,,..,..,..,88.9,87.0,88.0,88.0,84.0
E06000042,,Milton Keynes,,..,..,..,71.0,73.0,76.4,82.0,87.0
E10000025,,Oxfordshire,,..,68.4,81.3,72.0,65.0,72.0,77.0,74.0
E06000044,,Portsmouth,,..,..,..,..,..,74.0,88.0,94.0
E06000038,,Reading,,83.0,..,..,80.0,84.0,80.0,82.0,82.0
E06000039,,Slough,,..,82.0,82.0,80.7,81.0,77.5,83.0,83.0
E06000045,,Southampton,,..,75.2,73.0,71.0,71.0,75.0,74.0,72.0
E10000030,,Surrey,,..,..,..,78.0,77.0,80.0,76.0,..
E06000037,,West Berkshire,,..,90.5,98.0,83.0,86.0,85.6,90.0,84.0
E10000032,,West Sussex,,..,..,..,87.2,87.0,89.0,88.0,90.0
E06000040,,Windsor and Maidenhead,,..,..,..,81.0,88.0,80.3,84.0,..
E06000041,,Wokingham,,..,..,..,58.6,82.0,69.0,86.0,77.0
E12000009,South West,,,..,..,..,.., 79.1 , 80.2 , 82.0 , 82.1 
E06000022,,Bath and North East Somerset,,..,..,..,..,52.0,62.8,73.0,80.0
E06000028,,Bournemouth,,..,..,..,..,80.0,76.0,81.0,82.0
E06000023,,"Bristol, City of",,..,..,..,54.0,74.0,69.0,71.0,..
E06000052,,Cornwall,4,..,78.3,..,78.0,86.0,82.5,79.0,84.0
E10000008,,Devon,,..,66.0,..,76.5,78.0,80.1,76.0,81.0
E10000009,,Dorset,,..,..,..,..,69.0,72.0,67.0,74.0
E10000013,,Gloucestershire,,..,..,..,..,82.0,77.0,89.0,95.0
E06000024,,North Somerset,,..,..,..,..,79.0,84.1,81.0,83.0
E06000026,,Plymouth,,..,..,..,..,85.0,86.0,88.0,83.0
E06000029,,Poole,,..,..,..,..,94.0,86.0,94.0,74.0
E10000027,,Somerset,,..,..,95.0,84.5,79.0,86.0,84.0,82.0
E06000025,,South Gloucestershire,,..,..,..,..,56.0,74.0,85.0,86.0
E06000030,,Swindon,,..,87.9,90.9,86.0,98.0,99.0,99.0,92.0
E06000027,,Torbay,,..,80.5,85.0,85.0,83.0,85.0,81.0,86.0
E06000054,,Wiltshire,4,..,77.7,83.8,84.8,85.0,88.0,88.0,78.0
,,,,,,,,,,,
,England,,7,..,..,..,79.4,79.8,79.8,81.4,82.7
1 'On time' is defined as between 1.00 minute early and 5.59 minutes late.,,,,,,,,,,,
2 Prior to 2008/09 data were collected as part of the Best Value Performance Indicators.,,,,,,,,,,,
From 2008/09 to 2009/10 data were collected as part of the National Indicators.  From 2010/11 data have been collated by DfT,,,,,,,,,,,
"The methodology used for the Best Value Performance Indicators, National Indicators and DfT collation remained the same.",,,,,,,,,,,
"3 Data are only available at ITA or London level, and therefore figures quoted are for Transport for London. Greater Manchester ITA, Merseyside ITA,",,,,,,,,,,,
"Tyne and Wear ITA, West Midlands ITA, South Yorkshire ITA and West Yorkshire ITA respectively.  Isles of Scilly are not included",,,,,,,,,,,
"4 Local Government was reorganised in April 2009. County Councils were converted to one or more Unitary Authorities in these areas, removing districts.",,,,,,,,,,,
5 From 2010/11 figures were reported to the nearest whole number.,,,,,,,,,,,
"6 These authorities reported changes to punctuality monitoring in 2011/12, which means data may not be directly comparable with previous years",,,,,,,,,,,
7 England figure estimated by weighting local authorities by their proportion of total bus vehicle trips (see table bus1001b).  Missing data are imputed.,,,,,,,,,,,
,,,,,,,,,,,
Telephone: 020 7944 3094,,,,,,,,,,,
Email: bus.statistics@dft.gsi.gov.uk,,,,,,,,,,,
Notes & definitions (http://assets.dft.gov.uk/statistics/series/buses/bus-notes-definitions.pdf) ,,,,,,,,,,,
,,,,,,,,,,,
Source: Local Authorities,,,,,,,,,,,
Last updated: 20 September 2012,,,,,,,,,,,
Next update: Autumn 2013,,,,,,,,,,,

The figures in this table are outside the scope of National Statistics,,,,,,,,,,,
