"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Army","1598314","OF1","24615","32703","Commissioned Officer","1376.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","OF2","37916","45090","Commissioned Officer","3576.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","OF3","47760","57200","Commissioned Officer","1678.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","OF4","67032","77617","Commissioned Officer","488.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","OF5","81310","89408","Commissioned Officer","76.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","OR1-3","17515","28940","Enlisted Soldier","40441.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","OR4","26405","33182","Enlisted Soldier","11971.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","OR5-6","30013","36929","Enlisted Soldier","6435.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","OR7-8","33223","43252","Enlisted Soldier","6335.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","OR9","38600","46753","Enlisted Soldier","693.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","B1","56436","72185","Business Management and Improvement","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","B1","56436","72185","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1598314","B1","56436","72185","Legal","1.00","Law"
"Ministry of Defence","Ministry of Defence","Army","1598314","B2","47942","59535","Business Management and Improvement","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","B2","47942","59535","Clinical Psychology","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Army","1598314","B2","47942","59535","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1598314","B2","47942","59535","Secretariat & Private Office","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","B2","47942","59535","Teaching Advice/Inspection","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Business Management and Improvement","11.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Civilian HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Community Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Customs & Immigration","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Decision Support","7.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Defence Policy and Commitments","5.00","Policy"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Direct Military Support","8.92","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Estate Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Communications Manager","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Government Quality Assurance","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Information Service Provision","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Media and Press","6.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Performance Management","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Project Management","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Safety,Health,Environment&Fire","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Security","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Specialist Instruction Splnstn","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Training Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Administrative Support","10.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Business Management and Improvement","36.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Case Assessment","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Civilian HR Expert","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Civilian HR Partner","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Combat Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Community Service","9.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Configuration Management","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Contract Perf Meas & Mgmnt","2.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Customs & Immigration","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Decision Support","21.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Defence Policy and Commitments","5.00","Policy"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Direct Military Support","136.32","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Energy Management","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Engineering & Technical Support","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Environmental Health","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Estate Advice","7.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Estate Management","4.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Communications Manager","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Housing Service Delivery","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Information Service Provision","8.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Information Technology","28.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Knowledge Info Management","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Legal","2.00","Law"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Knowledge Info Management","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Logistics Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Material Accounting","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Obsolete HR","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Project Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Range Management","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Safety Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Safety,Health,Environment&Fire","14.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Secretariat & Private Office","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Security","10.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Security Advice","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Security Management","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Service HR Expert","4.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Service HR Service Provider","17.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Site Estate","3.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Soft Facilities Management","10.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Storekeeping/WarehouseOps","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Supply Chain Management","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Teaching","13.62","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Technical [Trades]","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Training Support","9.00","Operational Delivery"
