"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OF5","81310","89408","RN","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OF4","67032","77617","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR7-8","33223","43252","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR5-6","30013","36929","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","OR4","26405","33182","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","D","23427","29092","Administrative Support","1.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF3","47760","57200","RN","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF5","81310","89408","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF4","67032","77617","RN","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF2","37916","45090","RAF","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF4","67032","77617","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF2","37916","45090","RN","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR5-6","30013","36929","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","E1","18370","22124","Administrative Support","2.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR7-8","33223","43252","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR4","26405","33182","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR1-3","17515","28940","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","C1","35648","44268","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","D","23427","29092","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","D","23427","29092","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","E1","18370","22124","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF4","67032","77617","RN","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF3","47760","57200","RM","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF2","37916","45090","Rn","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR7-8","33223","43252","RN","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR7-8","33223","43252","RM","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR5-6","30013","36929","RN","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR5-6","30013","36929","RM","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR4","26405","33182","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR4","26405","33182","RN","10.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR4","26405","33182","RM","5.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR4","26405","33182","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR1-3","17515","28940","RM","13.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF5","81310","89408","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF4","67032","77617","RN","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF4","67032","77617","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF3","47760","57200","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF3","47760","57200","RN","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF3","47760","57200","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF2","37916","45090","RN","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF2","37916","45090","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR9","38600","46753","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR7-8","33223","43252","RN","5.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR7-8","33223","43252","RM","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR7-8","33223","43252","Army","3.00","Military"
