MODGPC37851,13-Aug-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£798.60,37851
MODGPC37852,01-Aug-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£2,145.79",37852
MODGPC37853,01-Aug-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,962.00",37853
MODGPC37854,01-Aug-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£584.37,37854
MODGPC37855,03-Aug-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£4,717.92",37855
MODGPC37856,09-Aug-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,597.75",37856
MODGPC37857,09-Aug-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£637.75,37857
MODGPC37858,09-Aug-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,288.91",37858
MODGPC37859,09-Aug-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£553.60,37859
MODGPC37860,07-Aug-12,Building Materials                 , PLUMBING/HEATING EQUIPMENT,£775.20,37860
MODGPC37861,10-Aug-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£826.34,37861
MODGPC37862,09-Aug-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£913.49,37862
MODGPC37863,01-Aug-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£630.00,37863
MODGPC37864,09-Aug-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£840.48,37864
MODGPC37865,03-Aug-12,Building Services                  ," HEATING, PLUMBING, AIR COND","£2,611.15",37865
MODGPC37866,09-Aug-12,Building Services                  ," HEATING, PLUMBING, AIR COND","£3,778.03",37866
MODGPC37867,13-Aug-12,Building Services                  ," HEATING, PLUMBING, AIR COND",£524.74,37867
MODGPC37868,03-Aug-12,Building Services                  ," HEATING, PLUMBING, AIR COND","£1,050.31",37868
MODGPC37869,02-Aug-12,Building Services                  ," HEATING, PLUMBING, AIR COND","£1,506.00",37869
MODGPC37870,13-Aug-12,Building Services                  ," HEATING, PLUMBING, AIR COND","£2,893.18",37870
MODGPC37871,07-Aug-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£1,074.00",37871
MODGPC37872,06-Aug-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"£2,226.67",37872
MODGPC37873,06-Aug-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,£527.74,37873
MODGPC37874,13-Aug-12,Building Services                  ," HEATING, PLUMBING, AIR COND",£995.82,37874
MODGPC37875,07-Aug-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"£1,323.95",37875
MODGPC37876,02-Aug-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"£7,130.80",37876
MODGPC37877,08-Aug-12,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"£1,082.86",37877
MODGPC37878,07-Aug-12,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"£2,102.40",37878
MODGPC37879,08-Aug-12,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,£561.13,37879
MODGPC37880,08-Aug-12,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,£779.40,37880
MODGPC37881,06-Aug-12,Catering and Catering Supplies     , CATERERS,"£3,960.00",37881
MODGPC37882,08-Aug-12,Catering and Catering Supplies     , CATERERS,£632.62,37882
MODGPC37883,06-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,091.56",37883
MODGPC37884,13-Aug-12,Catering and Catering Supplies     , CATERERS,"£2,050.33",37884
MODGPC37885,10-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,023.00",37885
MODGPC37886,08-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,124.45",37886
MODGPC37887,09-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,272.37",37887
MODGPC37888,06-Aug-12,Catering and Catering Supplies     , CATERERS,£576.92,37888
MODGPC37889,02-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,405.60",37889
MODGPC37890,02-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,115.66",37890
MODGPC37891,02-Aug-12,Catering and Catering Supplies     , CATERERS,£868.03,37891
MODGPC37892,02-Aug-12,Catering and Catering Supplies     , CATERERS,£837.35,37892
MODGPC37893,02-Aug-12,Catering and Catering Supplies     , CATERERS,"£2,535.14",37893
MODGPC37894,02-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,544.28",37894
MODGPC37895,02-Aug-12,Catering and Catering Supplies     , CATERERS,"£2,789.94",37895
MODGPC37896,02-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,425.49",37896
MODGPC37897,02-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,405.60",37897
MODGPC37898,13-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,431.27",37898
MODGPC37899,13-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,418.65",37899
MODGPC37900,13-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,266.24",37900
MODGPC37901,13-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,211.18",37901
MODGPC37902,13-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,204.41",37902
MODGPC37903,13-Aug-12,Catering and Catering Supplies     , CATERERS,"£1,199.71",37903
MODGPC37904,13-Aug-12,Catering and Catering Supplies     , CATERERS,£993.97,37904
MODGPC37905,08-Aug-12,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"£4,255.52",37905
MODGPC37906,06-Aug-12,Cleaning Services and Supplies     , DRY CLEANERS,£568.80,37906
MODGPC37907,02-Aug-12,Cleaning Services and Supplies     , DRY CLEANERS,"£2,900.00",37907
MODGPC37908,02-Aug-12,Cleaning Services and Supplies     , DRY CLEANERS,"£2,900.00",37908
MODGPC37909,03-Aug-12,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,"£7,455.60",37909
MODGPC37910,07-Aug-12,Cleaning Services and Supplies     , DRY CLEANERS,£609.00,37910
MODGPC37911,08-Aug-12,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"£1,414.20",37911
MODGPC37912,03-Aug-12,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,£831.12,37912
MODGPC37913,13-Aug-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£567.26,37913
MODGPC37914,06-Aug-12,Cleaning Services and Supplies     , EXTERMINATING/DISINFECT SERV,"£1,849.20",37914
MODGPC37915,09-Aug-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"£1,435.34",37915
MODGPC37916,10-Aug-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"£1,768.80",37916
MODGPC37917,06-Aug-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"£1,242.29",37917
MODGPC37918,09-Aug-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£600.00,37918
MODGPC37919,01-Aug-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£1,356.00",37919
MODGPC37920,09-Aug-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£500.00,37920
MODGPC37921,08-Aug-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£1,122.12",37921
MODGPC37922,02-Aug-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£1,770.96",37922
MODGPC37923,02-Aug-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£2,275.59",37923
MODGPC37924,07-Aug-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£2,808.00",37924
MODGPC37925,10-Aug-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£511.42,37925
MODGPC37926,01-Aug-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£3,500.00",37926
MODGPC37927,01-Aug-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£1,014.00",37927
MODGPC37928,10-Aug-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£1,081.20",37928
MODGPC37929,08-Aug-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£5,003.64",37929
MODGPC37930,02-Aug-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,320.00",37930
MODGPC37931,03-Aug-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,915.20",37931
MODGPC37932,13-Aug-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£750.00,37932
MODGPC37933,13-Aug-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,072.80",37933
MODGPC37934,10-Aug-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£952.45,37934
MODGPC37935,13-Aug-12,Computer Equipment & Services      , COMPUTER NETWORK/INFO SVCS,"£4,109.67",37935
MODGPC37936,13-Aug-12,Computer Equipment & Services      , COMPUTER NETWORK/INFO SVCS,"£1,219.15",37936
MODGPC37937,08-Aug-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£4,291.04",37937
MODGPC37938,11-Aug-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,601.40",37938
MODGPC37939,03-Aug-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£725.96,37939
MODGPC37940,13-Aug-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£874.91,37940
MODGPC37941,02-Aug-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£2,467.20",37941
MODGPC37942,07-Aug-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£2,224.80",37942
MODGPC37943,13-Aug-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£5,736.72",37943
MODGPC37944,13-Aug-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£906.00,37944
MODGPC37945,09-Aug-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£838.80,37945
MODGPC37946,10-Aug-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£1,022.40",37946
MODGPC37947,06-Aug-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£778.80,37947
MODGPC37948,08-Aug-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,314.36",37948
MODGPC37949,06-Aug-12,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",£650.00,37949
MODGPC37950,03-Aug-12,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",£696.12,37950
MODGPC37951,01-Aug-12,Financial Services                 , INSURANCE SALES/UNDERWRITE,£780.00,37951
MODGPC37952,01-Aug-12,Freight and Storage                , MOTOR FREIGHT CARRIERS,£522.19,37952
MODGPC37953,13-Aug-12,General Retail and Wholesale       , VARIETY STORES,£854.16,37953
MODGPC37954,07-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£4,749.12",37954
MODGPC37955,07-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£4,686.00",37955
MODGPC37956,07-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£3,218.80",37956
MODGPC37957,09-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,042.23",37957
MODGPC37958,10-Aug-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£14,995.56",37958
MODGPC37959,09-Aug-12,General Retail and Wholesale       , SPORTING GOODS STORES,£576.00,37959
MODGPC37960,13-Aug-12,General Retail and Wholesale       , HARDWARE STORES,£675.12,37960
MODGPC37961,10-Aug-12,General Retail and Wholesale       , SHOE STORES,"£3,843.10",37961
MODGPC37962,10-Aug-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"£1,049.86",37962
MODGPC37963,08-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,506.00",37963
MODGPC37964,08-Aug-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"£2,175.56",37964
MODGPC37965,10-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£590.00,37965
MODGPC37966,10-Aug-12,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS",£912.00,37966
MODGPC37967,08-Aug-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,£540.00,37967
MODGPC37968,08-Aug-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,£900.00,37968
MODGPC37969,01-Aug-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£1,743.49",37969
MODGPC37970,08-Aug-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£5,956.26",37970
MODGPC37971,09-Aug-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£532.80,37971
MODGPC37972,09-Aug-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£2,899.98",37972
MODGPC37973,09-Aug-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,200.00",37973
MODGPC37974,10-Aug-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,800.00",37974
MODGPC37975,08-Aug-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£5,577.12",37975
MODGPC37976,13-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,134.00",37976
MODGPC37977,01-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£3,962.00",37977
MODGPC37978,01-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£3,429.80",37978
MODGPC37979,01-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£4,616.00",37979
MODGPC37980,07-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£3,196.00",37980
MODGPC37981,13-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£3,228.00",37981
MODGPC37982,07-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£4,864.10",37982
MODGPC37983,06-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£6,050.95",37983
MODGPC37984,08-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£3,505.35",37984
MODGPC37985,08-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,247.00",37985
MODGPC37986,09-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£832.00,37986
MODGPC37987,03-Aug-12,General Retail and Wholesale       , ELECTRONICS STORES,"£3,138.00",37987
MODGPC37988,03-Aug-12,General Retail and Wholesale       , ELECTRONICS STORES,"£9,034.08",37988
MODGPC37989,08-Aug-12,General Retail and Wholesale       , ELECTRONICS STORES,£712.47,37989
MODGPC37990,09-Aug-12,General Retail and Wholesale       , ELECTRONICS STORES,"£1,111.86",37990
MODGPC37991,03-Aug-12,General Retail and Wholesale       , ELECTRONICS STORES,£649.95,37991
MODGPC37992,07-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£630.51,37992
MODGPC37993,13-Aug-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"£3,439.76",37993
MODGPC37994,08-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£596.88,37994
MODGPC37995,07-Aug-12,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,£529.90,37995
MODGPC37996,06-Aug-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£600.18,37996
MODGPC37997,08-Aug-12,General Retail and Wholesale       , ELECTRONICS STORES,"£1,347.77",37997
MODGPC37998,03-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£855.96,37998
MODGPC37999,03-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£515.70,37999
MODGPC38000,06-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£612.86,38000
MODGPC38001,09-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,294.40",38001
MODGPC38002,09-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£6,298.56",38002
MODGPC38003,09-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£878.69,38003
MODGPC38004,09-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£624.04,38004
MODGPC38005,06-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,984.75",38005
MODGPC38006,06-Aug-12,General Retail and Wholesale       , SPORTING GOODS STORES,£760.00,38006
MODGPC38007,02-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£3,744.00",38007
MODGPC38008,13-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,515.00",38008
MODGPC38009,03-Aug-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£600.00,38009
MODGPC38010,01-Aug-12,General Retail and Wholesale       , ELECTRONICS STORES,"£1,170.10",38010
MODGPC38011,09-Aug-12,General Retail and Wholesale       , HARDWARE STORES,"£2,112.00",38011
MODGPC38012,04-Aug-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,£765.91,38012
MODGPC38013,09-Aug-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,£629.33,38013
MODGPC38014,03-Aug-12,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,£572.00,38014
MODGPC38015,13-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£520.00,38015
MODGPC38016,07-Aug-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£4,103.53",38016
MODGPC38017,08-Aug-12,General Retail and Wholesale       , SHOE STORES,"£1,120.00",38017
MODGPC38018,08-Aug-12,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"£1,818.57",38018
MODGPC38019,09-Aug-12,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"£1,824.00",38019
MODGPC38020,09-Aug-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£539.61,38020
MODGPC38021,08-Aug-12,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,"£1,694.40",38021
MODGPC38022,03-Aug-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£2,200.00",38022
MODGPC38023,07-Aug-12,General Retail and Wholesale       , ELECTRONICS STORES,"£1,845.36",38023
MODGPC38024,01-Aug-12,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,"£2,520.00",38024
MODGPC38025,08-Aug-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£708.08,38025
MODGPC38026,01-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,181.70",38026
MODGPC38027,07-Aug-12,General Retail and Wholesale       , SPORTING GOODS STORES,£987.00,38027
MODGPC38028,13-Aug-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"£1,221.36",38028
MODGPC38029,10-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£6,038.40",38029
MODGPC38030,07-Aug-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£659.96,38030
MODGPC38031,10-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,777.20",38031
MODGPC38032,10-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£724.61,38032
MODGPC38033,02-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,463.54",38033
MODGPC38034,02-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,315.57",38034
MODGPC38035,02-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£643.32,38035
MODGPC38036,02-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£5,146.10",38036
MODGPC38037,02-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,047.60",38037
MODGPC38038,02-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£5,256.00",38038
MODGPC38039,02-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£8,389.64",38039
MODGPC38040,02-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,738.32",38040
MODGPC38041,02-Aug-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£6,936.85",38041
MODGPC38042,13-Aug-12,General Retail and Wholesale       , HARDWARE STORES,"£3,900.00",38042
MODGPC38043,01-Aug-12,General Retail and Wholesale       , SPORTING GOODS STORES,£550.06,38043
MODGPC38044,07-Aug-12,General Retail and Wholesale       , SPORTING GOODS STORES,£907.14,38044
