,,,As at 20 December 2012
,DARTMOOR FIRING NOTICE,,
,,,
DATE,OKEHAMPTON,WILLSWORTHY,MERRIVALE
Thu 20 Dec 12,NIL,NIL,NIL
Fri 21 Dec 12,NIL,NIL,NIL
Sat 22 Dec 12,NIL,NIL,NIL
Sun 23 Dec 12,NIL,NIL,NIL
Mon 24 Dec 12,NIL,NIL,NIL
Tue 25 Dec 12,NIL,NIL,NIL
Wed 26 Dec 12,NIL,NIL,NIL
Thu 27 Dec 12,NIL,NIL,NIL
Fri 28 Dec 12,NIL,NIL,NIL
Sat 29 Dec 12,NIL,NIL,NIL
Sun 30 Dec 12,NIL,NIL,NIL
Mon 31 Dec 12,NIL,NIL,NIL
Tue 01 Jan 13,NIL,NIL,NIL
Wed 02 Jan 13,NIL,NIL,NIL
Thu 03 Jan 13,NIL,NIL,NIL
Fri 04 Jan 13,NIL,NIL,NIL
Sat 05 Jan 13,NIL,NIL,NIL
Sun 06 Jan 13,NIL,NIL,NIL
Mon 07 Jan 13,NIL,DAY,NIL
Tue 08 Jan 13,NIL,NIL,DAY & NIGHT
Wed 09 Jan 13,NIL,DAY,DAY & NIGHT
Thu 10 Jan 13,NIL,DAY,DAY & NIGHT
Fri 11 Jan 13,NIL,NIL,DAY
Sat 12 Jan 13,NIL,NIL,NIL
Sun 13 Jan 13,NIL,NIL,NIL
Mon 14 Jan 13,NIL,DAY,NIL
Tue 15 Jan 13,NIL,NIL,DAY & NIGHT
Wed 16 Jan 13,NIL,NIL,DAY & NIGHT
Thu 17 Jan 13,NIL,NIL,DAY & NIGHT
Fri 18 Jan 13,NIL,NIL,DAY
Sat 19 Jan 13,NIL,NIL,NIL
Sun 20 Jan 13,NIL,NIL,NIL
Mon 21 Jan 13,NIL,DAY & NIGHT,NIL
Tue 22 Jan 13,DAY & NIGHT,DAY & NIGHT,DAY
Wed 23 Jan 13,DAY & NIGHT,DAY,DAY
Thu 24 Jan 13,DAY & NIGHT,DAY,DAY
Fri 25 Jan 13,DAY,DAY,DAY
Sat 26 Jan 13,NIL,NIL,NIL
Sun 27 Jan 13,NIL,NIL,NIL
Mon 28 Jan 13,NIL,DAY,NIL
Tue 29 Jan 13,NIL,NIL,DAY & NIGHT
Wed 30 Jan 13,NIL,NIL,DAY & NIGHT
Thu 31 Jan 13,NIL,DAY,DAY & NIGHT
Fri 01 Feb 13,NIL,NIL,DAY
Sat 02 Feb 13,NIL,NIL,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun 03 Feb 13,NIL,NIL,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warning signals, red flags by day and red lamps by night, indicate that live firing is taking place within the range boundaries, which are marked by red and white poles.  When warning signals are displayed do not cross the range boundary.  If the warning signals are not hoisted by 0900 (Apr-Sep) or 1000 (Oct - Mar) no live firing will take place that day and any bangs you hear will be blank cartridges or fireworks.  DAY firing is between sunrise and sunset.  NIGHT firing is between sunset and sunrise.  Flags are lowered as soon as live firing ceases.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For updates on the firing program ring Freephone 0800 458 4868
For further information on the Armed Forces' interests in Dartmoor, contact:
Commandant Dartmoor Training Area, Okehampton Camp, Okehampton EX20 1QP, 01837 657 210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DO NOT TOUCH ANY MILITARY DEBRIS - IT MAY BE DANGEROUS
NOTE LOCATION – INFORM COMMANDANT OR POLICE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
