Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description, Total 
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000146796 - 00147018,,"45,758.26"
Ministry of Defence,Ministry of Defence,30/10/2012,Rent and rates,Defence Infrastructure Organisation ,CITY OF YORK COUNCIL,YO1 7DU,119537,Rent buildings - non civil estate property and married quarter property,"45,720.78"
Ministry of Defence,Ministry of Defence,05/10/2012,IT and communication services,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,107014,Information technology services,"45,681.65"
Ministry of Defence,Ministry of Defence,11/10/2012,Estate management,Defence Infrastructure Organisation ,BUNDESWEHR DIENSTLEISTUNGSZENTRUM,,5000085577,Estate + facilities management services - accommodation inventory + service,"45,677.81"
Ministry of Defence,Ministry of Defence,29/10/2012,Fees for professional services,Air Command,M.P.I. AVIATION LTD,SG13 7DQ,119002,Fees for professional services excluding legal fees,"45,604.84"
Ministry of Defence,Ministry of Defence,11/10/2012,Rent and rates,Defence Infrastructure Organisation ,PETERBOROUGH CITY COUNCIL,PE1 1HQ,109961,Rent buildings - non civil estate property and married quarter property,"45,570.08"
Ministry of Defence,Ministry of Defence,18/10/2012,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,113445,Fees for professional services excluding legal fees,"45,553.55"
Ministry of Defence,Ministry of Defence,12/10/2012,Externally delivered education and training,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,110611,External military training ,"45,544.78"
Ministry of Defence,Defence Science and Technology Laboratory,23/10/2012,Sub Contracted Work,Programme Office,IMPERIAL COLLEGE LONDON,,V - 9000146677 - 00143051,,"45,500.00"
Ministry of Defence,Defence Science and Technology Laboratory,05/10/2012,Sub Contracted Work,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000146176 - 00140866,,"45,478.00"
Ministry of Defence,Ministry of Defence,25/10/2012,Fuel for military use,Central TLB,ARVAL UK LTD,SN5 6PE,116726,Oil and lubricants consumed excluding those from the inventory system,"45,462.09"
Ministry of Defence,Ministry of Defence,04/10/2012,Fuel for military use,Defence Equipment & Support,THE HIGHLAND COUNCIL,IV3 5NX,106775,Oil and lubricants consumed excluding those from the inventory system,"45,424.23"
Ministry of Defence,Ministry of Defence,15/10/2012,Design services and minor equipment purchases,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,111749,Equipment support non-project costs,"45,402.83"
Ministry of Defence,Defence Science and Technology Laboratory,19/10/2012,Energy & Utility,Infrastructure,EDF ENERGY CUSTOMERS PLC,,V - 0000002307 - 00146852,,"45,383.43"
Ministry of Defence,Ministry of Defence,17/10/2012,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,112743,Utilities consumed - heating oil,"45,290.31"
Ministry of Defence,Ministry of Defence,02/10/2012,Fuel for military use,Air Command,SHELL U.K. OIL PRODUCTS LTD,G1 3RN,105280,Aviation fuel casual uplift consumed,"45,264.48"
Ministry of Defence,Ministry of Defence,24/10/2012,Rent and rates,Defence Infrastructure Organisation ,GUY'S & ST THOMAS NHS FOUNDATION TRUST,SE1 9RT,2E+11,Rent buildings - civil estate property,"45,223.75"
Ministry of Defence,Ministry of Defence,16/10/2012,Spend on Inventory - General,Defence Equipment & Support,SCA PACKAGING LIMITED,LE10 3BX,112367,Spend on Inventory - General,"45,220.32"
Ministry of Defence,Ministry of Defence,03/10/2012,Food and clothing,Land Forces,ROSKER LTD,PO12 4LJ,105908,Cost of purchasing and repairing clothing,"45,170.76"
Ministry of Defence,Ministry of Defence,12/10/2012,Research and development,Defence Equipment & Support,QINETIQ GROUP PLC,PO12 2AG,110903,Research and development at the pre main gate stage of a project,"45,145.00"
Ministry of Defence,Ministry of Defence,03/10/2012,Payment of utilities,Defence Infrastructure Organisation ,NEW AG,,5000085219,Utilities consumed - water + sewage,"45,124.00"
Ministry of Defence,Ministry of Defence,22/10/2012,Payment of utilities,Joint Forces Command,GB OILS LIMITED,FK5 4RB,115046,Utilities consumed - heating oil,"45,049.07"
Ministry of Defence,Ministry of Defence,18/10/2012,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,113204,Spend on Inventory - General,"45,033.41"
Ministry of Defence,Defence Science and Technology Laboratory,23/10/2012,Professional Services,Corporate,PLOUGHSHARE INNOVATIONS LIMITED,,V - 9000146690 - 00145605,,"45,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,05/10/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000146244 - 00143316,,"44,947.00"
Ministry of Defence,Ministry of Defence,12/10/2012,Spend on Inventory - General,Land Forces,L WHITAKER SERVICES LIMITED,BB1 2QE,110685,Spend on Inventory - General,"44,936.75"
Ministry of Defence,Ministry of Defence,18/10/2012,Spend on Inventory - General,Defence Equipment & Support,RACAL ACOUSTICS LIMITED,HA1 4TR,113655,Spend on Inventory - General,"44,907.62"
Ministry of Defence,Ministry of Defence,24/10/2012,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,116206,Utilities consumed - gas,"44,902.04"
Ministry of Defence,Ministry of Defence,19/10/2012,Medical treatment & stores and welfare services,Joint Forces Command,ROYAL SURREY COUNTY HOSPITAL N H S TRUST,GU2 7XX,114493,Medical health services,"44,897.23"
Ministry of Defence,Ministry of Defence,16/10/2012,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,WINCANTON GROUP LIMITED,SN14 0WT,112454,Raw materials and consumable aviation fuel inventory purchased,"44,801.81"
Ministry of Defence,Defence Science and Technology Laboratory,19/10/2012,Professional Services,Operations,METROPOLITAN POLICE SERVICE,,V - 9000146602 - 00146549,,"44,762.60"
Ministry of Defence,Ministry of Defence,05/10/2012,Fuel for military use,Air Command,HENTY OIL LTD,SW1E 5BH,172125,Cost of ground diesel fuel consumed,"44,759.04"
Ministry of Defence,Ministry of Defence,15/10/2012,Spend on Inventory - General,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,CF33 6NU,111165,Spend on Inventory - General,"44,739.49"
Ministry of Defence,Ministry of Defence,17/10/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER ESTATE SOLUTIONS LIMITED,KY11 2BL,113112,Fiscal asset under construction - capital in year addition,"44,605.67"
Ministry of Defence,Ministry of Defence,10/10/2012,Fees for professional services,Defence Infrastructure Organisation ,SECURITAS SECURITY SERVICES (UK) LIMITED,B6 7SS,109430,Fees for professional services excluding legal fees,"44,595.10"
Ministry of Defence,Defence Science and Technology Laboratory,09/10/2012,Sub Contracted Work,Operations,IBM UNITED KINGDOM LIMITED,,V - 9000146284 - 00138012,,"44,588.00"
Ministry of Defence,Defence Science and Technology Laboratory,12/10/2012,Materials & Equipment,Operations,BARCLAYCARD,,G - 9000146453 - 00147418,,"44,571.41"
Ministry of Defence,Ministry of Defence,17/10/2012,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,113119,Spend on Inventory - General,"44,421.25"
Ministry of Defence,Ministry of Defence,09/10/2012,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,108464,Fees for professional services excluding legal fees,"44,387.09"
Ministry of Defence,Ministry of Defence,30/10/2012,Spend on Inventory - General,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 3LS,119482,Spend on Inventory - General,"44,328.60"
Ministry of Defence,Ministry of Defence,31/10/2012,Fuel for military use,Air Command,HENTY OIL LTD,SW1E 5BH,172654,Cost of ground diesel fuel consumed,"44,290.56"
Ministry of Defence,Ministry of Defence,30/10/2012,Externally delivered education and training,Land Forces,UNIVERSITY OF PORTSMOUTH,PO1 2UP,120137,External military training ,"44,206.00"
Ministry of Defence,Defence Science and Technology Laboratory,05/10/2012,Sub Contracted Work,Operations,SELEX GALILEO LIMITED,,V - 9000146247 - 00144948,,"44,133.50"
Ministry of Defence,Ministry of Defence,03/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,MAN DIESEL & TURBO UK LIMITED,SK7 5BP,105734,Equipment support non-project costs,"44,035.49"
Ministry of Defence,Ministry of Defence,09/10/2012,Research and development,Defence Equipment & Support,GKN AEROSPACE SERVICES LIMITED,PO3 5PE,108436,Feasibility studies covering concept/assessment phase costs,"44,034.00"
Ministry of Defence,Ministry of Defence,11/10/2012,Rent and rates,Defence Infrastructure Organisation ,SOUTH GLOUCESTERSHIRE COUNCIL,BS37 5YU,110064,Rent buildings - non civil estate property and married quarter property,"43,970.40"
Ministry of Defence,Ministry of Defence,16/10/2012,Spend on Inventory - General,Defence Equipment & Support,GE AVIATION SYSTEMS LIMITED,GL52 8SF,112156,Spend on Inventory - General,"43,935.69"
Ministry of Defence,Ministry of Defence,22/10/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,115037,Spend on Inventory - General,"43,893.71"
Ministry of Defence,Ministry of Defence,23/10/2012,Purchase of general transport equipment,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Transport other asset - in year capital addition,"43,804.85"
Ministry of Defence,Ministry of Defence,04/10/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,WYG MANAGEMENT SERVICES LIMITED,L2 6RE,106867,Fiscal asset under construction - capital in year addition,"43,802.35"
Ministry of Defence,Ministry of Defence,19/10/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,L WHITAKER SERVICES LIMITED,BB1 2QE,114259,Spend on Inventory - General,"43,763.93"
Ministry of Defence,Ministry of Defence,19/10/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,113980,Fiscal asset under construction - capital in year addition,"43,750.00"
Ministry of Defence,Defence Support Group,12/10/2012,Telephone - Lines & Rental,Corporate,BRITISH TELECOMMUNICATIONS PLC,,10179939,,"43,749.91"
Ministry of Defence,Defence Science and Technology Laboratory,05/10/2012,Sub Contracted Work,Programme Office,RED SCIENTIFIC LIMITED,,V - 9000146241 - 00143716,,"43,706.00"
Ministry of Defence,Ministry of Defence,23/10/2012,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,OX4 2JY,115527,Utilities consumed - electricity,"43,528.92"
Ministry of Defence,Ministry of Defence,15/10/2012,Spend on Inventory - General,Defence Equipment & Support,HALE HAMILTON (VALVES) LTD,UB8 2AF,111495,Spend on Inventory - General,"43,394.93"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000146796 - 00147245,,"43,289.03"
Ministry of Defence,Ministry of Defence,24/10/2012,Food and clothing,Land Forces,BEAVERFIT LIMITED,SY6 6NJ,116118,Cost of purchasing and repairing clothing,"43,279.60"
Ministry of Defence,Ministry of Defence,31/10/2012,"Transportation of personnel, freight and travel expenses",Land Forces,AIR PARTNER PLC,RH6 0PA,120211,Movement of service personnel,"43,192.00"
Ministry of Defence,Ministry of Defence,08/10/2012,Estate management,Defence Equipment & Support,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,107666,Estate + facilities management services - accommodation inventory + service,"43,188.86"
Ministry of Defence,Ministry of Defence,15/10/2012,Grants to NDPBs,Central TLB,THE NATIONAL MEMORIAL ARBORETUM COMPANY LIMITED,DE13 7AR,111807,Grant in aid to the National Memorial Arboretum,"43,182.00"
Ministry of Defence,Ministry of Defence,01/10/2012,Food and clothing,Joint Forces Command,SERCO LIMITED,RG27 9UY,104729,Cost of clothing and textile services received,"43,164.54"
Ministry of Defence,Ministry of Defence,22/10/2012,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,115269,Military short term detached duty,"43,097.90"
Ministry of Defence,Ministry of Defence,30/10/2012,Rent and rates,Defence Infrastructure Organisation ,WEST BERKSHIRE DISTRICT COUNCIL,RG14 5LD,120159,Rent buildings - non civil estate property and married quarter property,"43,075.54"
Ministry of Defence,Ministry of Defence,11/10/2012,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,109786,Utilities consumed - heating oil,"43,030.67"
Ministry of Defence,Ministry of Defence,04/10/2012,Spend on Inventory - General,Defence Equipment & Support,WARTSILA UK LIMITED,PO15 5SD,5000085319,Spend on Inventory - General,"43,021.86"
Ministry of Defence,Ministry of Defence,22/10/2012,Payment of utilities,Defence Equipment & Support,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,114831,Utilities consumed - gas,"43,019.29"
Ministry of Defence,Ministry of Defence,19/10/2012,Spend on Inventory - General,Defence Equipment & Support,REABROOK LTD,DE12 6DA,114470,Spend on Inventory - General,"42,883.78"
Ministry of Defence,Ministry of Defence,10/10/2012,Spend on Inventory - General,Defence Equipment & Support,NP AEROSPACE LTD,CV6 5AQ,109326,Spend on Inventory - General,"42,882.03"
Ministry of Defence,Ministry of Defence,19/10/2012,Food and clothing,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000085943,Cost of food purchases,"42,799.53"
Ministry of Defence,Ministry of Defence,03/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,FBS LIMITED,RG24 8AG,105624,Equipment support non-project costs,"42,764.40"
Ministry of Defence,Defence Science and Technology Laboratory,19/10/2012,Sub Contracted Work,Programme Office,UNIVERSITY OF KENT,,V - 9000146556 - 00145692,,"42,735.80"
Ministry of Defence,Ministry of Defence,24/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,JAMES FISHER MARINE   SERVICES LIMITED,LA14 1HR,116408,Equipment support non-project costs,"42,702.02"
Ministry of Defence,Ministry of Defence,24/10/2012,International contributions,Central TLB,ROYAL INSTITUTE OF INTERNATIONAL AFFAIRS,SW1Y 4LE,116552,Defence military assistance fund international subscriptions and other payments,"42,650.00"
Ministry of Defence,Ministry of Defence,17/10/2012,Fees for professional services,Defence Equipment & Support,DATASOFT COMPUTING LTD,RG14 6PZ,112626,Airworthiness Management,"42,600.00"
Ministry of Defence,Ministry of Defence,15/10/2012,Estate management,Navy Command,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,RH10 9WE,111288,Estate + facilities management services - accommodation inventory + service,"42,499.93"
Ministry of Defence,Ministry of Defence,10/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,J C SYS LIMITED,GU10 3HQ,109154,Equipment support non-project costs,"42,372.25"
Ministry of Defence,Ministry of Defence,17/10/2012,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,113113,Works - estate management,"42,327.25"
Ministry of Defence,Ministry of Defence,23/10/2012,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,BT1 5LR,36917,Cost of other material consumed,"42,285.97"
Ministry of Defence,Ministry of Defence,19/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,MUIRHEAD AEROSPACE LIMITED,CM24 1RB,114323,Equipment support non-project costs,"42,267.44"
Ministry of Defence,Ministry of Defence,18/10/2012,Medical treatment & stores and welfare services,Joint Forces Command,SPIRE HEALTHCARE LIMITED,PO9 5NP,113711,Medical health services,"42,223.00"
Ministry of Defence,Ministry of Defence,19/10/2012,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,113915,Consumption of engineering and technical inventory,"42,218.95"
Ministry of Defence,Ministry of Defence,24/10/2012,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,116174,Spend on Inventory - General,"42,152.14"
Ministry of Defence,Defence Science and Technology Laboratory,05/10/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000146246 - 00145254,,"42,137.79"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,Sub Contracted Research,Programme Office,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,,V - 9000146731 - 00141563,,"42,000.00"
Ministry of Defence,Ministry of Defence,11/10/2012,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,110116,Works - estate management,"41,935.68"
Ministry of Defence,Ministry of Defence,09/10/2012,Payment of utilities,Land Forces,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,108401,Utilities consumed - electricity,"41,916.45"
Ministry of Defence,Ministry of Defence,20/09/2012,Payment of utilities,Defence Infrastructure Organisation ,BABCOCK COMMS LTD,,26497,Utilities consumed - water + sewage,"41,890.20"
Ministry of Defence,Ministry of Defence,22/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 3LS,114746,Equipment support project costs,"41,860.00"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000146796 - 00147260,,"41,853.01"
Ministry of Defence,Ministry of Defence,08/10/2012,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,107809,Fees for professional services excluding legal fees,"41,841.94"
Ministry of Defence,Defence Science and Technology Laboratory,30/10/2012,Sub Contracted Work,Operations,HONEYWELL AEROSPACE YEOVIL,,V - 9000146879 - 00146514,,"41,837.00"
Ministry of Defence,Defence Science and Technology Laboratory,05/10/2012,Sub Contracted Research,Programme Office,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,,V - 9000146182 - 00134176,,"41,821.00"
Ministry of Defence,Ministry of Defence,26/10/2012,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Cost of claims/compensation and related expenses against MOD,"41,806.12"
Ministry of Defence,Ministry of Defence,25/10/2012,Fuel for military use,Defence Infrastructure Organisation ,ARVAL UK LTD,SN5 6PE,116726,Oil and lubricants consumed excluding those from the inventory system,"41,782.53"
Ministry of Defence,Ministry of Defence,22/10/2012,"Transportation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,115269,Military short term detached duty,"41,757.90"
Ministry of Defence,Ministry of Defence,11/10/2012,Fuel for military use,Central TLB,ARVAL UK LTD,SN5 6PE,109608,Oil and lubricants consumed excluding those from the inventory system,"41,641.16"
Ministry of Defence,Ministry of Defence,11/10/2012,Fuel for military use,Defence Infrastructure Organisation ,ARVAL UK LTD,SN5 6PE,109608,Oil and lubricants consumed excluding those from the inventory system,"41,589.36"
Ministry of Defence,Ministry of Defence,31/10/2012,Estate management,Defence Infrastructure Services - Security Services Group,CORTECH,WA16 0SG,AP071213006,Works - estate management,"41,554.50"
Ministry of Defence,Ministry of Defence,30/10/2012,Fees for professional services,Land Forces,PARITY RESOURCES LTD,SW19 3RU,119967,Fees for professional services excluding legal fees,"41,467.82"
Ministry of Defence,Ministry of Defence,26/10/2012,Rent and rates,Defence Infrastructure Organisation ,THE HEREFORDSHIRE COUNCIL,HR1 2XW,118331,Rent buildings - non civil estate property and married quarter property,"41,459.62"
Ministry of Defence,Ministry of Defence,24/10/2012,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,OX4 2JY,116144,Utilities consumed - electricity,"41,439.92"
Ministry of Defence,Ministry of Defence,30/10/2012,Rent and rates,Defence Infrastructure Organisation ,WOKINGHAM DISTRICT COUNCIL,RG40 1BN,120179,Rent buildings - non civil estate property and married quarter property,"41,383.07"
Ministry of Defence,Defence Science and Technology Laboratory,05/10/2012,Sub Contracted Research,Programme Office,BOEING DEFENCE UK LIMITED,,V - 9000146250 - 00145440,,"41,266.00"
Ministry of Defence,Ministry of Defence,11/10/2012,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,109786,Utilities consumed - heating oil,"41,218.51"
Ministry of Defence,Ministry of Defence,18/10/2012,Fees for professional services,Central TLB,GIFFORD OWEN LTD,BA13 2GG,113418,Fees for professional services excluding legal fees,"41,210.00"
Ministry of Defence,Ministry of Defence,24/10/2012,Spend on Inventory - General,Defence Equipment & Support,OK HUNGARIAN GLOVES KV,,3000008436,Spend on Inventory - General,"41,115.00"
Ministry of Defence,Defence Science and Technology Laboratory,05/10/2012,Capital Asset expenditure,Infrastructure,STERIA LIMITED,,V - 9000146216 - 00145840,,"41,039.80"
Ministry of Defence,Ministry of Defence,24/10/2012,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE GOCH GMBH,,5000086148,Utilities consumed - gas,"41,039.18"
Ministry of Defence,Ministry of Defence,18/10/2012,Payment of utilities,Land Forces,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,113291,Utilities consumed - gas,"41,013.54"
Ministry of Defence,Ministry of Defence,26/10/2012,Fees for professional services,Land Forces,ASPEN HEALTHCARE SOLUTIONS UK LIMITED,B15 2SQ,117630,Fees for professional services excluding legal fees,"41,008.47"
Ministry of Defence,Ministry of Defence,10/10/2012,Spend on Inventory - General,Defence Equipment & Support,ELECTRONIC TERMINATIONS LIMITED,IP13 ORF,109077,Spend on Inventory - General,"41,004.48"
Ministry of Defence,Ministry of Defence,05/10/2012,Design services and minor equipment purchases,Central TLB,QINETIQ LIMITED,PO12 2AG,107370,Equipment support non-project costs,"41,000.00"
Ministry of Defence,Ministry of Defence,25/10/2012,Spend on Inventory - General,Defence Equipment & Support,SELEX ELSAG LIMITED,SS14 3EL,117403,Spend on Inventory - General,"40,998.60"
Ministry of Defence,Defence Science and Technology Laboratory,02/10/2012,Sub Contracted Work,Operations,UNIVERSITY OF BRISTOL,,V - 9000146125 - 00142809,,"40,911.00"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000146763 - 00147289,,"40,876.89"
Ministry of Defence,Ministry of Defence,11/10/2012,Spend on Inventory - General,Defence Equipment & Support,WEIR & CARMICHAEL LIMITED,L20 8BH,110146,Spend on Inventory - General,"40,844.54"
Ministry of Defence,Ministry of Defence,24/10/2012,Food and clothing,Defence Equipment & Support,SEYNTEX NV,CH61 1BE,116572,Cost of purchasing and repairing clothing,"40,824.00"
Ministry of Defence,Ministry of Defence,10/10/2012,Fuel for military use,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,109533,Cost of ground diesel fuel consumed,"40,748.18"
Ministry of Defence,Ministry of Defence,17/10/2012,Estate management,Defence Infrastructure Organisation ,HAMPSHIRE PRIMARY CARE TRUST,WF3 1WE,112752,Estate + facilities management services - accommodation inventory + service,"40,739.57"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000146719 - 00143929,,"40,716.00"
Ministry of Defence,Ministry of Defence,18/10/2012,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Cost of claims/compensation and related expenses against MOD,"40,672.22"
Ministry of Defence,Ministry of Defence,01/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",LN5 9NB,104188,Equipment support non-project costs,"40,599.08"
Ministry of Defence,Ministry of Defence,30/10/2012,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,BT1 5LR,37015,Cost of other material consumed,"40,580.20"
Ministry of Defence,Ministry of Defence,23/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,OCEAN SOFTWARE PTY LIMITED,,172505,Equipment support non-project costs,"40,556.38"
Ministry of Defence,Ministry of Defence,02/10/2012,Estate management,Defence Infrastructure Organisation ,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,105110,Estate core services charge,"40,551.43"
Ministry of Defence,Ministry of Defence,29/10/2012,Rent and rates,Defence Infrastructure Organisation ,ALCAN HIGHLAND ESTATES,PH33 6PP,118447,Rent land - non civil estate property + married quarter property,"40,500.00"
Ministry of Defence,Ministry of Defence,24/10/2012,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,BACHE PALLETS LTD,DY9 8HU,116100,Raw materials and consumable oil and lubricants inventory purchased,"40,320.00"
Ministry of Defence,Defence Science and Technology Laboratory,19/10/2012,Sub Contracted Work,Operations,THALES UK LIMITED,,V - 9000146547 - 00145250,,"40,260.00"
Ministry of Defence,Ministry of Defence,08/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,TERBERG DTS (UK) LIMITED,HX5 9HD,108095,Equipment support non-project costs,"40,254.96"
Ministry of Defence,Ministry of Defence,22/10/2012,Spend on Inventory - General,Defence Equipment & Support,ITW LIMITED,LS26 8BS,115103,Spend on Inventory - General,"40,186.08"
Ministry of Defence,Defence Science and Technology Laboratory,26/10/2012,Sub Contracted Research,Programme Office,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,,V - 9000146731 - 00144881,,"40,163.00"
Ministry of Defence,Ministry of Defence,31/10/2012,Rent and rates,Defence Infrastructure Organisation ,HCR LTD,RG21 7DT,120472,Rent land - non civil estate property + married quarter property,"40,138.00"
Ministry of Defence,Defence Science and Technology Laboratory,19/10/2012,Sub Contracted Research,Programme Office,PHOTONIS FRANCE SAS,,V - 0000000958 - 00138496,,"40,131.63"
Ministry of Defence,Ministry of Defence,09/10/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,108809,Cost of other material consumed,"40,106.03"
Ministry of Defence,Ministry of Defence,26/10/2012,Spend on Inventory - General,Defence Equipment & Support,MICHELIN AIRCRAFT TYRE,,5000086295,Spend on Inventory - General,"40,065.98"
Ministry of Defence,Ministry of Defence,24/10/2012,Rent and rates,Defence Infrastructure Organisation ,CHICHESTER DISTRICT COUNCIL,PO19 1TY,116190,Rent buildings - non civil estate property and married quarter property,"40,048.43"
Ministry of Defence,Ministry of Defence,25/10/2012,Estate management,Air Command,SODEXO LTD,M50 0AL,117420,Estate + facilities management services - accommodation inventory + service,"40,031.39"
Ministry of Defence,Ministry of Defence,19/10/2012,Estate management,Defence Equipment & Support,JACOBS U.K. LIMITED,G2 7HX,172424,Works - estate management,"40,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,23/10/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000146692 - 00144091,,"40,000.00"
Ministry of Defence,Ministry of Defence,23/10/2012,Spend on Inventory - General,Defence Equipment & Support,LLANELEC PRECISION ENGINEERING COMPANY LIMITED,SA11 1YD,115763,Spend on Inventory - General,"39,960.00"
Ministry of Defence,Defence Science and Technology Laboratory,19/10/2012,Sub Contracted Work,Operations,UNIVERSITY OF STRATHCLYDE,,V - 9000146557 - 00146021,,"39,934.00"
Ministry of Defence,Ministry of Defence,17/10/2012,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,112499,Cost of food services,"39,810.01"
Ministry of Defence,Ministry of Defence,12/10/2012,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,110904,Equipment support project costs,"39,761.00"
Ministry of Defence,Council of Reserve Forces and Cadets Associations,26/10/2012,Assets in the Course of Construction,Capital Expenditure,E G CARTER,,5804,Assets in the Course of Construction,"39,697.00"
Ministry of Defence,Ministry of Defence,25/10/2012,General services and support,Air Command,DARCHEM ENGINEERING LIMITED,TS21 1LB,116861,Purchase of defence support equipment below capitalisation threshold of ?25k.,"39,689.40"
Ministry of Defence,Ministry of Defence,17/10/2012,Spend on Inventory - General,Defence Equipment & Support,CLEENOL GROUP LTD,OX16 1RB,112605,Spend on Inventory - General,"39,684.44"
Ministry of Defence,Ministry of Defence,19/10/2012,Spend on Inventory - General,Defence Equipment & Support,SCA PACKAGING LIMITED,LE10 3BX,114502,Spend on Inventory - General,"39,666.06"
