Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,07/08/2012,Estate management,Air Command,AIRFIELD WILDLIFE MANAGEMENT  LIMITED,IV30 5PT,977713,Estate + facilities management services - accommodation inventory + service,"23,773.53"
Ministry of Defence,Ministry of Defence,21/08/2012,Externally delivered education and training,Land Forces,WBL SERVICES LIMITED,OX2 9HA,984578,External military training ,"23,750.00"
Ministry of Defence,Ministry of Defence,17/08/2012,Purchase of inventory and services ,Command Joint Operations,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,982903,Consumption of medical dental and veterinary inventory,"23,737.91"
Ministry of Defence,Ministry of Defence,10/08/2012,IT and communication services,Command Joint Operations,SERCO LIMITED,RG27 9UY,980068,Computer equipment costing below the capitalisation threshold,"23,659.31"
Ministry of Defence,Ministry of Defence,03/08/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,976650,Medical health services,"23,626.97"
Ministry of Defence,Ministry of Defence,01/08/2012,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,975252,Cost of other material consumed,"23,596.36"
Ministry of Defence,Ministry of Defence,15/08/2012,Purchase of inventory and services ,Land Forces,C F ANDERSON & SON LIMITED,C06 1HD,981584,Consumption of general inventory,"23,544.17"
Ministry of Defence,Ministry of Defence,22/08/2012,Fees for professional services,Defence Infrastructure Organisation ,BOWLES SECURITY SERVICES (UK)  LIMITED,GU12 4LD,984686,Fees for professional services excluding legal fees,"23,495.97"
Ministry of Defence,Ministry of Defence,07/08/2012,Estate management,Air Command,ARAMARK LTD,LS16 6QY,977726,Estate + facilities management services - accommodation inventory + service,"23,482.91"
Ministry of Defence,Ministry of Defence,03/08/2012,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,976603,Spend on Inventory - General,"23,463.66"
Ministry of Defence,Ministry of Defence,16/08/2012,Estate management,Air Command,SAFESKYS LTD,HP11 1LT,982416,Estate + facilities management services - accommodation inventory + service,"23,461.01"
Ministry of Defence,Ministry of Defence,22/08/2012,Estate management,Defence Equipment & Support,BALE GROUP LIMITED,EX14 1SQ,984664,Estate + facilities management services - accommodation inventory + service,"23,345.25"
Ministry of Defence,Ministry of Defence,07/08/2012,Design services and minor equipment purchases,Defence Equipment & Support,RACAL ACOUSTICS LIMITED,HA1 4TR,978089,Equipment support non-project costs,"23,342.06"
Ministry of Defence,Ministry of Defence,06/08/2012,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,976989,Consumption of medical dental and veterinary inventory,"23,325.23"
Ministry of Defence,Ministry of Defence,14/08/2012,Fuel for military use,Air Command,GB OILS LIMITED,FK5 4RB,981193,Cost of ground diesel fuel consumed,"23,318.70"
Ministry of Defence,Ministry of Defence,16/08/2012,Estate management,Defence Equipment & Support,SERVEST GROUP LIMITED,IP28 6LG,171134,Estate + facilities management services - accommodation inventory + service,"23,294.19"
Ministry of Defence,Ministry of Defence,07/08/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,977907,Spend on Inventory - General,"23,288.03"
Ministry of Defence,Defence Science and Technology Laboratory,10/08/2012,Sub Contracted Work,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000144852 - 00141126,,"23,255.57"
Ministry of Defence,Ministry of Defence,10/08/2012,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,979571,Consumption of medical dental and veterinary inventory,"23,052.31"
Ministry of Defence,Ministry of Defence,10/08/2012,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,980075,Cost of food services,"23,024.29"
Ministry of Defence,Ministry of Defence,21/08/2012,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,984294,Utilities consumed - heating oil,"22,935.17"
Ministry of Defence,Ministry of Defence,17/08/2012,Fees for professional services,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,982674,Fees for professional services excluding legal fees,"22,933.39"
Ministry of Defence,Ministry of Defence,15/08/2012,General services and support,Defence Equipment & Support,THE CLARKE CHAPMAN GROUP LIMITED,NE8 1SW,981909,Purchase of defence support equipment below capitalisation threshold of £25k.,"22,866.00"
Ministry of Defence,Ministry of Defence,01/08/2012,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,975195,Consumption of engineering and technical inventory,"22,863.22"
Ministry of Defence,Ministry of Defence,17/08/2012,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,982867,Spend on Inventory - General,"22,862.90"
Ministry of Defence,Defence Science and Technology Laboratory,24/08/2012,Materials & Equipment,Operations,ESL DEFENCE LIMITED,,V - 9000145152 - 00138817,,"22,800.00"
Ministry of Defence,Ministry of Defence,21/08/2012,Spend on Inventory - General,Defence Equipment & Support,HELMET INTEGRATED SYSTEMS LTD,SG6 2TU,984315,Spend on Inventory - General,"22,747.08"
Ministry of Defence,Ministry of Defence,01/08/2012,Fuel for military use,Navy Command,HENTY OIL LTD,SW1E 5BH,170814,Cost of ground diesel fuel consumed,"22,680.72"
Ministry of Defence,Ministry of Defence,21/08/2012,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000014811,Cost of claims/compensation and related expenses against MOD,"22,658.26"
Ministry of Defence,Defence Science and Technology Laboratory,31/08/2012,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000145348 - 00142524,,"22,649.00"
Ministry of Defence,Ministry of Defence,08/08/2012,Spend on Inventory - General,Defence Equipment & Support,SPANSET LIMITED,CW10 0HX,978894,Spend on Inventory - General,"22,606.08"
Ministry of Defence,Ministry of Defence,16/08/2012,Fees for professional services,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,982055,Fees for professional services excluding legal fees,"22,599.15"
Ministry of Defence,Ministry of Defence,16/08/2012,Dilapidation charges  ,Defence Equipment & Support,JACOBS U.K. LTD,G2 7HX,982263,Other provisions payment against provision,"22,567.42"
Ministry of Defence,Ministry of Defence,28/08/2012,Payment of utilities,Air Command,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,987450,Utilities consumed - gas,"22,494.18"
Ministry of Defence,Ministry of Defence,08/08/2012,Fees for professional services,Land Forces,ELAN COMPUTING LTD,EC1R 3DR,978556,Fees for professional services excluding legal fees,"22,480.04"
Ministry of Defence,Ministry of Defence,06/08/2012,Fees for professional services,Land Forces,LGC LTD,TW11 0LY,977379,Fees for professional services excluding legal fees,"22,479.75"
Ministry of Defence,Defence Science and Technology Laboratory,10/08/2012,Sub Contracted Work,Operations,RISKAWARE LIMITED,,V - 9000144879 - 00141831,,"22,441.00"
Ministry of Defence,Ministry of Defence,21/08/2012,Spend on Inventory - General,Defence Equipment & Support,KIDDE GRAVINER LIMITED,SL3 0HB,984350,Spend on Inventory - General,"22,405.24"
Ministry of Defence,Ministry of Defence,31/08/2012,Service and civilian recruitment,Defence Equipment & Support,GATENBYSANDERSON LTD,LS1 2HL,990125,Civilian recruitment excluding recruitment related external assistance,"22,385.00"
Ministry of Defence,Ministry of Defence,16/08/2012,Fees for professional services,Land Forces,LGC LTD,TW11 0LY,982278,Fees for professional services excluding legal fees,"22,384.04"
Ministry of Defence,Ministry of Defence,14/08/2012,Design services and minor equipment purchases,Defence Equipment & Support,MUIRHEAD AEROSPACE LIMITED,CM24 1RB,981298,Equipment support non-project costs,"22,376.79"
Ministry of Defence,Ministry of Defence,31/08/2012,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,989942,Cost of other material consumed,"22,356.01"
Ministry of Defence,Ministry of Defence,23/08/2012,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,985638,Spend on Inventory - General,"22,284.32"
Ministry of Defence,Ministry of Defence,30/08/2012,Externally delivered education and training,Air Command,QUANTA TRAINING LIMITED,WR1 3EE,989639,External military training ,"22,241.37"
Ministry of Defence,Ministry of Defence,03/08/2012,Payment of utilities,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000082313,Utilities consumed - water + sewage,"22,225.01"
Ministry of Defence,Ministry of Defence,29/08/2012,Payment of utilities,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000083426,Utilities consumed - water + sewage,"22,225.01"
Ministry of Defence,Ministry of Defence,09/08/2012,IT and communication services,Command Joint Operations,CYPRUS TELECOMMUNICATIONS AUTHORITY,,5000082532,Line + telephone rental including commercial charge for use of radio frequencies,"22,202.20"
Ministry of Defence,Ministry of Defence,13/08/2012,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,980226,Cost of other material consumed,"22,197.11"
Ministry of Defence,Ministry of Defence,30/08/2012,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,989694,Cost of food purchases,"22,193.15"
Ministry of Defence,Ministry of Defence,29/08/2012,IT and communication services,Defence Equipment & Support,LOGICA UK LIMITED,CF31 9AP,988463,Information technology services,"22,192.86"
Ministry of Defence,Ministry of Defence,08/08/2012,Payment of utilities,Central TLB,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,978555,Utilities consumed - electricity,"22,155.19"
Ministry of Defence,Ministry of Defence,08/08/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,978209,Consumption of medical dental and veterinary inventory,"22,123.20"
Ministry of Defence,Ministry of Defence,08/08/2012,Design services and minor equipment purchases,Defence Equipment & Support,INDUSTRIAL ACOUSTICS CO LTD,SO23 7US,978637,Equipment support non-project costs,"22,119.00"
Ministry of Defence,Defence Science and Technology Laboratory,24/08/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000145234 - 00142177,,"22,091.32"
Ministry of Defence,Ministry of Defence,06/08/2012,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,977563,Research and development excluding defence science and technology laboratory,"22,059.00"
Ministry of Defence,Ministry of Defence,16/08/2012,Spend on Inventory - General,Land Forces,BUNZL UK LIMITED,KT19 8TY,982041,Spend on Inventory - General,"21,987.32"
Ministry of Defence,Ministry of Defence,21/08/2012,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,984078,Transport other operating lease,"21,968.73"
Ministry of Defence,Ministry of Defence,13/08/2012,IT and communication services,Air Command,XEROX (UK) LIMITED,BN13 1QG,980939,Computer equipment costing below the capitalisation threshold,"21,961.21"
Ministry of Defence,Ministry of Defence,09/08/2012,Design services and minor equipment purchases,Defence Equipment & Support,PANDECT INSTRUMENT LABORATORIES LIMITED,HP12 3PX,979387,Equipment support non-project costs,"21,934.00"
Ministry of Defence,Ministry of Defence,09/08/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,BUNZL UK LIMITED,KT19 8TY,979088,Spend on Inventory - General,"21,897.96"
Ministry of Defence,Ministry of Defence,20/08/2012,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,983663,Fees for professional services excluding legal fees,"21,881.85"
Ministry of Defence,Ministry of Defence,17/08/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,982547,Consumption of medical dental and veterinary inventory,"21,867.32"
Ministry of Defence,Ministry of Defence,10/08/2012,Food and clothing,Air Command,TECHNOGYM U K LIMITED,RG12 8PE,980104,Cost of purchasing and repairing clothing,"21,804.42"
Ministry of Defence,Ministry of Defence,09/08/2012,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,979059,Cost of other material consumed,"21,799.60"
Ministry of Defence,Ministry of Defence,30/08/2012,Spend on Inventory - General,Land Forces,KASHKET & PARTNERS LIMITED,N15 4QA,989216,Spend on Inventory - General,"21,791.79"
Ministry of Defence,Ministry of Defence,21/08/2012,Estate management,Command Joint Operations,SERCO LIMITED,RG27 9UY,984490,Works - estate management,"21,749.07"
Ministry of Defence,Ministry of Defence,06/08/2012,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,977056,Consumption of engineering and technical inventory,"21,719.27"
Ministry of Defence,Ministry of Defence,31/08/2012,Development costs for military equipment,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,989983,Intangible fiscal asset  - in year capital addition,"21,712.98"
Ministry of Defence,Ministry of Defence,16/08/2012,Design services and minor equipment purchases,Defence Equipment & Support,RAYTHEON SYSTEMS LIMITED,CM19 5BB,982395,Equipment support project costs,"21,696.83"
Ministry of Defence,Ministry of Defence,17/08/2012,Design services and minor equipment purchases,Defence Equipment & Support,CURTISS WRIGHT FLOW CONTROL (UK) LIMITED,GL51 0AB,982730,Equipment support non-project costs,"21,689.58"
Ministry of Defence,Ministry of Defence,06/08/2012,Design services and minor equipment purchases,Defence Equipment & Support,COBHAM FLIGHT INSPECTION  LIMITED,DL2 1NJ,977099,Equipment support project costs,"21,503.00"
Ministry of Defence,Ministry of Defence,06/08/2012,Spend on Inventory - General,Land Forces,L WHITAKER SERVICES LIMITED,BB1 2QE,170906,Spend on Inventory - General,"21,495.81"
Ministry of Defence,Ministry of Defence,14/08/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,981490,Cost of other material consumed,"21,280.72"
Ministry of Defence,Ministry of Defence,08/08/2012,Purchase of inventory and services ,Central TLB,EBSCO INTERNATIONAL INC,EN5 1NZ,978552,Cost of other material consumed,"21,230.94"
Ministry of Defence,Ministry of Defence,06/08/2012,Design services and minor equipment purchases,Defence Equipment & Support,THALES UK LIMITED,RH10 9HA,977642,Equipment support non-project costs,"21,230.36"
Ministry of Defence,Ministry of Defence,10/08/2012,Design services and minor equipment purchases,Defence Equipment & Support,MERKLE (UK) LIMITED,OL9 7LD,979939,Equipment support non-project costs,"21,165.00"
Ministry of Defence,Ministry of Defence,02/08/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,M22 4NY,975961,Freight movement costs,"21,126.54"
Ministry of Defence,Ministry of Defence,29/08/2012,Spend on Inventory - General,Defence Equipment & Support,SELEX GALILEO LTD,SS14 3EL,988624,Spend on Inventory - General,"21,058.97"
Ministry of Defence,Ministry of Defence,22/08/2012,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,984632,Cost of clothing and textile services received,"21,031.61"
Ministry of Defence,Ministry of Defence,16/08/2012,Design services and minor equipment purchases,Defence Equipment & Support,AIRBLAST LIMITED,PE6 9NF,981966,Equipment support non-project costs,"21,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,03/08/2012,Sub Contracted Work,Programme Office,RECX LIMITED,,V - 9000144748 - 00141415,,"21,000.00"
Ministry of Defence,Ministry of Defence,28/08/2012,Fuel for military use,Land Forces,GB OILS LIMITED,FK5 4RB,987633,Cost of ground diesel fuel consumed,"20,950.20"
Ministry of Defence,Ministry of Defence,24/08/2012,Design services and minor equipment purchases,Defence Equipment & Support,AMSAFE BRIDPORT LTD,DT6 3QU,986365,Equipment support non-project costs,"20,925.90"
Ministry of Defence,Ministry of Defence,21/08/2012,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,WINCANTON GROUP LIMITED,SN14 0WT,984592,Raw materials and consumable aviation fuel inventory purchased,"20,908.39"
Ministry of Defence,Ministry of Defence,29/08/2012,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,988139,Cost of other material consumed,"20,907.23"
Ministry of Defence,Ministry of Defence,09/08/2012,Design services and minor equipment purchases,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,979447,Equipment support non-project costs,"20,808.10"
Ministry of Defence,Ministry of Defence,31/08/2012,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,989968,Cost of other material consumed,"20,791.49"
Ministry of Defence,Ministry of Defence,30/08/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,989184,Fiscal asset under construction - capital in year addition,"20,783.55"
Ministry of Defence,Ministry of Defence,30/08/2012,Medical treatment & stores and welfare services,Command Joint Operations,ALLIANCE MEDICAL LIMITED,CV34 6DA,988770,Medical-non hospital treatment,"20,728.92"
Ministry of Defence,Ministry of Defence,22/08/2012,Spend on Inventory - General,Defence Equipment & Support,WARTSILA UK LIMITED,PO15 5SD,5000083006,Spend on Inventory - General,"20,696.88"
Ministry of Defence,Ministry of Defence,29/08/2012,Design services and minor equipment purchases,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,CF33 6NU,988106,Equipment support non-project costs,"20,580.75"
Ministry of Defence,Ministry of Defence,31/08/2012,General services and support,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,989983,Purchase of defence support equipment below capitalisation threshold of £25k.,"20,572.54"
Ministry of Defence,Ministry of Defence,10/08/2012,Fuel for military use,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,980163,Cost of ground diesel fuel consumed,"20,556.46"
Ministry of Defence,Ministry of Defence,31/08/2012,Spend on Inventory - General,Defence Equipment & Support,FLUID TRANSFER INTERNATIONAL  LIMITED,GL6 0BS,990115,Spend on Inventory - General,"20,393.46"
Ministry of Defence,Ministry of Defence,22/08/2012,IT and communication services,Command Joint Operations,SERCO LIMITED,RG27 9UY,985388,Information technology services,"20,328.09"
Ministry of Defence,Ministry of Defence,10/08/2012,Fuel for military use,Defence Equipment & Support,WATSON PETROLEUM LTD,SN15 5DN,980163,Cost of ground diesel fuel consumed,"20,322.91"
Ministry of Defence,Ministry of Defence,02/08/2012,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE HAMELN,,5000082235,Utilities consumed - water + sewage,"20,312.50"
Ministry of Defence,Ministry of Defence,21/08/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,984321,Medical health services,"20,288.24"
Ministry of Defence,Ministry of Defence,23/08/2012,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,985518,Consumption of medical dental and veterinary inventory,"20,213.19"
Ministry of Defence,Ministry of Defence,08/08/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,978577,Spend on Inventory - General,"20,146.21"
Ministry of Defence,Ministry of Defence,23/08/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,985518,Consumption of medical dental and veterinary inventory,"20,136.82"
Ministry of Defence,Ministry of Defence,03/08/2012,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,976354,Spend on Inventory - General,"20,089.08"
Ministry of Defence,Ministry of Defence,08/08/2012,Estate management,Land Forces,RANDSTAD DEUTSCHLAND GMBH,,5000082446,Estate + facilities management services - accommodation inventory + service,"20,031.31"
Ministry of Defence,Ministry of Defence,01/08/2012,Fuel for military use,Defence Equipment & Support,WATSON PETROLEUM LTD,SN15 5DN,975670,Cost of ground diesel fuel consumed,"20,025.00"
Ministry of Defence,Ministry of Defence,03/08/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,976982,Cost of other material consumed,"20,015.60"
Ministry of Defence,Ministry of Defence,10/08/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,979739,Freight movement costs,"19,972.91"
Ministry of Defence,Ministry of Defence,20/08/2012,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,983631,Utilities consumed - heating oil,"19,899.72"
Ministry of Defence,Ministry of Defence,31/08/2012,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,989983,Research and development excluding defence science and technology laboratory,"19,844.67"
Ministry of Defence,Defence Support Group,16/08/2012,Direct Agency,Business Stream 2,MPI AVIATION LTD,,10174474,,"19,812.69"
