"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","B1","56436","72185","Police","1","Law"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","B1","56436","72185","Senior Policy Adviser","1","Policy"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","B2","47942","59535","Police","1","Law"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","B2","47942","59535","Senior Finance Manager","1","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","B2","47942","59535","Senior Project Manager","1","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C1","35648","44268","Police","2","Law"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C1","35648","44268","Policy Adviser","1","Policy"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C1","35648","44268","Senior Finance Manager","1","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C1","35648","44268","Senior HR Manager","1","Human Resources"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C1","35648","44268","Senior Press Officer","1","Communications"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C1","35648","44268","Senior Tax Officer","1","Tax Professionals"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Claims","1","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Commercial","1","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Finance Officer","3","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","HR Officer","1","Human Resources"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Internal Auditor","1","Internal Audit"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Policy Adviser","1","Policy"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Tax Officer","2","Tax Professionals"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","Business Manager","2","Human Resources"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","Finance Officer","2","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","Internal Audit Support Officer","1","Internal Audit"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","HR Officer","4","Human Resources"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","Tax Support Officer","5","Tax Professionals"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","E1","18370","22124","Finance Support Officer","2","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","Locally Employed Civilian (LEC)","0","0","Locally Employed Civilians","236","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00139151","B1","56436","72185","Legal Adviser","4","Law"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","B1","56436","72185","NHS -Consultants/Anaethetists","6","Medicine"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C1","35648","44268","NHS - Radiographer/Lang Therapist/Sterile Serv/Pharmacist/Nurse","5","Medicine"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","HR Officer","1","Human Resources"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","Business Manager","2","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","Knowledge Information Management Manager","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","Knowledge Information Management Manager","1","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","MSF - Admin Spt","2","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","NHS - Physiotherpist/Speech& Lang Therapist","5","Medicine"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","RO - Admin Spt","4","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","SHEF","2","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","Youth Community Worker","2","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","D","23427","29092","Business Manager","2","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","D","23427","29092","MSF - Admin Spt","2","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","D","23427","29092","Pharmacist","3","Medicine"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","D","23427","29092","RO - Admin Spt","2","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","D","23427","29092","Youth Community Worker","4","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","E1","18370","22124","Office Manager","1","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","E1","18370","22124","Web Manager","1","Information Technology"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","Locally Employed Civilian (LEC)","0","0","Locally Employed Civilians","702","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF1","24615","32703","Army","30","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF1","24615","32703","RAF","19","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF2","37916","45090","Army","74","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF2","37916","45090","RAF","45","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF2","37916","45090","RN","3","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF3","47760","57200","Army","40","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF3","47760","57200","RAF","21","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF4","67032","77617","Army","17","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF4","67032","77617","RAF","11","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF5","81310","89408","Army","1","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF5","81310","89408","RAF","3","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR1-3","17515","28940","Army","917","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR1-3","17515","28940","RAF","266","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR1-3","17515","28940","RN","3","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR4","26405","33182","Army","297","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR4","26405","33182","RAF","158","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR4","26405","33182","RN","1","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR5-6","30013","36929","Army","149","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR5-6","30013","36929","RAF","116","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR7-8","33223","43252","Army","130","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR7-8","33223","43252","RAF","41","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR7-8","33223","43252","RN","1","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR9","38600","46753","Army","17","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OR9","38600","46753","RAF","20","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","Skill Zone 4","22150","24930","Carpenter","1","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105515","OF3","47760","57200","Other","1","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105516","B1","56436","72185","Other","4","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105516","B2","47942","59535","Other","11","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105516","C1","35648","44268","Other","38","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105516","C2","29258","36333","Other","59","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105516","D","23427","29092","Other","4","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105516","E1","18370","22124","Other","2","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105516","OF2","37916","45090","Other","2","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105516","OF3","47760","57200","Other","20","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105516","OF4","67032","77617","Other","4","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105516","OR1-3","17515","28940","Other","5","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105516","OR5-6","30013","36929","Other","3","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105516","OR7-8","33223","43252","Other","2","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00105517","B1","56436","72185","Other","2","Other"
