Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,14/05/2012,"Adminstration, claims, compensation and awards",Central TLB,THE TOURNAMENT TRADING COMPANY LIMITED,SW1W 9RB,936736,Cost of claims/compensation and related expenses against MOD,"50,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000142921 - 00133142,,"50,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000142921 - 00135240,,"50,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Sub Contracted Work,Operations,EOSPHERE LIMITED,,V - 9000142941 - 00134059,,"50,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,11/05/2012,Sub Contracted Work,Operations,LOUGHBOROUGH UNIVERSITY ENTERPRISES LIMITED,,V - 9000142695 - 00134088,,"49,987.50"
Ministry of Defence,Defence Science and Technology Laboratory,25/05/2012,Sub Contracted Work,Operations,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,,V - 9000143058 - 00136539,,"49,899.00"
Ministry of Defence,Ministry of Defence,18/05/2012,Food and clothing,Defence Infrastructure Organisation ,RANDSTAD DEUTSCHLAND GMBH,,5000077955,Cost of food services,"49,885.97"
Ministry of Defence,Ministry of Defence,29/05/2012,Food and clothing,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,944585,Cost of clothing and textile services received,"49,868.81"
Ministry of Defence,Ministry of Defence,11/05/2012,Fees for professional services,Command Joint Operations,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,935194,Fees for professional services excluding legal fees,"49,813.86"
Ministry of Defence,Ministry of Defence,31/05/2012,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,946076,Spend on Inventory - General,"49,806.87"
Ministry of Defence,Ministry of Defence,29/05/2012,Rent and rates,Defence Infrastructure Organisation ,PURBECK DISTRICT COUNCIL,BH20 4PP,944739,Rent buildings - non civil estate property and married quarter property,"49,798.63"
Ministry of Defence,Defence Support Group,24/05/2012,Telephone - Lines & Rental,Corporate,BRITISH TELECOMMUNICATIONS PLC,,10166057,,"49,729.93"
Ministry of Defence,Ministry of Defence,21/05/2012,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,940055,Spend on Inventory - General,"49,697.95"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Sub Contracted Work,Operations,T.S. COMMS LIMITED,,V - 9000142894 - 00136432,,"49,629.60"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Sub Contracted Work,Operations,T.S. COMMS LIMITED,,V - 9000142894 - 00136433,,"49,629.60"
Ministry of Defence,Ministry of Defence,22/05/2012,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,940799,Equipment support non-project costs,"49,547.00"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Sub Contracted Work,Operations,TITANIUM CASTINGS (UK) LIMITED,,V - 9000142908 - 00134297,,"49,474.50"
Ministry of Defence,Ministry of Defence,29/05/2012,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,944418,Spend on Inventory - General,"49,470.65"
Ministry of Defence,Ministry of Defence,08/05/2012,Rent and rates,Defence Infrastructure Organisation ,HUNTINGDONSHIRE DISTRICT COUNCIL,PE29 3TN,934199,Rent buildings - non civil estate property and married quarter property,"49,347.45"
Ministry of Defence,Ministry of Defence,22/05/2012,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,941224,Cost of food purchases,"49,346.43"
Ministry of Defence,Ministry of Defence,17/05/2012,Spend on Inventory - General,Defence Equipment & Support,KIDDE GRAVINER LIMITED,SL3 0HB,938796,Spend on Inventory - General,"49,320.76"
Ministry of Defence,Defence Science and Technology Laboratory,04/05/2012,Sub Contracted Work,Operations,PLEXTEK LIMITED,,V - 9000142536 - 00133887,,"49,311.00"
Ministry of Defence,Ministry of Defence,30/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,945058,Equipment support project costs,"49,265.33"
Ministry of Defence,Defence Science and Technology Laboratory,11/05/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000142709 - 00135668,,"49,190.00"
Ministry of Defence,Ministry of Defence,28/05/2012,Fuel for military use,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,944362,Cost of ground diesel fuel consumed,"49,049.29"
Ministry of Defence,Ministry of Defence,16/05/2012,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,937656,Cost of other material consumed,"48,856.86"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Sub Contracted Work,Operations,RED SCIENTIFIC LIMITED,,V - 9000142917 - 00133894,,"48,849.00"
Ministry of Defence,Ministry of Defence,14/05/2012,General services and support,Defence Equipment & Support,THALES ATM LIMITED,KT9 1TB,936709,Defence equipment CLS/IOS service charge,"48,848.08"
Ministry of Defence,Ministry of Defence,14/05/2012,Fuel for military use,Defence Infrastructure Organisation ,CALOR GAS LIMITED,CV34 6RL,935845,Oil and lubricants consumed excluding those from the inventory system,"48,714.45"
Ministry of Defence,Ministry of Defence,22/05/2012,Spend on Inventory - General,Defence Equipment & Support,WYEDEAN WEAVING COMPANY  LIMITED (THE),BD22 8PA,941316,Spend on Inventory - General,"48,681.60"
Ministry of Defence,Ministry of Defence,29/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,ROYSTON LTD,NE6 3PF,944770,Equipment support non-project costs,"48,524.30"
Ministry of Defence,Ministry of Defence,09/05/2012,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000077517,Works - estate management,"48,513.87"
Ministry of Defence,Ministry of Defence,22/05/2012,Spend on Inventory - General,Defence Equipment & Support,KIDDE GRAVINER LIMITED,SL3 0HB,941071,Spend on Inventory - General,"48,510.55"
Ministry of Defence,Ministry of Defence,22/05/2012,Spend on Inventory - General,Defence Equipment & Support,FEL AVIONICS LIMITED,SO31 1AJ,941001,Spend on Inventory - General,"48,493.92"
Ministry of Defence,Ministry of Defence,17/05/2012,"Adminstration, claims, compensation and awards",Land Forces,CHRYSSES DEMETRIADES & CO LLC,,5000077903,Cost of claims/compensation and related expenses against MOD,"48,395.89"
Ministry of Defence,Ministry of Defence,23/05/2012,Payment of utilities,Defence Infrastructure Organisation ,NEW AG,,5000078070,Utilities consumed - water + sewage,"48,383.78"
Ministry of Defence,Ministry of Defence,14/05/2012,Rent and rates,Defence Infrastructure Organisation ,MEDWAY COUNCIL,ME4 4TR,936316,Rent buildings - non civil estate property and married quarter property,"48,333.76"
Ministry of Defence,Ministry of Defence,04/05/2012,Grants to Reserves Forces and Cadets Association,Land Forces,TERRITORAL ARMY RIFLE  ASSOCIATION,GU24 0NY,933856,Grants to reserve forces and cadet associations,"48,310.00"
Ministry of Defence,Ministry of Defence,22/05/2012,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,940798,Spend on Inventory - General,"48,250.39"
Ministry of Defence,Ministry of Defence,04/05/2012,Rent and rates,Defence Infrastructure Organisation ,POWYS COUNTY COUNCIL,LD1 5LG,933727,Rent buildings - non civil estate property and married quarter property,"48,171.40"
Ministry of Defence,Ministry of Defence,29/05/2012,Rent and rates,Defence Infrastructure Organisation ,ST EDMUNDSBURY BOROUGH COUNCIL,IP33 3YS,944829,Rent buildings - non civil estate property and married quarter property,"48,158.45"
Ministry of Defence,Ministry of Defence,11/05/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,BRIDGEHEAD CONTAINER SERVICES LTD,L3 1DS,935119,Freight movement costs,"48,150.90"
Ministry of Defence,Ministry of Defence,31/05/2012,Administration,Navy Command,DATAFORCE INTERACT LIMITED,NN3 8RG,945604,General administration,"48,139.22"
Ministry of Defence,Ministry of Defence,29/05/2012,Estate management,Air Command,ARAMARK LTD,LS16 6QY,944408,Estate + facilities management services - accommodation inventory + service,"47,931.38"
Ministry of Defence,Ministry of Defence,29/05/2012,Rent and rates,Defence Infrastructure Organisation ,SOUTH SOMERSET DISTRICT COUNCIL,BH20 2DH,944816,Rent buildings - non civil estate property and married quarter property,"47,878.71"
Ministry of Defence,Ministry of Defence,14/05/2012,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,936640,Estate + facilities management services - accommodation inventory + service,"47,721.14"
Ministry of Defence,Ministry of Defence,24/05/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,942154,Freight movement costs,"47,659.38"
Ministry of Defence,Ministry of Defence,02/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,932129,Equipment support project costs,"47,612.85"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000142923 - 00136194,,"47,499.66"
Ministry of Defence,Ministry of Defence,25/05/2012,Fuel for military use,Air Command,HARVEST ENERGY LIMITED,W1G 0PU,169130,Cost of ground diesel fuel consumed,"47,475.00"
Ministry of Defence,Ministry of Defence,28/05/2012,Purchase of inventory and services ,Defence Equipment & Support,SOUTH AFRICAN BUNKERING AND TRADING (BVI) LTD,,2000015885,Raw materials and consumable aviation fuel inventory purchased,"47,451.65"
Ministry of Defence,Ministry of Defence,08/05/2012,Spend on Inventory - General,Defence Equipment & Support,FORCE PROTECTION EUROPE LIMITED,CV31 1FQ,934147,Spend on Inventory - General,"47,406.68"
Ministry of Defence,Ministry of Defence,02/05/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,932134,Freight movement costs,"47,396.30"
Ministry of Defence,Ministry of Defence,08/05/2012,Rent and rates,Defence Infrastructure Organisation ,MEDWAY COUNCIL,ME4 4TR,934254,Rent buildings - non civil estate property and married quarter property,"47,390.98"
Ministry of Defence,Defence Science and Technology Laboratory,04/05/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000142547 - 00133429,,"47,326.00"
Ministry of Defence,Ministry of Defence,14/05/2012,Rent and rates,Defence Infrastructure Organisation ,FAREHAM BOROUGH COUNCIL,PO16 7PU,936133,Rent buildings - non civil estate property and married quarter property,"47,276.53"
Ministry of Defence,Ministry of Defence,25/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR SHREWSBURY LIMITED,SY1 3NX,942809,Equipment support non-project costs,"47,157.90"
Ministry of Defence,Ministry of Defence,01/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,SPRAYBAKE LTD,CO10 2XG,931948,Equipment support non-project costs,"47,052.72"
Ministry of Defence,Ministry of Defence,18/05/2012,Research and development,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,939428,Research and development excluding defence science and technology laboratory,"46,932.21"
Ministry of Defence,Ministry of Defence,01/05/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,OXFORDSHIRE COUNTY COUNCIL,OX4 9AL,931874,Fiscal asset under construction - capital in year addition,"46,800.00"
Ministry of Defence,Ministry of Defence,16/05/2012,Externally delivered education and training,Navy Command,MARITIME SECURITY SOLUTIONS  LIMITED,GL16 8NX,937967,External military training ,"46,599.98"
Ministry of Defence,Ministry of Defence,31/05/2012,Fuel for military use,Defence Equipment & Support,WATSON PETROLEUM LTD,SN15 5DN,946094,Cost of ground diesel fuel consumed,"46,599.00"
Ministry of Defence,Ministry of Defence,03/05/2012,IT and communication services,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,932830,Information technology services,"46,501.25"
Ministry of Defence,Defence Support Group,04/05/2012,Works-Upgrade & Investment,Business Stream 2,BABCOCK SUPPORT SERVICES LTD,,10150621,,"46,471.57"
Ministry of Defence,Ministry of Defence,29/05/2012,Rent and rates,Defence Infrastructure Organisation ,TEWKESBURY BOROUGH COUNCIL,GL20 5TT,944852,Rent buildings - non civil estate property and married quarter property,"46,404.94"
Ministry of Defence,Ministry of Defence,24/05/2012,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,942644,Spend on Inventory - General,"46,097.13"
Ministry of Defence,Ministry of Defence,30/05/2012,Fuel for military use,Land Forces,EUROSHELL DEUTSCHLAND GMBH,,5000078405,Oil and lubricants consumed excluding those from the inventory system,"46,060.01"
Ministry of Defence,Ministry of Defence,22/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,OROLIA LIMITED,PO3 5PB,941156,Equipment support non-project costs,"45,934.81"
Ministry of Defence,Ministry of Defence,11/05/2012,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,ITW LIMITED,LS26 8BS,935374,Raw materials and consumable marine fuel inventory purchased,"45,931.95"
Ministry of Defence,Ministry of Defence,31/05/2012,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,945688,Cost of clothing and textile services received,"45,920.97"
Ministry of Defence,Ministry of Defence,17/05/2012,Payment of utilities,Defence Infrastructure Organisation ,SOUTHERN WATER SERVICES LIMITED,BN13 3NZ,939120,Utilities consumed - water + sewage,"45,909.57"
Ministry of Defence,Ministry of Defence,29/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,URS INFRASTRUCTURE & ENVIRONMENT UK LIMITED,RG21 7PP,944892,Equipment support project costs,"45,875.97"
Ministry of Defence,Ministry of Defence,08/05/2012,Rent and rates,Defence Infrastructure Organisation ,FAREHAM BOROUGH COUNCIL,PO16 7PU,934138,Rent buildings - non civil estate property and married quarter property,"45,875.40"
Ministry of Defence,Defence Support Group,11/05/2012,Works-Planned Maintenance,Business Stream 2,BABCOCK SUPPORT SERVICES LTD,,10164638,,"45,843.77"
Ministry of Defence,Defence Support Group,30/05/2012,Works - Fees,Business Stream 2,BABCOCK SUPPORT SERVICES LTD,,10166196,,"45,843.77"
Ministry of Defence,Ministry of Defence,09/05/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,CITYSPRINT (UK) LIMITED,RH1 1SH,934679,Freight movement costs,"45,836.28"
Ministry of Defence,Ministry of Defence,23/05/2012,Fuel for military use,Central TLB,ARVAL UK LTD,SN5 6PE,941357,Oil and lubricants consumed excluding those from the inventory system,"45,831.14"
Ministry of Defence,Ministry of Defence,28/05/2012,Spend on Inventory - General,Defence Equipment & Support,SCA PACKAGING LIMITED,LE10 3BX,944233,Spend on Inventory - General,"45,756.94"
Ministry of Defence,Ministry of Defence,29/05/2012,Rent and rates,Defence Infrastructure Organisation ,CITY OF YORK COUNCIL,YO1 7DU,944470,Rent buildings - non civil estate property and married quarter property,"45,720.78"
Ministry of Defence,Ministry of Defence,28/05/2012,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,943544,Estate + facilities management services - accommodation inventory + service,"45,589.70"
Ministry of Defence,Ministry of Defence,29/05/2012,Rent and rates,Defence Infrastructure Organisation ,PETERBOROUGH CITY COUNCIL,PE1 1HQ,944719,Rent buildings - non civil estate property and married quarter property,"45,570.08"
Ministry of Defence,Ministry of Defence,23/05/2012,Food and clothing,Defence Equipment & Support,ELIOR UK PLC,SK11 6ET,169063,Cost of food purchases,"45,553.61"
Ministry of Defence,Ministry of Defence,03/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,VECTOR AEROSPACE INTERNATIONAL  LIMITED,PH1 3NQ,933243,Equipment support project costs,"45,426.08"
Ministry of Defence,Ministry of Defence,01/05/2012,Externally delivered education and training,Navy Command,OPEN UNIVERSITY (THE),MK7 6BT,931868,External military training ,"45,420.00"
Ministry of Defence,Ministry of Defence,04/05/2012,Spend on Inventory - General,Defence Equipment & Support,AMETEK AIRTECHNOLOGY GROUP LIMITED,TW16 7EF,933297,Spend on Inventory - General,"45,384.00"
Ministry of Defence,Ministry of Defence,28/05/2012,Purchase of buildings and military equipment ,Defence Equipment & Support,BARUM AND DEWAR LIMITED,EX31 1JY,943592,Single use military equipment asset under construction - capital in year addition,"45,300.00"
Ministry of Defence,Ministry of Defence,03/05/2012,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,933233,Spend on Inventory - General,"45,287.97"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Staff Training,Operations,BARCLAYCARD,,G - 9000142949 - 00137329,,"45,284.73"
Ministry of Defence,Ministry of Defence,22/05/2012,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,941290,Works - estate management,"45,193.82"
Ministry of Defence,Defence Science and Technology Laboratory,04/05/2012,Sub Contracted Work,Operations,QIOPTIQ LIMITED,,V - 9000142472 - 00135324,,"45,172.94"
Ministry of Defence,Ministry of Defence,02/05/2012,Fuel for military use,Land Forces,UNITED AVIATION SERVICES,,2000015614,Bulk aviation fuel consumed,"45,156.21"
Ministry of Defence,Ministry of Defence,25/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,SELEX SYSTEMS INTEGRATION LTD,AL7 1TW,943366,Equipment support project costs,"45,126.45"
Ministry of Defence,Ministry of Defence,08/05/2012,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE DETMOLD GMBH,,5000077498,Utilities consumed - water + sewage,"45,081.96"
Ministry of Defence,Ministry of Defence,04/05/2012,Rent and rates,Defence Infrastructure Organisation ,POOLE BOROUGH COUNCIL,BH15 2YE,933723,Rent buildings - non civil estate property and married quarter property,"45,078.58"
Ministry of Defence,Ministry of Defence,04/05/2012,Spend on Inventory - General,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,933433,Spend on Inventory - General,"45,073.70"
Ministry of Defence,Ministry of Defence,17/05/2012,Externally delivered education and training,Navy Command,CARLISLE STAFFING PLC,LU1 3BA,938440,External military training ,"45,064.13"
Ministry of Defence,Ministry of Defence,21/05/2012,Estate management,Defence Equipment & Support,AIRBLAST LIMITED,PE6 9NF,940019,Works - estate management,"45,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,11/05/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000142709 - 00135666,,"45,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000142826 - 00135594,,"45,000.00"
Ministry of Defence,Ministry of Defence,08/05/2012,Spend on Inventory - General,Defence Equipment & Support,SCA PACKAGING LIMITED,LE10 3BX,934406,Spend on Inventory - General,"44,948.38"
Ministry of Defence,Ministry of Defence,28/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,CASSIDIAN TEST & SERVICES LIMITED,BH21 7PE,943651,Equipment support non-project costs,"44,919.00"
Ministry of Defence,Ministry of Defence,14/05/2012,Purchase of information and communications technology,Defence Equipment & Support,LOCKHEED MARTIN UK LIMITED,GU14 6TQ,936279,IT + communications asset - in year capital addition,"44,908.00"
Ministry of Defence,Ministry of Defence,11/05/2012,Spend on Inventory - General,Defence Equipment & Support,SCA PACKAGING LIMITED,LE10 3BX,935574,Spend on Inventory - General,"44,869.38"
Ministry of Defence,Defence Science and Technology Laboratory,04/05/2012,Sub Contracted Work,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,,V - 9000142558 - 00133084,,"44,853.00"
Ministry of Defence,Ministry of Defence,25/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,943073,Equipment support non-project costs,"44,844.44"
Ministry of Defence,Defence Science and Technology Laboratory,11/05/2012,Security Costs,Infrastructure,DEFENCE BUSINESS SERVICES FINANCE,,V - 9000142666 - 00135463,,"44,839.08"
Ministry of Defence,Ministry of Defence,16/05/2012,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,938284,Cost of other material consumed,"44,791.04"
Ministry of Defence,Ministry of Defence,15/05/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,937184,Medical health services,"44,785.46"
Ministry of Defence,Ministry of Defence,17/05/2012,Externally delivered education and training,Air Command,ATOS IT SERVICES UK LIMITED,WV10 6UH,938351,External military training ,"44,778.65"
Ministry of Defence,Ministry of Defence,15/05/2012,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,936885,Equipment support non-project costs,"44,722.18"
Ministry of Defence,Ministry of Defence,04/05/2012,Payment of utilities,Command Joint Operations,TOTAL GAS & POWER LIMITED,RH1 1RX,933880,Utilities consumed - gas,"44,564.85"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Sub Contracted Research,Programme Office,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,,V - 9000142843 - 00134022,,"44,523.00"
Ministry of Defence,Ministry of Defence,23/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,DETICA LIMITED,GU2 7YP,941495,Equipment support project costs,"44,493.86"
Ministry of Defence,Ministry of Defence,16/05/2012,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,SOUTHERN SCIENTIFIC LIMITED,BN15 0DP,938151,Capital spares engineering and technical inventory single use military equip capital in year addition,"44,400.00"
Ministry of Defence,Ministry of Defence,15/05/2012,Medical treatment & stores and welfare services,Command Joint Operations,ALLIANCE MEDICAL LIMITED,CV34 6DA,936853,Medical-non hospital treatment,"44,379.18"
Ministry of Defence,Ministry of Defence,09/05/2012,Food and clothing,Defence Equipment & Support,ARAMARK LTD,LS16 6QY,934593,Cost of food purchases,"44,285.53"
Ministry of Defence,Ministry of Defence,14/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,YOUNGMAN GROUP LTD,CM9 4LJ,936830,Equipment support non-project costs,"44,187.28"
Ministry of Defence,Ministry of Defence,14/05/2012,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,936555,Cost of food purchases,"44,108.22"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Capital Asset expenditure,Infrastructure,STERIA LIMITED,,V - 9000142882 - 00136255,,"44,011.65"
Ministry of Defence,Ministry of Defence,29/05/2012,Rent and rates,Defence Infrastructure Organisation ,SOUTH GLOUCESTERSHIRE COUNCIL,BS37 5YU,944812,Rent buildings - non civil estate property and married quarter property,"43,970.40"
Ministry of Defence,Ministry of Defence,18/05/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,URS INFRASTRUCTURE & ENVIRONMENT UK LIMITED,RG21 7PP,939972,Fiscal asset under construction - capital in year addition,"43,920.89"
Ministry of Defence,Ministry of Defence,29/05/2012,"Transportation of personnel, freight and travel expenses",Navy Command,AGILITY LOGISTICS LIMITED,RG1 2LG,944393,Movement of service personnel,"43,791.71"
Ministry of Defence,Ministry of Defence,08/05/2012,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,GBR TECHNOLOGY LIMITED,RG7 8NN,934155,Raw materials and consumable marine fuel inventory purchased,"43,775.98"
Ministry of Defence,Ministry of Defence,15/05/2012,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,937152,Utilities consumed - heating oil,"43,758.00"
Ministry of Defence,Defence Science and Technology Laboratory,25/05/2012,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000143043 - 00135849,,"43,705.00"
Ministry of Defence,Ministry of Defence,31/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,945500,Equipment support project costs,"43,657.44"
Ministry of Defence,Defence Science and Technology Laboratory,04/05/2012,Sub Contracted Work,Operations,ATLAS ELEKTRONIK UK LIMITED,,V - 9000142552 - 00133387,,"43,585.06"
Ministry of Defence,Ministry of Defence,22/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,HONEYWELL AEROSPACE UK,BA20 2YD,941049,Equipment support non-project costs,"43,501.19"
Ministry of Defence,Ministry of Defence,17/05/2012,Spend on Inventory - General,Defence Equipment & Support,THALES UK LIMITED,RH10 9HA,939167,Spend on Inventory - General,"43,459.52"
Ministry of Defence,Ministry of Defence,16/05/2012,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE DULMEN GMBH,,5000077883,Utilities consumed - electricity,"43,458.43"
Ministry of Defence,Ministry of Defence,01/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,CMCA LTD,DL15 8JL,931612,Equipment support non-project costs,"43,451.90"
Ministry of Defence,Ministry of Defence,30/05/2012,Rent and rates,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000014230,Rent buildings - non civil estate property and married quarter property,"43,450.55"
Ministry of Defence,Ministry of Defence,11/05/2012,Spend on Inventory - General,Defence Equipment & Support,TEDDINGTON ELECTRONICS LIMITED,PL25 3HG,935626,Spend on Inventory - General,"43,394.96"
Ministry of Defence,Ministry of Defence,24/05/2012,"Transportation of personnel, freight and travel expenses",Air Command,EUROCONTROL,,5000078109,Aircraft landing fees,"43,280.20"
Ministry of Defence,Ministry of Defence,02/05/2012,Fees for professional services,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,932129,Fees for professional services excluding legal fees,"43,152.95"
Ministry of Defence,Ministry of Defence,30/05/2012,Fees for professional services,Air Command,M.P.I. AVIATION LTD,SG13 7DQ,945216,Fees for professional services excluding legal fees,"43,101.62"
Ministry of Defence,Ministry of Defence,29/05/2012,Rent and rates,Defence Infrastructure Organisation ,WEST BERKSHIRE DISTRICT COUNCIL,RG14 5LD,944907,Rent buildings - non civil estate property and married quarter property,"43,075.54"
Ministry of Defence,Ministry of Defence,11/05/2012,Design services and minor equipment purchases,Defence Equipment & Support,YOUNGMAN GROUP LTD,CM9 4LJ,935692,Equipment support non-project costs,"43,070.21"
Ministry of Defence,Ministry of Defence,08/05/2012,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,934425,Cost of clothing and textile services received,"43,051.01"
Ministry of Defence,Ministry of Defence,22/05/2012,Spend on Inventory - General,Defence Equipment & Support,SCA PACKAGING LIMITED,LE10 3BX,941210,Spend on Inventory - General,"43,016.62"
Ministry of Defence,Defence Science and Technology Laboratory,18/05/2012,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000142921 - 00133361,,"43,005.00"
Ministry of Defence,Ministry of Defence,28/05/2012,Food and clothing,Navy Command,SODEXO LTD,M50 0AL,944254,Cost of food purchases,"42,942.19"
Ministry of Defence,Ministry of Defence,18/05/2012,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,939834,Research and development excluding defence science and technology laboratory,"42,939.20"
Ministry of Defence,Ministry of Defence,28/05/2012,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,943572,Capital spares engineering and technical inventory fiscal capital in year addition,"42,854.40"
Ministry of Defence,Ministry of Defence,03/05/2012,Estate management,Defence Infrastructure Organisation ,HAMPSHIRE PRIMARY CARE TRUST,WF3 1WE,932763,Estate + facilities management services - accommodation inventory + service,"42,817.65"
Ministry of Defence,Ministry of Defence,11/05/2012,IT and communication services,Defence Equipment & Support,SUPERLETTER.COM INC,,935618,Computer equipment costing below the capitalisation threshold,"42,730.80"
