Department Family,Entity,Payment Date,Expense type,Expense Area,Vendor,Doc Ref,Amount
CLG,VTS,14/01/2010,Property maintenance,Estate,COFELY LTD,2100068118,519.65
CLG,VTS,14/01/2010,Property maintenance,Estate,COFELY LTD,2100068119,580.45
CLG,VTS,14/01/2010,Building Insurance,Estate,KEY PROPERTY INVESTMENTS (NO 2) LTD,2100068125,619.84
CLG,VTS,14/01/2010,Property maintenance,Estate,COFELY LTD,2100068150,519.65
CLG,VTS,14/01/2010,Software licenses,IT,COMMENSUS PLC,2100068151,6114.96
CLG,VTS,11/01/2010,Meeting expenses,Central Services,COMPANY BARCLAYCARD,2100068152,339.8
CLG,VTS,11/01/2010,Meeting expenses,IT,COMPANY BARCLAYCARD,2100068152,685.5
CLG,VTS,11/01/2010,Meeting expenses,Corporate,COMPANY BARCLAYCARD,2100068152,63.55
CLG,VTS,11/01/2010,Office Furniture,Estate,COMPANY BARCLAYCARD,2100068152,249.95
CLG,VTS,11/01/2010,Office Supplies,Central Services,COMPANY BARCLAYCARD,2100068152,37.91
CLG,VTS,11/01/2010,Post,Central Services,COMPANY BARCLAYCARD,2100068152,52.05
CLG,VTS,11/01/2010,Rail and Hotel booking services,IT,COMPANY BARCLAYCARD,2100068152,217.7
CLG,VTS,11/01/2010,Telecoms,IT,COMPANY BARCLAYCARD,2100068152,93.6
CLG,VTS,14/01/2010,Fixed Maintenance,Estate,LAMBERT SMITH HAMPTON,2100068153,973.42
CLG,VTS,14/01/2010,Fixed Maintenance,Estate,LAMBERT SMITH HAMPTON,2100068154,663.7
CLG,VTS,14/01/2010,Domestic Services,Estate,CLD SERVICES LTD,2100068155,872.08
CLG,VTS,14/01/2010,Property maintenance,Estate,COFELY LTD,2100068187,1067
CLG,VTS,14/01/2010,Fixed Maintenance,Estate,COFELY LTD,2100068188,1150
CLG,VTS,14/01/2010,IT Hardware,IT,MISCO,2100068190,893
CLG,VTS,14/01/2010,Judicial Journals,Corporate,LEXIS-NEXIS UK,2100068199,4520.45
CLG,VTS,15/01/2010,Survey,Corporate,QUATROSYSTEM LTD,2100068232,3113.75
CLG,VTS,15/01/2010,T&S claim,IT,Staff,2100068236,1742.1
CLG,VTS,15/01/2010,Telecoms,IT,CABLE & WIRELESS,2100068240,13071.87
CLG,VTS,15/01/2010,Software licenses,IT,ULTIMA BUSINESS SOLUTIONS,2100068250,8332.53
CLG,VTS,15/01/2010,Staff Training,Training,EALING HAMMERSMITH W LONDON COLLEGE,2100068254,1325
CLG,VTS,21/01/2010,Telecoms,IT,B T PAYMENT SERVICES LTD,2100068266,579.36
CLG,VTS,21/01/2010,Staff Training,Training,QA  LTD,2100068268,1938.75
CLG,VTS,21/01/2010,Post,Central Services,NEOPOST LTD,2100068275,5000
CLG,VTS,21/01/2010,Fixed Maintenance,Estate,LAMBERT SMITH HAMPTON,2100068276,1150
CLG,VTS,21/01/2010,Staff and Members' Conference,Training,HILTON LONDON METROPOLE HOTEL,2100068281,2426.38
CLG,VTS,21/01/2010,Staff Training,Training,QA  LTD,2100068282,15208.75
CLG,VTS,21/01/2010,Outsourced services,Central Services,HYMANS ROBERTSON,2100068284,3325.25
CLG,VTS,21/01/2010,Staff Training,Training,DEVELOPMENT CO LTD,2100068288,3837.32
CLG,VTS,21/01/2010,Office Supplies,Central Services,MISCO,2100068355,724.01
CLG,VTS,22/01/2010,Staff Training,Training,CIPD ENTERPRISES LTD,2100068360,1483.5
CLG,VTS,27/01/2010,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100068361,646.4
CLG,VTS,27/01/2010,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100068362,580.99
CLG,VTS,25/01/2010,Heating and lighting,Operational,BRITISH GAS BUSINESS,2100068365,929.85
CLG,VTS,27/01/2010,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100068367,661.29
CLG,VTS,27/01/2010,Rail and Hotel booking services,IT,REDFERN TRAVEL LIMITED,2100068368,6483.8
CLG,VTS,27/01/2010,Rail and Hotel booking services,Corporate,REDFERN TRAVEL LIMITED,2100068368,244.63
CLG,VTS,27/01/2010,Rail and Hotel booking services,Training,REDFERN TRAVEL LIMITED,2100068368,346.25
CLG,VTS,27/01/2010,Rail and Hotel booking services,Operational,REDFERN TRAVEL LIMITED,2100068368,1535.88
CLG,VTS,27/01/2010,Rail and Hotel booking services,HR,REDFERN TRAVEL LIMITED,2100068368,1482.01
CLG,VTS,25/01/2010,Telecoms,IT,BT GLOBAL,2100068383,664.85
CLG,VTS,25/01/2010,Audit Fees,Central Services,NATIONAL AUDIT OFFICE,2100068387,6750
CLG,VTS,25/01/2010,Heating and lighting,Operational,POWERGEN,2100068388,2447.55
CLG,VTS,25/01/2010,Recruitment,HR,CENTRAL OFFICE OF INFORMATION,2100068390,11006.03
CLG,VTS,25/01/2010,Outsourced services,Central Services,DCLG,2100068391,8812.5
CLG,VTS,25/01/2010,Staff and Members' Conference,Training,BURLINGTON HOTEL,2100068416,2881.15
CLG,VTS,25/01/2010,Printing,Corporate,WHITEHALL PRINTING CO (AVON) LTD,2100068440,8174.5
CLG,VTS,27/01/2010,Staff Training,Training,WEDGWOOD AU LTD,2100068486,1237.27
CLG,VTS,27/01/2010,Telecoms,IT,B T PAYMENT SERVICES LTD,2100068510,6485.91
CLG,VTS,27/01/2010,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100068512,646.4
CLG,VTS,27/01/2010,Heating and lighting,Operational,POWERGEN,2100068514,1083.79
CLG,VTS,28/01/2010,Redundancy,HR,LEARNING TREE INTERNATIONAL LTD,2100068516,2931.63
CLG,VTS,27/01/2010,IT support,IT,VALUATION OFFICE AGENCY,2100068520,56884.62
CLG,VTS,27/01/2010,Projects,IT,VALUATION OFFICE AGENCY,2100068520,95396.38
CLG,VTS,27/01/2010,Telecoms,IT,VALUATION OFFICE AGENCY,2100068520,54915.08
CLG,VTS,28/01/2010,Staff Training,Training,STRATEGIC BUSINESS PARTNERS (UK),2100068525,2350
CLG,VTS,02/02/2010,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100068578,708.53
CLG,VTS,02/02/2010,Office Supplies,Central Services,LYRECO UK LTD,2100068605,877.61
CLG,VTS,02/02/2010,Office Supplies,Central Services,MISCO,2100068612,2381.91
CLG,VTS,02/02/2010,Staff Training,Training,DEVELOPMENT CO LTD,2100068620,3033.62
CLG,VTS,03/02/2010,Telecoms,IT,B T PAYMENT SERVICES LTD,2100068674,2358.53
CLG,VTS,05/02/2010,Staff Training,Training,INST REVENUE RATING & VALUATION,2100068678,1480.52
CLG,VTS,05/02/2010,Staff Training,Training,INST REVENUE RATING & VALUATION,2100068679,1480.52
CLG,VTS,05/02/2010,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100068703,646.4
CLG,VTS,05/02/2010,Outsourced services,Central Services,*LOGICA CMG UK LTD,2100068707,1081.61
CLG,VTS,05/02/2010,Projects,IT,COA SOLUTIONS LTD,2100068709,1057.5
CLG,VTS,05/02/2010,Office Supplies,Operational,LYRECO UK LTD,2100068710,527.88
CLG,VTS,05/02/2010,Domestic Services,Estate,CLD SERVICES LTD,2100068826,891.04
CLG,VTS,05/02/2010,T&S claim,Board,Board Chairman,2100068827,1178.37
CLG,VTS,10/02/2010,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100068835,708.53
CLG,VTS,10/02/2010,Telecoms,IT,B T PAYMENT SERVICES LTD,2100068839,611.29
CLG,VTS,10/02/2010,Outsourced services,Central Services,HYMANS ROBERTSON,2100068840,3930.38
CLG,VTS,10/02/2010,Legal fees,Central Services,BEACHCROFT LLP,2100068842,821.54
CLG,VTS,10/02/2010,Property maintenance,Estate,COFELY LTD,2100068849,530.95
CLG,VTS,10/02/2010,Rent,Estate,TRAFCOURT PROPERTIES LTD,2100068850,7950.93
CLG,VTS,10/02/2010,Rent,Estate,TRAFCOURT PROPERTIES LTD,2100068851,7882.78
CLG,VTS,10/02/2010,T&S claim,Operational,Staff,2100068856,595.11
CLG,VTS,11/02/2010,IT Licences,IT,COMPANY BARCLAYCARD,2100068920,25.53
CLG,VTS,11/02/2010,Meeting expenses,Central Services,COMPANY BARCLAYCARD,2100068920,89.96
CLG,VTS,11/02/2010,Meeting expenses,IT,COMPANY BARCLAYCARD,2100068920,645.48
CLG,VTS,11/02/2010,Meeting expenses,Training,COMPANY BARCLAYCARD,2100068920,48.73
CLG,VTS,11/02/2010,Meeting expenses,Finance,COMPANY BARCLAYCARD,2100068920,18.5
CLG,VTS,11/02/2010,Meeting expenses,Corporate,COMPANY BARCLAYCARD,2100068920,57.02
CLG,VTS,11/02/2010,Staff Training,Training,COMPANY BARCLAYCARD,2100068920,623.95
CLG,VTS,11/02/2010,Subscription,HR,COMPANY BARCLAYCARD,2100068920,1878
CLG,VTS,12/02/2010,Staff Training,Training,INST REVENUE RATING & VALUATION,2100069008,799.01
CLG,VTS,12/02/2010,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100069009,646.4
CLG,VTS,12/02/2010,Property maintenance,Estate,COFELY LTD,2100069012,1090.2
CLG,VTS,12/02/2010,Property maintenance,Estate,COFELY LTD,2100069014,924.98
CLG,VTS,12/02/2010,Property maintenance,Estate,COFELY LTD,2100069015,604.98
CLG,VTS,12/02/2010,Telecoms,IT,B T PAYMENT SERVICES LTD,2100069018,552.29
CLG,VTS,12/02/2010,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100069030,736.87
CLG,VTS,15/02/2010,Software licenses,IT,CUSTOMGUIDE INCE,2100069031,2186.12
CLG,VTS,12/02/2010,Post,Central Services,NEOPOST LTD,2100069033,5000
CLG,VTS,12/02/2010,Property maintenance,Estate,COFELY LTD,2100069050,1507.23
CLG,VTS,12/02/2010,Heating and lighting,Estate,*EDF ENERGY,2100069051,21220.13
CLG,VTS,12/02/2010,T&S claim,Operational,Staff,2100069055,589
CLG,VTS,12/02/2010,Software licenses,IT,ULTIMA BUSINESS SOLUTIONS,2100069061,40382.72
CLG,VTS,17/02/2010,Printing,Corporate,WHITEHALL PRINTING CO (AVON) LTD,2100069088,850.7
CLG,VTS,18/02/2010,Staff and Members' Conference,Training,HILTON LONDON METROPOLE HOTEL,2100069124,26453.08
CLG,VTS,22/02/2010,Subscription,HR,WOLTERS KLUWER (UK) LTD,2100069145,865.88
CLG,VTS,22/02/2010,Outsourced services,Central Services,DCLG,2100069153,8812.5
CLG,VTS,22/02/2010,Property maintenance,Estate,COFELY LTD,2100069156,593.07
CLG,VTS,22/02/2010,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100069195,646.4
CLG,VTS,22/02/2010,Software licenses,IT,NCC GROUP PLC,2100069204,887.13
CLG,VTS,22/02/2010,Health & Safety,Estate,CAEC HOWARD ARKWRIGHT LTD,2100069205,5302.19
CLG,VTS,24/02/2010,Accom Service Charge,Estate,CAEC HOWARD ARKWRIGHT LTD,2100069207,1939.93
CLG,VTS,24/02/2010,Property maintenance,Estate,COFELY LTD,2100069212,604.98
CLG,VTS,24/02/2010,Property maintenance,Estate,COFELY LTD,2100069214,604.98
CLG,VTS,24/02/2010,Staff Training,Training,QA  LTD,2100069220,1233.75
CLG,VTS,24/02/2010,Heating and lighting,Operational,BRITISH GAS BUSINESS,2100069233,796.15
CLG,VTS,25/02/2010,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100069238,566.82
CLG,VTS,24/02/2010,Telecoms,IT,BT GLOBAL,2100069239,664.85
CLG,VTS,24/02/2010,Rent,Estate,COMBE ESTATE,2100069246,7250
CLG,VTS,24/02/2010,Rail and Hotel booking services,Corporate,REDFERN TRAVEL LIMITED,2100069267,1245.36
CLG,VTS,24/02/2010,Rail and Hotel booking services,IT,REDFERN TRAVEL LIMITED,2100069267,2613.42
CLG,VTS,24/02/2010,Rail and Hotel booking services,Training,REDFERN TRAVEL LIMITED,2100069267,2922.12
CLG,VTS,24/02/2010,Rail and Hotel booking services,Operational,REDFERN TRAVEL LIMITED,2100069267,2256.04
CLG,VTS,24/02/2010,Rail and Hotel booking services,Finance,REDFERN TRAVEL LIMITED,2100069267,42.74
CLG,VTS,24/02/2010,Rail and Hotel booking services,HR,REDFERN TRAVEL LIMITED,2100069267,1047.09
CLG,VTS,24/02/2010,Rail and Hotel booking services,Estate,REDFERN TRAVEL LIMITED,2100069267,65.93
CLG,VTS,25/02/2010,Security,Estate,G4S SECURE SOLUTIONS (UK),2100069309,1665.15
CLG,VTS,25/02/2010,IT support,IT,VALUATION OFFICE AGENCY,2100069310,7975.95
CLG,VTS,25/02/2010,Projects,IT,VALUATION OFFICE AGENCY,2100069310,25497.38
CLG,VTS,25/02/2010,Projects,IT,COA SOLUTIONS LTD,2100069311,8606.04
CLG,VTS,03/03/2010,Heating and lighting,Operational,BRITISH GAS BUSINESS,2100069400,624.21
CLG,VTS,03/03/2010,Staff and Members' Conference,Training,YORKSHIRE EVENT CENTRE LTD,2100069442,794.5
CLG,VTS,03/03/2010,Judicial Journals,Corporate,PLAIN ENGLISH CAMPAIGN LTD,2100069443,3525
CLG,VTS,04/03/2010,Printing,Corporate,CONQUEST LITHO LTD,2100069549,585.15
CLG,VTS,04/03/2010,Outsourced services,Central Services,*LOGICA CMG UK LTD,2100069558,1075.7
CLG,VTS,04/03/2010,Domestic Services,Estate,CLD SERVICES LTD,2100069570,891.04
CLG,VTS,09/03/2010,Rent,Estate,SPEAKMAN & LIPTROTT,2100069573,8437.5
CLG,VTS,09/03/2010,Rent,Estate,REMIZ PROPERTIES LTD,2100069574,9546.88
CLG,VTS,09/03/2010,Projects,IT,COA SOLUTIONS LTD,2100069650,1057.5
CLG,VTS,09/03/2010,Building Insurance,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100069661,12098.12
CLG,VTS,09/03/2010,Accom Service Charge,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100069664,16622.14
CLG,VTS,09/03/2010,Rent,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100069664,65103.38
CLG,VTS,09/03/2010,Fixed Maintenance,Estate,LAMBERT SMITH HAMPTON,2100069665,1175
CLG,VTS,09/03/2010,T&S claim,Board,Board Chairman,2100069667,992.89
CLG,VTS,09/03/2010,Health & Safety,Estate,ADVANCED SAFETY CONSULTANCY LTD,2100069668,587.5
CLG,VTS,09/03/2010,Projects,IT,VU CREATIVE LIMITED,2100069685,9987.5
CLG,VTS,09/03/2010,Survey,Corporate,QUATROSYSTEM LTD,2100069687,3113.75
CLG,VTS,09/03/2010,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100069688,803
CLG,VTS,09/03/2010,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100069689,646.4
CLG,VTS,09/03/2010,Accom Service Charge,Estate,KEY PROPERTY INVESTMENTS (NO 2) LTD,2100069714,1206.61
CLG,VTS,09/03/2010,Rent,Estate,KEY PROPERTY INVESTMENTS (NO 2) LTD,2100069714,7461.25
CLG,VTS,09/03/2010,Accom Service Charge,Estate,NAVIGATION BUSINESS VILLAGE LTD,2100069715,1200
CLG,VTS,11/03/2010,Property maintenance,Estate,COFELY LTD,2100069718,1090.2
CLG,VTS,11/03/2010,Property maintenance,Estate,COFELY LTD,2100069719,530.95
CLG,VTS,11/03/2010,Property maintenance,Estate,COFELY LTD,2100069720,604.98
CLG,VTS,15/03/2010,Property maintenance,Estate,COFELY LTD,2100069724,924.98
CLG,VTS,09/03/2010,Tribunal Hearing Venues,Operational,HIGHPOINT EVENTS LTD,2100069727,2624.5
CLG,VTS,09/03/2010,Projects,IT,SOFTWARE BOX LTD,2100069732,2005.42
CLG,VTS,09/03/2010,Agency Staff,HR,HUNTRESS SEARCH LTD,2100069733,813.15
CLG,VTS,11/03/2010,Post,Central Services,NEOPOST LTD,2100069899,5000
CLG,VTS,11/03/2010,Meeting expenses,Operational,BOURNEMOUTH LIBRARY,2100069953,19.78
CLG,VTS,11/03/2010,Tribunal Hearing Venues,Operational,BOURNEMOUTH LIBRARY,2100069953,486
CLG,VTS,12/03/2010,Rates,Estate,BOLTON MBC,2100069979,8284.1
CLG,VTS,11/03/2010,Legal fees,Central Services,BEACHCROFT LLP,2100069981,957.27
CLG,VTS,11/03/2010,Subscription,HR,ESTATES GAZETTE,2100069987,4970.25
CLG,VTS,12/03/2010,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100069991,646.4
CLG,VTS,11/03/2010,IT Licences,IT,COMPANY BARCLAYCARD,2100070089,75.45
CLG,VTS,11/03/2010,Meeting expenses,Central Services,COMPANY BARCLAYCARD,2100070089,106.26
CLG,VTS,11/03/2010,Meeting expenses,IT,COMPANY BARCLAYCARD,2100070089,526.64
CLG,VTS,11/03/2010,Meeting expenses,Finance,COMPANY BARCLAYCARD,2100070089,19.05
CLG,VTS,11/03/2010,Meeting expenses,Corporate,COMPANY BARCLAYCARD,2100070089,58
CLG,VTS,11/03/2010,Rail and Hotel booking services,Training,COMPANY BARCLAYCARD,2100070089,729
CLG,VTS,11/03/2010,Rail and Hotel booking services,IT,COMPANY BARCLAYCARD,2100070089,273.7
CLG,VTS,11/03/2010,Subscription,HR,COMPANY BARCLAYCARD,2100070089,25
CLG,VTS,15/03/2010,Property maintenance,Estate,COFELY LTD,2100070108,593.07
CLG,VTS,15/03/2010,Rates,Estate,PLYMOUTH CITY COUNCIL,2100070110,9364.72
CLG,VTS,15/03/2010,Heating and lighting,Estate,*EDF ENERGY,2100070111,1666.85
CLG,VTS,15/03/2010,Heating and lighting,Estate,POWERGEN,2100070112,2610.02
CLG,VTS,15/03/2010,Judicial Journals,Corporate,LEXIS-NEXIS UK,2100070114,725.45
CLG,VTS,15/03/2010,Tribunal Hearing Venues,Operational,YEW LODGE HOTEL & CONFERENCE CENTRE,2100070138,638
CLG,VTS,15/03/2010,Rates,Estate,DONCASTER MBC,2100070142,20907
CLG,VTS,15/03/2010,Rates,Estate,LB TOWER HAMLETS,2100070143,67270
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070162,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070163,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070164,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070165,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070166,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070167,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070168,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070169,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070170,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070171,595
CLG,VTS,15/03/2010,Printing,Corporate,RATING VALUATION REPORTER,2100070172,595
CLG,VTS,15/03/2010,Printing,Corporate,RATING VALUATION REPORTER,2100070173,595
CLG,VTS,15/03/2010,Printing,Corporate,RATING VALUATION REPORTER,2100070175,595
CLG,VTS,15/03/2010,Printing,Corporate,RATING VALUATION REPORTER,2100070176,595
CLG,VTS,15/03/2010,Printing,Corporate,RATING VALUATION REPORTER,2100070177,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070178,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070179,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070180,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070181,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070182,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070183,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070184,595
CLG,VTS,15/03/2010,Judicial Journals,Corporate,RATING VALUATION REPORTER,2100070185,595
CLG,VTS,15/03/2010,Office Supplies,Central Services,MISCO,2100070186,2264.51
CLG,VTS,17/03/2010,Office Supplies,Operational,MISCO,2100070188,588.63
CLG,VTS,17/03/2010,Survey,Corporate,QUATROSYSTEM LTD,2100070191,8636.25
CLG,VTS,17/03/2010,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100070192,741.59
CLG,VTS,17/03/2010,Printing,Corporate,QD - QUARTO DESIGN,2100070196,2585
CLG,VTS,17/03/2010,Printing,Corporate,QD - QUARTO DESIGN,2100070198,1398.25
CLG,VTS,17/03/2010,Office Supplies,Operational,MISCO,2100070199,588.63
CLG,VTS,17/03/2010,Staff and Members' Conference,Training,BEST WESTERN GATWICK MOAT HOUSE,2100070202,1095.53
CLG,VTS,17/03/2010,Office Supplies,Operational,MISCO,2100070203,588.63
CLG,VTS,17/03/2010,Office Supplies,Operational,MISCO,2100070204,588.63
CLG,VTS,25/03/2010,T&S claim,Corporate,Member,2100070208,549.18
CLG,VTS,17/03/2010,Office Supplies,Operational,MISCO,2100070215,588.63
CLG,VTS,17/03/2010,Office Supplies,Operational,MISCO,2100070216,588.63
CLG,VTS,17/03/2010,Office Supplies,Central Services,MISCO,2100070217,1432.63
CLG,VTS,17/03/2010,Agency Staff,HR,HUNTRESS SEARCH LTD,2100070250,835.43
CLG,VTS,17/03/2010,Projects,IT,COA SOLUTIONS LTD,2100070259,7285
CLG,VTS,17/03/2010,Projects,IT,COA SOLUTIONS LTD,2100070260,6227.5
CLG,VTS,17/03/2010,Printing,Corporate,WHITEHALL PRINTING CO (AVON) LTD,2100070261,1394.73
CLG,VTS,17/03/2010,Outsourced services,Central Services,HYMANS ROBERTSON,2100070262,30075.3
CLG,VTS,17/03/2010,Fixed Maintenance,Estate,LAMBERT SMITH HAMPTON,2100070263,1175
CLG,VTS,17/03/2010,Rates,Estate,PRESTON CITY COUNCIL,2100070267,13574.77
CLG,VTS,17/03/2010,Rates,Estate,PETERBOROUGH CITY COUNCIL,2100070268,3324.62
CLG,VTS,17/03/2010,Post,Central Services,NEOPOST LTD,2100070277,5000
CLG,VTS,17/03/2010,Telecoms,IT,NTL TELEWEST BUSINESS,2100070295,19534.38
CLG,VTS,17/03/2010,Data Security,IT,GRIFFIN SECURITY MANAGEMENT LTD,2100070296,5252.04
CLG,VTS,19/03/2010,Audit Fees,Central Services,MOORE STEPHENS,2100070344,7155.75
CLG,VTS,19/03/2010,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100070347,646.4
CLG,VTS,19/03/2010,Publicity,Corporate,INST REVENUE RATING & VALUATION,2100070354,1614.45
CLG,VTS,19/03/2010,Staff and Members' Conference,Training,COMET (RAMADA JARVIS) HOTEL,2100070363,941
CLG,VTS,19/03/2010,IT support,IT,VALUATION OFFICE AGENCY,2100070402,117300.31
CLG,VTS,19/03/2010,Projects,IT,VALUATION OFFICE AGENCY,2100070402,30252.65
CLG,VTS,19/03/2010,IT support,IT,VALUATION OFFICE AGENCY,2100070403,64284.39
CLG,VTS,19/03/2010,Projects,IT,VALUATION OFFICE AGENCY,2100070403,76888.32
CLG,VTS,19/03/2010,Outsourced services,Central Services,DCLG,2100070404,8812.5
CLG,VTS,19/03/2010,Property maintenance,Estate,COFELY LTD,2100070410,604.98
CLG,VTS,19/03/2010,Rates,Estate,STAFFORD BC,2100070414,10906.68
CLG,VTS,19/03/2010,IT Hardware,IT,CFH TOTAL DOCUMENT MANAGEMENT LTD,2100070415,1000
CLG,VTS,19/03/2010,Rail and Hotel booking services,Training,COA SOLUTIONS LTD,2100070416,716.75
CLG,VTS,19/03/2010,Staff and Members' Conference,Training,LANCASHIRE COUNTY COUNCIL,2100070417,1800.9
CLG,VTS,19/03/2010,Fixed Maintenance,Estate,LAMBERT SMITH HAMPTON,2100070419,3752.69
CLG,VTS,22/03/2010,Staff and Members' Conference,Training,GLEEDA LTD,2100070516,993.62
CLG,VTS,23/03/2010,Property maintenance,Estate,COFELY LTD,2100070553,604.98
CLG,VTS,23/03/2010,Property maintenance,Estate,COFELY LTD,2100070555,530.95
CLG,VTS,23/03/2010,Property maintenance,Estate,COFELY LTD,2100070557,593.07
CLG,VTS,23/03/2010,Property maintenance,Estate,COFELY LTD,2100070558,984.65
CLG,VTS,23/03/2010,Property maintenance,Estate,COFELY LTD,2100070559,922.25
CLG,VTS,23/03/2010,Property maintenance,Estate,COFELY LTD,2100070562,1090.2
CLG,VTS,23/03/2010,Health & Safety,Estate,ADVANCED SAFETY CONSULTANCY LTD,2100070563,3701.25
CLG,VTS,23/03/2010,Office Furniture,Estate,INTER COUNTY OFFICE FURNITURE,2100070565,2204.3
CLG,VTS,23/03/2010,Staff and Members' Conference,Training,DURHAM CENTRE,2100070581,825.09
CLG,VTS,23/03/2010,Office Furniture,Estate,INTER COUNTY OFFICE FURNITURE,2100070586,4200.63
CLG,VTS,23/03/2010,Agency Staff,HR,HUNTRESS SEARCH LTD,2100070587,835.43
CLG,VTS,23/03/2010,Rail and Hotel booking services,Board,REDFERN TRAVEL LIMITED,2100070592,220.46
CLG,VTS,23/03/2010,Rail and Hotel booking services,Estate,REDFERN TRAVEL LIMITED,2100070592,208.02
CLG,VTS,23/03/2010,Rail and Hotel booking services,Corporate,REDFERN TRAVEL LIMITED,2100070592,3787.32
CLG,VTS,23/03/2010,Rail and Hotel booking services,IT,REDFERN TRAVEL LIMITED,2100070592,1361.7
CLG,VTS,23/03/2010,Rail and Hotel booking services,Training,REDFERN TRAVEL LIMITED,2100070592,1593.09
CLG,VTS,23/03/2010,Rail and Hotel booking services,Operational,REDFERN TRAVEL LIMITED,2100070592,2490.64
CLG,VTS,23/03/2010,Rail and Hotel booking services,Central Services,REDFERN TRAVEL LIMITED,2100070592,-19.03
CLG,VTS,23/03/2010,Rail and Hotel booking services,HR,REDFERN TRAVEL LIMITED,2100070592,470.84
CLG,VTS,25/03/2010,Printing,Corporate,WHITEHALL PRINTING CO (AVON) LTD,2100070594,2408.11
CLG,VTS,25/03/2010,Meeting expenses,Operational,YORKSHIRE EVENT CENTRE LTD,2100070599,56
CLG,VTS,25/03/2010,Tribunal Hearing Venues,Operational,YORKSHIRE EVENT CENTRE LTD,2100070599,904
CLG,VTS,25/03/2010,Dilaps/Refurbishment,Estate,JOHN DAVIES INTERIORS LTD,2100070600,5632.66
CLG,VTS,23/03/2010,Dilaps/Refurbishment,Estate,WAINGAP CONTRACTS LTD,2100070602,752.39
CLG,VTS,23/03/2010,Dilaps/Refurbishment,Estate,WAINGAP CONTRACTS LTD,2100070683,-752.39
CLG,VTS,25/03/2010,Dilaps/Refurbishment,Estate,WAINGAP CONTRACTS LTD,2100070684,768.74
CLG,VTS,25/03/2010,Telecoms,IT,BT GLOBAL,2100070696,664.85
CLG,VTS,26/03/2010,IT Hardware,IT,MISCO,2100070697,786.59
CLG,VTS,26/03/2010,Software licenses,IT,MISCO,2100070698,541.33
CLG,VTS,25/03/2010,Telecoms,IT,NTL TELEWEST BUSINESS,2100070702,55451.3
CLG,VTS,25/03/2010,IT Licences,IT,IMERJA LIMITED,2100070703,1589.17
CLG,VTS,26/03/2010,Staff and Members' Conference,Training,ARROW MILL HOTEL & RESTAURANT,2100070748,717
CLG,VTS,26/03/2010,T&S claim,Corporate,Staff,2100070810,4
CLG,VTS,26/03/2010,T&S claim,Operational,Staff,2100070810,292.14
CLG,VTS,26/03/2010,T&S claim,HR,Staff,2100070810,200
CLG,VTS,26/03/2010,T&S claim,Training,Staff,2100070810,52
