Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,GO,01/02/2011,Accommodation Service Charges,RCU - PAM - Property Asset Management,HONEYWELL CONTROL SYSTEMS LTD,5106156089,"3,146.65"
Communities & Local Government,GO,01/02/2011,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106156055,"2,560.98"
Communities & Local Government,GO,01/02/2011,IT Maintenance,GORCU Admin DEL Votd,CABLE & WIRELESS,5106156156,513.97
Communities & Local Government,GO,01/02/2011,Stationery,GOSE,DCLG GOVERNMENT PROCUREMENT CARD,1000002966,821.51
Communities & Local Government,GO,01/02/2011,Training,GOSE,DCLG GOVERNMENT PROCUREMENT CARD,1000002966,"1,527.59"
Communities & Local Government,GO,02/02/2011,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,5106155904,"3,891.85"
Communities & Local Government,GO,02/02/2011,Fixed Maintenance,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,5106156080,"111,196.57"
Communities & Local Government,GO,02/02/2011,Post,GOYH,GOVERNMENT CAR & DESPATCH AGENCY,2100188800,494
Communities & Local Government,GO,02/02/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,SIEMENS FINANCIAL SERVICES LTD,5106156122,964.79
Communities & Local Government,GO,03/02/2011,Agency Staff,GORCU Admin DEL Votd,CENTRAL OFFICE OF INFORMATION,5106156330,"5,696.96"
Communities & Local Government,GO,03/02/2011,Telecoms equipment (non-capitalised),RCU - PAM - Property Asset Management,INTERNET VIDEOCOMMUNICATIONS LTD,5106156179,"1,083.94"
Communities & Local Government,GO,03/02/2011,Telecoms equipment (non-capitalised),RCU - PAM - Property Asset Management,INTERNET VIDEOCOMMUNICATIONS LTD,5106156220,"1,083.94"
Communities & Local Government,GO,03/02/2011,Telephone call costs,GORCU Admin DEL Votd,VODAFONE UK,5106156344,"1,815.12"
Communities & Local Government,GO,03/02/2011,Telephone call costs,GORCU Admin DEL Votd,VODAFONE UK,5106156346,"7,297.65"
Communities & Local Government,GO,03/02/2011,Training,GORCU Admin DEL Votd,FARADAY PARTNERSHIP LTD,2100188854,"-5,800.00"
Communities & Local Government,GO,03/02/2011,Training,GORCU Admin DEL Votd,FARADAY PARTNERSHIP LTD,5106156301,"5,800.00"
Communities & Local Government,GO,03/02/2011,Training,GOSE,ACUITY TRAINING LTD,2100188794,"1,485.00"
Communities & Local Government,GO,03/02/2011,Training,GOSE,NATIONAL SCHOOL OF GOVERNMENT,2100188796,"2,825.00"
Communities & Local Government,GO,03/02/2011,Training,GOWM,NEWCASTLE COLLEGE,2100188823,500
Communities & Local Government,GO,03/02/2011,Training,GOYH,DCLG GOVERNMENT PROCUREMENT CARD,1000002970,"2,400.00"
Communities & Local Government,GO,03/02/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,AMEY COMMUNITY LTD,5106156342,"36,234.88"
Communities & Local Government,GO,03/02/2011,Waste Disposal and pest control,RCU - PAM - Property Asset Management,AZCOM BUSINESS SOLUTIONS LTD,5106156202,"2,810.00"
Communities & Local Government,GO,04/02/2011,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106156416,"1,038.82"
Communities & Local Government,GO,04/02/2011,Training,GONW,GOVNET COMMUNICATIONS,5106156441,510
Communities & Local Government,GO,04/02/2011,Training,GONW,KEYNET LTD,5106156439,"2,934.89"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106152548,"2,275.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106156366,"3,200.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106156385,"1,800.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106156387,"3,200.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106156389,"2,275.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106156393,"3,200.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106156395,"1,800.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106156399,"4,330.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106156403,"1,800.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106156405,"1,800.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106156407,"1,800.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106156409,"4,330.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,FARADAY PARTNERSHIP LTD,5106156423,"20,300.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,FARADAY PARTNERSHIP LTD,5106156426,"11,600.00"
Communities & Local Government,GO,04/02/2011,Training,GORCU Admin DEL Votd,FARADAY PARTNERSHIP LTD,5106156437,"5,800.00"
Communities & Local Government,GO,04/02/2011,Training,GOWM,COLLEGE OF FOOT HEALTH PRACTIT'NRS,2100188910,748.75
Communities & Local Government,GO,04/02/2011,Training,GOWM,COLLEGE OF FOOT HEALTH PRACTIT'NRS,2300002062,-748.75
Communities & Local Government,GO,04/02/2011,Training,GOYH,FITNESS2LIVE (UK) LTD,2100188860,"1,703.37"
Communities & Local Government,GO,04/02/2011,Training,GOYH,PROVENTURE CONSULTING LTD,2100188859,773.1
Communities & Local Government,GO,04/02/2011,Training,GOYH,STEVE HALLS & ASSOCIATES LTD,2100188629,"2,600.00"
Communities & Local Government,GO,04/02/2011,Waste Disposal and pest control,GOSE,GOVERNMENT CAR & DESPATCH AGENCY,2100188824,"2,184.00"
Communities & Local Government,GO,07/02/2011,Electricity,RCU - PAM - Property Asset Management,NPOWER LTD,5106155902,"8,377.87"
