FREEDOM OF INFORMATION,,
MOD Requests to 17 December 2010,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,

Case Number,Date Due,Request Summary
13-12-2010-095540-001,12/01/2011,Please provide information on the number of times confidential information has been leaked by staff on the internet via social networking sites in the last 3 years along with the number of staff that have been disciplined as a result.
13-12-2010-095953-002,12/01/2011,Please provide details of the number of British service personnel who have lost their lives to US friendly fire incidents since the start of the first Gulf war.
13-12-2010-111028-004,12/01/2011,Please advise and provide information on various questions about the FATS framework.
13-12-2010-111422-005,12/01/2011,Please provide information on the radiation reading levels recorded for each of the five specified tests taken during 1958 at Christmas Island.
13-12-2010-113632-006,13/01/2011,Please provide a copy the MDPGA's policy relating to the issuance of ID/Warrant/cards for members of the MOD Police and also the three service police agencies.
13-12-2010-134122-001,12/01/2011,"Please provide a copy of the post-exercise evaluation report on the nuclear emergency exercise, which involved local authorities and agencies in Sheffield, that took place in 2008.  "
13-12-2010-143938-002,13/01/2011,"Please provide a copy of the Royal Air Forces's policy relating to the issuance of ID/Warrant/Authorisation cards, to members of the Royal Air Force Police."
13-12-2010-145040-003,13/01/2011,Please provide a copy of the policy/guidance on items of Personal Protective Equipment issued to RMP NCOs/Officers.
13-12-2010-145607-004,13/01/2011,Please provide a copy of the policy/guidance on items of Personal Protective Equipment issued to RAFP NCOs/Officers.
13-12-2010-145908-005,13/01/2011,Please provide a copy of the policy/guidance for members of the RMP (including SIB) serving on attachments/secondments to other organisations.
13-12-2010-150226-006,13/01/2011,"Please provide a copy of the policy documents regarding the use of RMP entering into a co-operation agreement with Dorset, Gloucestershire and several other police forces to create a joint covert operations service in 2009. "
13-12-2010-150512-007,13/01/2011,"Please provide copies of any policy documents relating to joint patrols between the service police (RMP, RAFP and the RNP) and Wiltshire and Essex police forces. "
13-12-2010-152452-008,13/01/2011,Please provide information relating to the UK Professional Exchange Officer program particularly between the Royal Military Police and the US Army Military Police Corps.
13-12-2010-153209-009,13/01/2011,"Please provide copies of instructions issued to warships participating in British Nuclear Tests for vessels with metal decks washing down, following detonation. "
13-12-2010-154150-011,13/01/2011,Please release copies of black and white photographs taken by a specified individual on 26 December 1980 at Rendlesham forest.
13-12-2010-154504-012,13/01/2011,Please advise on the cost of training service pilots for sea rescue.     
13-12-2010-155037-013,07/01/2011,Please advise on the civilian manpower strategy of Band C2 and C1 posts in Warminster and the surrounding area within a 7 mile radius. 
