AIR DEFENCE RANGE MANORBIER - MISSILE NOISE DATA ,,,,,,,,,,
,,,,,,,,,,
23 April to 8 June  2012,,,,,,,,,,
,,,,,,,,,,
As measured at the range boundary,,,,,,,,,,
,,,,,,,,,,
Missile No,Date,Time,Noise Level (db),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,23 April 2012,14.43,121. 5,,,,,,,
2,23 April 2012,14.55,119.7,,,,,,,
3,23 April 2012,15.13,121.6,,,,,,,
4,23 April 2012,15.23,116.8,,,,,,,
5,23 April 2012,16.11,120.6,,,,,,,
6,23 April 2012,16.24,113.9,,,,,,,
7,24 April 2012,11.41,125.3,,,,,,,
8,24 April 2012,11.53,125.9,,
9,24 April 2012,12.14,126.6,,
10,24 April 2012,12.24,125.9,,
11,24 April 2012,14.16,126.1,,
12,26 April 2012,14.15,122.2,,
13,26 April 2012,14.25,122.7,,
14,26 April 2012,14.37,122.7,,
15,26 April 2012,15.47,124.6,,
16,26 April 2012,15.57,122.6,,
17,26 April 2012,16.15,122.8,,
18,27 April 2012,12.25,117.9,,
19,27 April 2012,12.35,118.2,,
20,27 April 2012,15.36,115.6,,
21,27 April 2012,15.45,122.8,,
22,2 May 2012,10.45,121. 9,,
23,2 May 2012,11.04,122.5,,
24,2 May 2012,12.21,121.8,,
25,2 May 2012,12.33,123.6,,
26,2 May 2012,12.48,124.2,,
27,2 May 2012,14.07,124.2,,
28,2 May 2012,14.15,No read,,
29,2 May 2012,15.31,No read,,
30,2 May 2012,16.08,123.8,,
31,2 May 2012,16.28,118.9,,
32,8 May 2012,12.31,129,,
33,8 May 2012,12.47,127,,
34,8 May 2012,13.11,126.1,,
35,8 May 2012,14.22,127.2,,
36,8 May 2012,14.34,126.2,,
37,8 May 2012,15.58,123.4,,
38,8 May 2012,16.01,123.6,,
39,8 May 2012,16.06,124.4,,
40,8 May 2012,16.15,124
41,8 May 2012,16.17,123.2
42,28 May 2012,12.25,124.1
43,28 May 2012,12.49,126.9
44,28 May 2012,13.07,124.8
45,28 May 2012,14.25,Not recorded (eqpt fault)
46,28 May 2012,14.32,122.3
47,28 May 2012,15.45,Not recorded (eqpt fault)
48,28 May 2012,15.46,Not recorded (eqpt fault)
49,28 May 2012,16.03,121
50,28 May 2012,16.04,124.4
51,29 May 2012,13.55,121.9
52,29 May 2012,13.57,121.4
53,29 May 2012,14.11,123.8
54,29 May 2012,14.12,121.8
55,29 May 2012,15.55,121
56,29 May 2012,16.03,125
57,29 May 2012,16.29,124.2
58,29 May 2012,16.29,124.2
59,30 May 2012,9.48,123.8
60,30 May 2012,10.01,123.9
61,30 May 2012,14.21,120.3
62,30 May 2012,14.39,120.5
63,30 May 2012,14.53,123.4
64,30 May 2012,15.09,121.7
65,30 May 2012,15.47,122.8
66,30 May 2012,16.01,122.9
67,30 May 2012,16.11,121.3
68,30 May 2012,16.29,121.5
69,1 June 2012,13.11,123.5
70,1 June 2012,13.26,124.3
71,1 June 2012,13.41,123
72,1 June 2012,14.34,124.7
73,1 June 2012,14.51,124.7
74,1 June 2012,15.52,125.4
75,1 June 2012,16.03,123.5
76,6 June 2012,12.03,125.3
77,6 June 2012,12.14,124.4
78,6 June 2012,12.36,124.3
79,6 June 2012,13.04,123.6
80,6 June 2012,14.15,122.3
81,6 June 2012,14.28,123.1
82,6 June 2012,15.35,122
83,6 June 2012,15.47,123.7
84,6 June 2012,16.01,123.9
85,6 June 2012,16.35,124
86,6 June 2012,16.57,123.9
87,6 June 2012,17.16,122.7
88,6 June 2012,17.28,122.7
89,7 June 2012,11.15,129.8
90,7 June 2012,11.31,131.2
