Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,25/06/2012,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,955383,Cost of food services,"56,510.11"
Ministry of Defence,Ministry of Defence,27/06/2012,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PO9 5DD,957219,Utilities consumed - electricity,"56,338.00"
Ministry of Defence,Ministry of Defence,26/06/2012,Fees for professional services,Central TLB,TNT UK LIMITED,BL0 9AR,956509,Fees for professional services excluding legal fees,"56,324.39"
Ministry of Defence,Ministry of Defence,22/06/2012,IT and communication services,Navy Command,E3 MEDIA LIMITED,BS4 3EH,954640,Line + telephone rental including commercial charge for use of radio frequencies,"56,216.22"
Ministry of Defence,Ministry of Defence,06/06/2012,Fees for professional services,Air Command,M.P.I. AVIATION LTD,SG13 7DQ,946596,Fees for professional services excluding legal fees,"56,030.85"
Ministry of Defence,Ministry of Defence,22/06/2012,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,955009,Works - estate management,"55,904.32"
Ministry of Defence,Ministry of Defence,07/06/2012,Payment of utilities,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000078847,Utilities consumed - electricity,"55,886.84"
Ministry of Defence,Defence Support Group,28/06/2012,Electricity,Business Stream 1,EDF ENERGY 1 LIMITED,,10169123,,"55,852.81"
Ministry of Defence,Ministry of Defence,27/06/2012,Fuel for military use,Defence Infrastructure Organisation ,GB OILS LIMITED,WA3 6XG,169837,Cost of ground diesel fuel consumed,"55,826.85"
Ministry of Defence,Ministry of Defence,29/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,EOD SOLUTIONS (CLEARANCE) LTD,NN9 5JD,958369,Equipment support project costs,"55,783.55"
Ministry of Defence,Ministry of Defence,28/06/2012,Fuel for military use,Land Forces,EUROSHELL DEUTSCHLAND GMBH,,5000079903,Oil and lubricants consumed excluding those from the inventory system,"55,657.38"
Ministry of Defence,Ministry of Defence,20/06/2012,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,953029,Property dwellings private finance initiative - service concession arrangement service charge,"55,611.02"
Ministry of Defence,Council of Reserve Forces and Cadets Associations,12/06/2012,Purchase of buildings and military equipment ,Capital Expenditure,THREE PINES BUILDING CO LTD,,1510,Assets in the Course of Construction,"55,521.40"
Ministry of Defence,Ministry of Defence,13/06/2012,Rent and rates,Defence Infrastructure Organisation ,BOROUGH COUNCIL OF KINGS LYNN & WEST NORFOLK,PE30 1PX,949398,Rent buildings - non civil estate property and married quarter property,"55,461.92"
Ministry of Defence,Ministry of Defence,26/06/2012,Fuel for military use,Land Forces,NORWEGIAN DEFENCE,,2095473,Aviation fuel casual uplift consumed,"55,381.87"
Ministry of Defence,Ministry of Defence,29/06/2012,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,958055,Spend on Inventory - General,"55,209.72"
Ministry of Defence,Ministry of Defence,22/06/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,955009,Fiscal asset under construction - capital in year addition,"55,170.70"
Ministry of Defence,Ministry of Defence,06/06/2012,Spend on Inventory - General,Defence Equipment & Support,T O C LIMITED,CV3 2AN,946802,Spend on Inventory - General,"55,102.08"
Ministry of Defence,Ministry of Defence,27/06/2012,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,956585,Transport other operating lease,"55,014.94"
Ministry of Defence,Ministry of Defence,27/06/2012,Payment of utilities,Joint Forces Command,VEOLIA WATER OUTSOURCING LIMITED,AL10 9HL,957336,Utilities consumed - water + sewage,"54,938.02"
Ministry of Defence,Ministry of Defence,15/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,NEWMAN & SPURR CONSULTANCY  LIMITED,GU15 3SY,951356,Post design services which are not capitalised,"54,882.00"
Ministry of Defence,Ministry of Defence,07/06/2012,Rent and rates,Defence Infrastructure Organisation ,TRUSTEES OF THE MICHAEL J FIELD SIPPS P & B RACKIND TRUST ACCT,BS1 4AB,947459,Rent buildings - non civil estate property and married quarter property,"54,750.00"
Ministry of Defence,Ministry of Defence,28/06/2012,"Transportation of personnel, freight and travel expenses",Air Command,EUROCONTROL,,5000079901,Aircraft landing fees,"54,669.18"
Ministry of Defence,Ministry of Defence,13/06/2012,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,949348,Cost of food services,"54,524.30"
Ministry of Defence,Defence Science and Technology Laboratory,01/06/2012,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000143202 - 00137438,,"54,325.00"
Ministry of Defence,Defence Science and Technology Laboratory,01/06/2012,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000143259 - 00136945,,"54,186.36"
Ministry of Defence,Defence Science and Technology Laboratory,29/06/2012,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000143793 - 00139091,,"54,159.00"
Ministry of Defence,Ministry of Defence,18/06/2012,Design services and minor equipment purchases,Joint Forces Command,VEOLIA ES (UK) LIMITED,WS11 9JY,952416,Equipment support project costs,"54,051.29"
Ministry of Defence,Defence Science and Technology Laboratory,12/06/2012,Energy & Utility,Infrastructure,THAMES WATER UTILITIES LIMITED,,V - 9000143442 - 00138026,,"53,944.89"
Ministry of Defence,Ministry of Defence,22/06/2012,IT and communication services,Navy Command,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,954699,Computer equipment costing below the capitalisation threshold,"53,741.48"
Ministry of Defence,Ministry of Defence,25/06/2012,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,955427,Utilities consumed - heating oil,"53,677.89"
Ministry of Defence,Ministry of Defence,15/06/2012,Fees for professional services,Land Forces,NATIONAL PROBATION SERVICE FOR ENGLAND AND WALES,SO23 8DQ,951348,Fees for professional services excluding legal fees,"53,602.84"
Ministry of Defence,Ministry of Defence,29/06/2012,Rent and rates,Defence Infrastructure Organisation ,S A IMMOLITH,,5000080124,Rent buildings - married quarter property,"53,565.41"
Ministry of Defence,Ministry of Defence,14/06/2012,Spend on Inventory - General,Defence Equipment & Support,HOBSON INDUSTRIES LIMITED,LN11 9TR,950440,Spend on Inventory - General,"53,450.03"
Ministry of Defence,Ministry of Defence,26/06/2012,"Transportation of personnel, freight and travel expenses",Land Forces,AUTOHAUS ULMEN GMBH & CO KG,,5000079617,Movement of service personnel,"53,366.50"
Ministry of Defence,Defence Support Group,22/06/2012,Telephone - Lines & Rental,Corporate,BRITISH TELECOMMUNICATIONS PLC,,10168832,,"53,145.48"
Ministry of Defence,Defence Science and Technology Laboratory,29/06/2012,Professional Services,Operations,METROPOLITAN POLICE SERVICE,,V - 9000143852 - 00139102,,"53,044.38"
Ministry of Defence,Ministry of Defence,27/06/2012,Spend on Inventory - General,Defence Equipment & Support,SCA PACKAGING LIMITED,LE10 3BX,957186,Spend on Inventory - General,"53,008.37"
Ministry of Defence,Ministry of Defence,27/06/2012,Spend on Inventory - General,Defence Equipment & Support,ACTIVE ELECTRONICS PLC,HP13 6ET,956551,Spend on Inventory - General,"52,769.87"
Ministry of Defence,Ministry of Defence,21/06/2012,Externally delivered education and training,Land Forces,TREASURER OF THE UNITED STATES - DSSN 5570,,1000001615,External training - civilian,"52,524.84"
Ministry of Defence,Ministry of Defence,15/06/2012,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,951595,Spend on Inventory - General,"52,481.79"
Ministry of Defence,Ministry of Defence,14/06/2012,Administration,Central TLB,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,950441,General administration,"52,439.44"
Ministry of Defence,Ministry of Defence,13/06/2012,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,949995,Spend on Inventory - General,"52,429.27"
Ministry of Defence,Ministry of Defence,20/06/2012,Purchase of buildings and military equipment ,Defence Equipment & Support,EXTREME CASES LIMITED,SO51 9AQ,953358,Single use military equipment asset under construction - capital in year addition,"52,407.36"
Ministry of Defence,Ministry of Defence,13/06/2012,Rent and rates,Defence Infrastructure Organisation ,EAST HAMPSHIRE DISTRICT COUNCIL,GU31 4EX,949615,Rent buildings - non civil estate property and married quarter property,"52,396.46"
Ministry of Defence,Ministry of Defence,25/06/2012,Fuel for military use,Air Command,GB OILS LIMITED,WA3 6XG,169796,Cost of ground diesel fuel consumed,"52,395.38"
Ministry of Defence,Defence Support Group,22/06/2012,Works,Corporate,CARILLION ENTERPRISE LTD,,10168391,,"52,211.86"
Ministry of Defence,Ministry of Defence,22/06/2012,Rent and rates,Defence Infrastructure Organisation ,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,CB3 6EA,954946,Rent buildings - non civil estate property and married quarter property,"51,979.70"
Ministry of Defence,Ministry of Defence,06/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,AGUSTAWESTLAND LIMITED,BA20 2YB,946122,Equipment support non-project costs,"51,882.89"
Ministry of Defence,Ministry of Defence,27/06/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,956709,Freight movement costs,"51,837.27"
Ministry of Defence,Ministry of Defence,06/06/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,946276,Freight movement costs,"51,827.85"
Ministry of Defence,Ministry of Defence,07/06/2012,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE MUNSTER GMBH,,5000078845,Utilities consumed - electricity,"51,684.23"
Ministry of Defence,Ministry of Defence,20/06/2012,Externally delivered education and training,Land Forces,THE BRITISH SCHOOL OF MOTORING LIMITED,BS32 4TR,169712,External military training ,"51,468.69"
Ministry of Defence,Ministry of Defence,07/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,TERADYNE LIMITED,SK3 0XG,947433,Equipment support non-project costs,"51,383.08"
Ministry of Defence,Defence Science and Technology Laboratory,29/06/2012,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000143857 - 00138721,,"51,339.89"
Ministry of Defence,Defence Science and Technology Laboratory,29/06/2012,Energy & Utility,Infrastructure,EDF ENERGY CUSTOMERS PLC,,V - 0000002156 - 00138981,,"51,233.24"
Ministry of Defence,Ministry of Defence,21/06/2012,IT and communication services,Defence Equipment & Support,CASSIDIAN LIMITED,NP10 8FZ,953874,Information technology services,"51,225.92"
Ministry of Defence,Ministry of Defence,07/06/2012,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,947490,Cost of other material consumed,"51,178.23"
Ministry of Defence,Defence Science and Technology Laboratory,12/06/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000143444 - 00134400,,"51,176.00"
Ministry of Defence,Ministry of Defence,29/06/2012,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,958123,Works - estate management,"50,924.20"
Ministry of Defence,Ministry of Defence,07/06/2012,Rent and rates,Defence Infrastructure Organisation ,M J MAPP LTD,W1W 5QZ,947168,Rent buildings - non civil estate property and married quarter property,"50,665.00"
Ministry of Defence,Ministry of Defence,07/06/2012,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,947462,Spend on Inventory - General,"50,606.91"
Ministry of Defence,Ministry of Defence,27/06/2012,Rent and rates,Defence Infrastructure Organisation ,WINCHESTER CITY COUNCIL,SO23 9LJ,957367,Rent buildings - non civil estate property and married quarter property,"50,456.80"
Ministry of Defence,Royal Hospital Chelsea GIA,01/06/2012,Property Management,Royal Hospital Chelsea,NORLAND MANAGED SERVICES,,PIN119244,,"50,330.88"
Ministry of Defence,Defence Science and Technology Laboratory,01/06/2012,Sub Contracted Work,Programme Office,SYNTHESYS STRATEGIC CONSULTING LIMITED,,V - 9000143267 - 00136138,,"50,272.72"
Ministry of Defence,Ministry of Defence,25/06/2012,Estate management,Defence Equipment & Support,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,955219,Estate + facilities management services - accommodation inventory + service,"50,188.26"
Ministry of Defence,Ministry of Defence,29/06/2012,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000079992,Works - estate management,"50,172.14"
Ministry of Defence,Ministry of Defence,18/06/2012,Administration,Navy Command,DATAFORCE INTERACT LIMITED,NN3 8RG,951788,General administration,"50,152.91"
Ministry of Defence,Defence Science and Technology Laboratory,21/06/2012,Publications/Subscriptions,Infrastructure,BARCLAYCARD,,G - 9000143699 - 00139478,,"50,141.39"
Ministry of Defence,Ministry of Defence,11/06/2012,Spend on Inventory - General,Defence Equipment & Support,HOWARD SHEPHERD (UK) LIMITED,WF4 6ET,948289,Spend on Inventory - General,"50,136.00"
Ministry of Defence,Ministry of Defence,15/06/2012,Fees for professional services,Joint Forces Command,RIGHT MANAGEMENT LIMITED,EC4N 7BE,951470,Fees for professional services excluding legal fees,"50,074.77"
Ministry of Defence,Defence Science and Technology Laboratory,01/06/2012,Sub Contracted Research,Programme Office,UNIVERSITY OF BIRMINGHAM,,V - 9000143211 - 00131987,,"50,000.00"
Ministry of Defence,Ministry of Defence,28/06/2012,Fees for professional services,Central TLB,TNT UK LIMITED,BL0 9AR,957957,Fees for professional services excluding legal fees,"49,999.90"
Ministry of Defence,Ministry of Defence,22/06/2012,Rent and rates,Defence Infrastructure Organisation ,PURBECK DISTRICT COUNCIL,BH20 4PP,954872,Rent buildings - non civil estate property and married quarter property,"49,798.63"
Ministry of Defence,Defence Science and Technology Laboratory,21/06/2012,Capital Asset expenditure,Infrastructure,STERIA LIMITED,,V - 9000143660 - 00138602,,"49,742.03"
Ministry of Defence,Defence Science and Technology Laboratory,21/06/2012,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000143683 - 00138044,,"49,528.50"
Ministry of Defence,Ministry of Defence,29/06/2012,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000016183,Aviation fuel casual uplift consumed,"49,375.60"
Ministry of Defence,Ministry of Defence,27/06/2012,Spend on Inventory - General,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,M32 0NB,956991,Spend on Inventory - General,"49,349.09"
Ministry of Defence,Ministry of Defence,02/06/2012,"Transportation of personnel, freight and travel expenses",Central TLB,HAFIF TRAVEL & TOURISM CO. LTD.,,CO AP03 041,Movement of service personnel,"49,347.83"
Ministry of Defence,Ministry of Defence,11/06/2012,Rent and rates,Defence Infrastructure Organisation ,HUNTINGDONSHIRE DISTRICT COUNCIL,PE29 3TN,948293,Rent buildings - non civil estate property and married quarter property,"49,347.45"
Ministry of Defence,Ministry of Defence,18/06/2012,Rent and rates,Defence Infrastructure Organisation ,HUNTINGDONSHIRE DISTRICT COUNCIL,PE29 3TN,952015,Rent buildings - non civil estate property and married quarter property,"49,347.45"
Ministry of Defence,Ministry of Defence,20/06/2012,Fuel for military use,Navy Command,ARVAL UK LTD,SN5 6PE,953023,Oil and lubricants consumed excluding those from the inventory system,"49,275.10"
Ministry of Defence,Ministry of Defence,16/05/2012,Estate management,Defence Equipment & Support,WEI ENG ENGINEERING,,S00128/12,Works - estate management,"49,253.73"
Ministry of Defence,Ministry of Defence,20/06/2012,Purchase of information and communications technology,Defence Equipment & Support,ASPIRE DEFENCE LIMITED,SP9 7QD,953029,IT + communications asset - in year capital addition,"49,109.20"
Ministry of Defence,Ministry of Defence,11/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,RACAL ACOUSTICS LIMITED,HA1 4TR,948536,Equipment support non-project costs,"49,053.04"
Ministry of Defence,Ministry of Defence,08/06/2012,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,947542,Transport other operating lease,"48,903.43"
Ministry of Defence,Defence Science and Technology Laboratory,21/06/2012,IS Development,Infrastructure,STERIA LIMITED,,V - 9000143660 - 00138606,,"48,795.03"
Ministry of Defence,Ministry of Defence,08/06/2012,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,GBR TECHNOLOGY LIMITED,RG7 8NN,947734,Raw materials and consumable oil and lubricants inventory purchased,"48,750.19"
Ministry of Defence,Ministry of Defence,21/06/2012,Payment of utilities,Defence Infrastructure Organisation ,NEW AG,,5000079518,Utilities consumed - water + sewage,"48,638.40"
Ministry of Defence,Ministry of Defence,11/06/2012,General services and support,Defence Equipment & Support,THALES ATM LIMITED,KT9 1TB,948622,Defence equipment CLS/IOS service charge,"48,613.23"
Ministry of Defence,Ministry of Defence,26/06/2012,"Transportation of personnel, freight and travel expenses",Central TLB,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,956401,Military short term detached duty,"48,595.30"
Ministry of Defence,Ministry of Defence,25/06/2012,Design services and minor equipment purchases,Land Forces,4C EUROPE UK LIMITED,W8 5HD,955054,Equipment support project costs,"48,575.00"
Ministry of Defence,Ministry of Defence,21/06/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,PALLETWAYS (U K) LTD,WS13 8NE,954261,Freight movement costs,"48,573.65"
Ministry of Defence,Ministry of Defence,27/06/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,956545,Consumption of medical dental and veterinary inventory,"48,446.01"
Ministry of Defence,Defence Science and Technology Laboratory,21/06/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000143683 - 00138108,,"48,354.35"
Ministry of Defence,Ministry of Defence,22/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR SHREWSBURY LIMITED,SY1 3NX,954555,Equipment support non-project costs,"48,309.27"
Ministry of Defence,Defence Science and Technology Laboratory,15/06/2012,Energy & Utility,Infrastructure,EDF ENERGY CUSTOMERS PLC,,V - 0000002145 - 00138131,,"48,240.39"
Ministry of Defence,Defence Science and Technology Laboratory,21/06/2012,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000143634 - 00138297,,"48,180.73"
Ministry of Defence,Ministry of Defence,27/06/2012,Rent and rates,Defence Infrastructure Organisation ,ST EDMUNDSBURY BOROUGH COUNCIL,IP33 3YS,957223,Rent buildings - non civil estate property and married quarter property,"48,158.45"
Ministry of Defence,Ministry of Defence,25/06/2012,Spend on Inventory - General,Defence Equipment & Support,COMMERCIAL AEROSPACE SERVICES CO. LIMITED,RH13 8RA,955211,Spend on Inventory - General,"48,138.30"
Ministry of Defence,Ministry of Defence,27/06/2012,Rent and rates,Defence Infrastructure Organisation ,SOUTH SOMERSET DISTRICT COUNCIL,BH20 2DH,957212,Rent buildings - non civil estate property and married quarter property,"47,878.71"
Ministry of Defence,Ministry of Defence,11/06/2012,Spend on Inventory - General,Defence Equipment & Support,ACTIVE ELECTRONICS PLC,HP13 6ET,948012,Spend on Inventory - General,"47,712.67"
Ministry of Defence,Ministry of Defence,08/06/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,BRITISH AIRWAYS PLC,UB7 0GB,947572,Freight movement costs,"47,707.61"
Ministry of Defence,Ministry of Defence,27/06/2012,Externally delivered education and training,Land Forces,SYSTEM GROUP LTD,CA6 4NW,957244,External military training ,"47,392.00"
Ministry of Defence,Ministry of Defence,11/06/2012,Rent and rates,Defence Infrastructure Organisation ,MEDWAY COUNCIL,ME4 4TR,948363,Rent buildings - non civil estate property and married quarter property,"47,390.98"
Ministry of Defence,Ministry of Defence,18/06/2012,Rent and rates,Defence Infrastructure Organisation ,MEDWAY COUNCIL,ME4 4TR,952092,Rent buildings - non civil estate property and married quarter property,"47,390.98"
Ministry of Defence,Ministry of Defence,29/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,R2B2 LIMITED,RG40 4JR,958650,Equipment support non-project costs,"47,363.63"
Ministry of Defence,Ministry of Defence,21/06/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,953870,Fiscal asset under construction - capital in year addition,"47,325.42"
Ministry of Defence,Ministry of Defence,27/06/2012,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,WYG MANAGEMENT SERVICES LIMITED,L2 6RE,957381,Fiscal asset under construction - capital in year addition,"47,227.66"
Ministry of Defence,Ministry of Defence,06/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,946269,Equipment support non-project costs,"47,213.57"
Ministry of Defence,Ministry of Defence,06/06/2012,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,946509,Utilities consumed - heating oil,"47,187.93"
Ministry of Defence,Ministry of Defence,22/06/2012,Fuel for military use,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,955034,Cost of ground diesel fuel consumed,"47,161.62"
Ministry of Defence,Ministry of Defence,21/06/2012,Medical treatment & stores and welfare services,Joint Forces Command,QUEEN ELIZABETHS FOUNDATION FOR DISABLED PEOPLE,KT22 0BN,954288,Medical health services,"47,011.75"
Ministry of Defence,Ministry of Defence,18/06/2012,Fees for professional services,Land Forces,PARITY RESOURCES LTD,SW19 3RU,952218,Fees for professional services excluding legal fees,"46,915.61"
Ministry of Defence,Ministry of Defence,28/06/2012,Payment of utilities,Defence Infrastructure Organisation ,ANGLIAN WATER SERVICES LIMITED,LN5 7WR,957412,Utilities consumed - water + sewage,"46,907.43"
Ministry of Defence,Ministry of Defence,07/06/2012,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,5000078780,Works services - excluding United States forces/NATO + married quarters,"46,753.45"
Ministry of Defence,Ministry of Defence,06/06/2012,Spend on Inventory - General,Defence Equipment & Support,ANIXTER LIMITED,S2 4EB,946141,Spend on Inventory - General,"46,724.87"
Ministry of Defence,Ministry of Defence,25/06/2012,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,955427,Utilities consumed - heating oil,"46,618.96"
Ministry of Defence,Defence Science and Technology Laboratory,12/06/2012,Materials & Equipment,Operations,FISHER SCIENTIFIC UK LIMITED,,V - 9000143457 - 00135352,,"46,611.00"
Ministry of Defence,Ministry of Defence,21/06/2012,Payment of utilities,Land Forces,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,954030,Utilities consumed - electricity,"46,599.53"
Ministry of Defence,Ministry of Defence,27/06/2012,Rent and rates,Defence Infrastructure Organisation ,TEWKESBURY BOROUGH COUNCIL,GL20 5TT,957258,Rent buildings - non civil estate property and married quarter property,"46,404.94"
Ministry of Defence,Ministry of Defence,27/06/2012,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,956708,Equipment support non-project costs,"46,399.47"
Ministry of Defence,Ministry of Defence,18/06/2012,Food and clothing,Defence Infrastructure Organisation ,RANDSTAD DEUTSCHLAND GMBH,,5000079243,Cost of food services,"46,381.92"
Ministry of Defence,Ministry of Defence,21/06/2012,Design services and minor equipment purchases,Air Command,CALLCREDIT MARKETING LTD,LS3 1EP,953861,Equipment support non-project costs,"46,328.85"
Ministry of Defence,Ministry of Defence,29/06/2012,Externally delivered education and training,Land Forces,OPEN UNIVERSITY (THE),MK7 6BT,958607,External military training ,"46,303.20"
Ministry of Defence,Ministry of Defence,26/06/2012,"Transportation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,956401,Military short term detached duty,"46,297.50"
Ministry of Defence,Ministry of Defence,07/06/2012,IT and communication services,Joint Forces Command,CYPRUS TELECOMMUNICATIONS AUTHORITY,,5000078748,Line + telephone rental including commercial charge for use of radio frequencies,"46,152.40"
Ministry of Defence,Ministry of Defence,14/06/2012,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,SOUTHERN ELECTRIC POWERDISTRIBUTION PLC,RG19 4AZ,950727,Works in aid of disposal,"46,148.87"
Ministry of Defence,Ministry of Defence,08/06/2012,Fuel for military use,Defence Infrastructure Organisation ,ARVAL UK LTD,SN5 6PE,947527,Oil and lubricants consumed excluding those from the inventory system,"46,136.33"
Ministry of Defence,Ministry of Defence,28/06/2012,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,957974,Spend on Inventory - General,"46,130.32"
Ministry of Defence,Ministry of Defence,07/06/2012,Food and clothing,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,947396,Cost of food services,"46,119.84"
Ministry of Defence,Ministry of Defence,11/06/2012,Rent and rates,Defence Infrastructure Organisation ,FAREHAM BOROUGH COUNCIL,PO16 7PU,948228,Rent buildings - non civil estate property and married quarter property,"45,875.40"
Ministry of Defence,Ministry of Defence,18/06/2012,Rent and rates,Defence Infrastructure Organisation ,FAREHAM BOROUGH COUNCIL,PO16 7PU,951949,Rent buildings - non civil estate property and married quarter property,"45,875.40"
Ministry of Defence,Ministry of Defence,25/06/2012,Spend on Inventory - General,Defence Equipment & Support,ENGINEERED ARRESTING SYSTEMS  CORPORATION,,2000016141,Spend on Inventory - General,"45,850.59"
Ministry of Defence,Defence Science and Technology Laboratory,21/06/2012,Travel & Subsistence,Operations,BARCLAYCARD,,G - 9000143700 - 00139480,,"45,830.77"
Ministry of Defence,Defence Science and Technology Laboratory,08/06/2012,Sub Contracted Work,Operations,ITT DEFENCE LIMITED,,V - 9000143315 - 00134947,,"45,753.00"
Ministry of Defence,Ministry of Defence,22/06/2012,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,WINCANTON GROUP LIMITED,SN14 0WT,955042,Raw materials and consumable aviation fuel inventory purchased,"45,750.97"
Ministry of Defence,Ministry of Defence,27/06/2012,Rent and rates,Defence Infrastructure Organisation ,CITY OF YORK COUNCIL,YO1 7DU,956673,Rent buildings - non civil estate property and married quarter property,"45,720.78"
Ministry of Defence,Ministry of Defence,20/06/2012,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,953380,Utilities consumed - heating oil,"45,674.93"
Ministry of Defence,Ministry of Defence,25/06/2012,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,955864,Spend on Inventory - General,"45,668.87"
Ministry of Defence,Ministry of Defence,22/06/2012,Rent and rates,Defence Infrastructure Organisation ,PETERBOROUGH CITY COUNCIL,PE1 1HQ,954852,Rent buildings - non civil estate property and married quarter property,"45,570.08"
Ministry of Defence,Ministry of Defence,08/06/2012,Fuel for military use,Central TLB,ARVAL UK LTD,SN5 6PE,947527,Oil and lubricants consumed excluding those from the inventory system,"45,552.46"
Ministry of Defence,Ministry of Defence,27/06/2012,Payment of utilities,Land Forces,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,956891,Utilities consumed - electricity,"45,443.10"
Ministry of Defence,Ministry of Defence,12/06/2012,Estate management,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,948997,Estate + facilities management services - accommodation inventory + service,"45,432.72"
Ministry of Defence,Defence Science and Technology Laboratory,01/06/2012,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000143259 - 00136153,,"45,360.00"
Ministry of Defence,Ministry of Defence,13/06/2012,Fees for professional services,Central TLB,GIFFORD OWEN LTD,BA13 2GG,949657,Fees for professional services excluding legal fees,"45,340.41"
Ministry of Defence,Ministry of Defence,20/06/2012,Design services and minor equipment purchases,Land Forces,THE AUTOMOBILE ASSOCIATION LIMITED,RG21 4EA,169711,Equipment support project costs,"45,307.51"
